id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML:feature_state,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML:mz,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML:mz_range:min,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML:mz_range:max,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML:rt,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML:rt_range:min,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML:rt_range:max,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML:height,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML:area,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML:intensity_range:min,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML:intensity_range:max,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML:fwhm,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML:tailing_factor,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML:asymmetry_factor,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML:fragment_scans
42,0.8078,0.7722,5.3564,228.08446,228.08395,228.08655,5.46E5,1.201E5,1.06E5,5.46E5,1,DETECTED,228.08446,228.08395,228.08655,0.8078,0.7722,5.3564,5.46E5,1.201E5,1.06E5,5.46E5,0.2497,64.3831,127.043,1
43,0.8078,0.7722,1.8808,231.08417,231.08389,231.08461,2.607E6,4.624E5,1.063E5,2.607E6,5,DETECTED,231.08417,231.08389,231.08461,0.8078,0.7722,1.8808,2.607E6,4.624E5,1.063E5,2.607E6,0.2577,8.4146,59.7809,5
44,0.8078,0.7722,10.3767,244.10532,244.10381,244.10585,3.877E6,3.13E5,1.014E5,3.877E6,0,DETECTED,244.10532,244.10381,244.10585,0.8078,0.7722,10.3767,3.877E6,3.13E5,1.014E5,3.877E6,0.0176,81.7189,6.7522,
45,0.8078,0.7331,5.4935,250.16507,250.16333,250.1653,1.363E7,6.877E5,1.002E5,1.363E7,2,DETECTED,250.16507,250.16333,250.1653,0.8078,0.7331,5.4935,1.363E7,6.877E5,1.002E5,1.363E7,0.2229,1.8243,1.5722,2
46,0.8078,0.7522,1.0409,251.16861,251.16847,251.16899,1.335E6,6.726E4,1.017E5,1.335E6,0,DETECTED,251.16861,251.16847,251.16899,0.8078,0.7522,1.0409,1.335E6,6.726E4,1.017E5,1.335E6,0.2213,1.7072,2.7062,
47,0.8078,0.7722,1.3351,258.09528,258.09497,258.09595,5.937E6,4.259E5,1.014E5,5.937E6,0,DETECTED,258.09528,258.09497,258.09595,0.8078,0.7722,1.3351,5.937E6,4.259E5,1.014E5,5.937E6,0.0186,4.258,8.127,
48,0.8078,0.7522,4.2165,259.12919,259.12814,259.12939,1.196E8,7.62E6,1.188E5,1.196E8,9,DETECTED,259.12919,259.12814,259.12939,0.8078,0.7522,4.2165,1.196E8,7.62E6,1.188E5,1.196E8,0.0175,3.0491,6.6681,9
49,0.8078,0.7927,7.8373,259.14436,259.14362,259.14557,7.795E5,5.395E5,1.004E5,7.795E5,0,DETECTED,259.14436,259.14362,259.14557,0.8078,0.7927,7.8373,7.795E5,5.395E5,1.004E5,7.795E5,4.7189,233.805,253.4103,
50,0.8078,0.7722,10.8603,260.12828,260.12515,260.12891,5.578E5,9.935E5,1.005E5,5.578E5,0,DETECTED,260.12828,260.12515,260.12891,0.8078,0.7722,10.8603,5.578E5,9.935E5,1.005E5,5.578E5,6.0732,141.6838,82.8337,
51,0.8078,0.7722,1.2942,260.13249,260.12994,260.13351,1.413E7,8.406E5,1.696E5,1.413E7,0,DETECTED,260.13249,260.12994,260.13351,0.8078,0.7722,1.2942,1.413E7,8.406E5,1.696E5,1.413E7,0.0174,3.7781,6.7101,
52,0.8078,0.7722,1.121,261.0948,261.09448,261.09506,1.278E6,9.802E4,1.44E5,1.278E6,0,DETECTED,261.0948,261.09448,261.09506,0.8078,0.7722,1.121,1.278E6,9.802E4,1.44E5,1.278E6,0.2246,4.8995,8.1539,
53,0.8078,0.712,5.0681,266.16,266.15775,266.16028,1.551E7,8.735E5,1.007E5,1.551E7,3,DETECTED,266.16,266.15775,266.16028,0.8078,0.712,5.0681,1.551E7,8.735E5,1.007E5,1.551E7,0.2955,4.1906,2.1462,3
54,0.8078,0.712,1.0409,267.16337,267.16318,267.16364,2.006E6,9.763E4,1.232E5,2.006E6,0,DETECTED,267.16337,267.16318,267.16364,0.8078,0.712,1.0409,2.006E6,9.763E4,1.232E5,2.006E6,0.2948,1.1259,8.7204,
55,0.8078,0.7522,1.2942,275.07406,275.07336,275.07513,8.081E5,7.095E4,1.03E5,8.081E5,0,DETECTED,275.07406,275.07336,275.07513,0.8078,0.7522,1.2942,8.081E5,7.095E4,1.03E5,8.081E5,0.058,4.8766,10.9992,
56,0.8078,0.7522,1.8352,275.12392,275.12335,275.12421,2.34E7,1.571E6,1.025E5,2.34E7,3,DETECTED,275.12392,275.12335,275.12421,0.8078,0.7522,1.8352,2.34E7,1.571E6,1.025E5,2.34E7,0.2236,3.9664,3.8798,3
57,0.8078,0.7722,3.1012,276.12729,276.12485,276.12805,2.605E6,1.981E5,1.08E5,2.605E6,0,DETECTED,276.12729,276.12485,276.12805,0.8078,0.7722,3.1012,2.605E6,1.981E5,1.08E5,2.605E6,0.2225,30.1385,65.2089,
58,0.8078,0.7927,1.2942,283.05242,283.05185,283.05276,8.801E5,7.379E4,1.078E5,8.801E5,1,DETECTED,283.05242,283.05185,283.05276,0.8078,0.7927,1.2942,8.801E5,7.379E4,1.078E5,8.801E5,0.2298,16.6435,18.9115,1
59,0.8078,0.7927,1.5832,287.07407,287.07358,287.07465,7.372E5,6.865E4,1.027E5,7.372E5,0,DETECTED,287.07407,287.07358,287.07465,0.8078,0.7927,1.5832,7.372E5,6.865E4,1.027E5,7.372E5,0.0267,26.2346,25.2684,
60,0.8078,0.7722,6.122,289.0898,289.08942,289.09064,6.972E5,1.904E5,1.068E5,6.972E5,2,DETECTED,289.0898,289.08942,289.09064,0.8078,0.7722,6.122,6.972E5,1.904E5,1.068E5,6.972E5,0.6455,75.1365,19.4608,2
61,0.8078,0.7522,7.4432,292.13859,292.13675,292.14035,1.816E6,6.853E5,1.003E5,1.816E6,1,DETECTED,292.13859,292.13675,292.14035,0.8078,0.7522,7.4432,1.816E6,6.853E5,1.003E5,1.816E6,0.2983,56.9276,2.5265,1
62,0.8078,0.7927,2.222,294.624,294.62378,294.62445,5.945E5,1.159E5,1.082E5,5.945E5,0,DETECTED,294.624,294.62378,294.62445,0.8078,0.7927,2.222,5.945E5,1.159E5,1.082E5,5.945E5,1.3453,47.4357,41.5732,
63,0.8078,0.7331,9.4906,296.1349,296.13165,296.13754,2.492E6,6.14E5,1.003E5,2.492E6,5,DETECTED,296.1349,296.13165,296.13754,0.8078,0.7331,9.4906,2.492E6,6.14E5,1.003E5,2.492E6,0.553,76.4388,4.5692,5
64,0.8078,0.7927,11.1926,302.14807,302.14636,302.1514,5.679E5,7.784E5,1.001E5,5.679E5,0,DETECTED,302.14807,302.14636,302.1514,0.8078,0.7927,11.1926,5.679E5,7.784E5,1.001E5,5.679E5,3.7752,345.1641,342.6871,
65,0.8078,0.7722,4.6113,303.15521,303.15399,303.15582,2.492E6,3.492E5,1.001E5,2.492E6,2,DETECTED,303.15521,303.15399,303.15582,0.8078,0.7722,4.6113,2.492E6,3.492E5,1.001E5,2.492E6,0.0175,13.0027,27.9254,2
66,0.8078,0.7522,1.0749,305.08454,305.08426,305.08521,2.233E6,2.072E5,1.083E5,2.233E6,2,DETECTED,305.08454,305.08426,305.08521,0.8078,0.7522,1.0749,2.233E6,2.072E5,1.083E5,2.233E6,0.0465,2.7006,3.7473,2
67,0.8078,0.7722,7.5874,306.15436,306.15231,306.15573,1.262E6,6.959E5,1.003E5,1.262E6,0,DETECTED,306.15436,306.15231,306.15573,0.8078,0.7722,7.5874,1.262E6,6.959E5,1.003E5,1.262E6,4.5395,95.4746,114.8332,
68,0.8078,0.7927,12.5391,317.17151,317.16974,317.17416,1.179E6,2.377E5,1.017E5,1.179E6,1,DETECTED,317.17151,317.16974,317.17416,0.8078,0.7927,12.5391,1.179E6,2.377E5,1.017E5,1.179E6,4.1038,139.2836,268.5791,1
69,0.8078,0.7522,9.9863,319.10043,319.09741,319.1015,2.745E6,4.798E5,1.065E5,2.745E6,4,DETECTED,319.10043,319.09741,319.1015,0.8078,0.7522,9.9863,2.745E6,4.798E5,1.065E5,2.745E6,0.0447,84.6764,15.2794,4
70,0.8078,0.712,11.5455,331.15057,331.14749,331.1532,2.376E6,4.804E5,1.04E5,2.376E6,3,DETECTED,331.15057,331.14749,331.1532,0.8078,0.712,11.5455,2.376E6,4.804E5,1.04E5,2.376E6,0.4636,140.1683,37.3433,3
71,0.8078,0.7722,10.7708,333.11631,333.1124,333.11841,1.802E6,5.294E5,1.006E5,1.802E6,5,DETECTED,333.11631,333.1124,333.11841,0.8078,0.7722,10.7708,1.802E6,5.294E5,1.006E5,1.802E6,0.2576,13.929,23.0563,5
72,0.8078,0.7927,11.2451,345.14497,345.14343,345.14767,8.882E5,1.077E6,1.007E5,8.882E5,0,DETECTED,345.14497,345.14343,345.14767,0.8078,0.7927,11.2451,8.882E5,1.077E6,1.007E5,8.882E5,5.7208,346.9071,539.6874,
73,0.8078,0.7722,5.9256,346.11187,346.11127,346.11374,5.999E5,5.891E4,1.037E5,5.999E5,0,DETECTED,346.11187,346.11127,346.11374,0.8078,0.7722,5.9256,5.999E5,5.891E4,1.037E5,5.999E5,0.2237,72.3773,4.0189,
74,0.8078,0.7522,10.6333,349.11067,349.10736,349.1127,4.88E6,4.088E5,1.021E5,4.88E6,0,DETECTED,349.11067,349.10736,349.1127,0.8078,0.7522,10.6333,4.88E6,4.088E5,1.021E5,4.88E6,0.2468,2.959,4.1963,
75,0.8078,0.7722,1.4674,349.16079,349.1593,349.16119,5.94E5,1.027E5,1.233E5,5.94E5,0,DETECTED,349.16079,349.1593,349.16119,0.8078,0.7722,1.4674,5.94E5,1.027E5,1.233E5,5.94E5,0.303,9.7636,18.5271,
76,0.8078,0.7722,8.3099,350.14421,350.14233,350.147,7.944E5,5.195E5,1.001E5,7.944E5,0,DETECTED,350.14421,350.14233,350.147,0.8078,0.7722,8.3099,7.944E5,5.195E5,1.001E5,7.944E5,1.1485,105.8633,88.053,
77,0.8078,0.712,15.8765,361.16084,361.15939,361.16428,2.123E8,2.036E7,1.01E5,2.123E8,17,DETECTED,361.16084,361.15939,361.16428,0.8078,0.712,15.8765,2.123E8,2.036E7,1.01E5,2.123E8,0.3163,8.5022,8.0144,17
78,0.8078,0.7722,10.0335,362.16411,362.16101,362.16769,3.588E7,3.259E6,1.002E5,3.588E7,0,DETECTED,362.16411,362.16101,362.16769,0.8078,0.7722,10.0335,3.588E7,3.259E6,1.002E5,3.588E7,0.3163,3.9751,7.8707,
79,0.8078,0.7522,9.9863,363.12668,363.1228,363.12909,5.051E6,6.251E5,1.001E5,5.051E6,0,DETECTED,363.12668,363.1228,363.12909,0.8078,0.7522,9.9863,5.051E6,6.251E5,1.001E5,5.051E6,0.255,10.352,14.6655,
80,0.8078,0.7927,7.1449,363.1656,363.16339,363.16824,5.87E6,5.14E5,1.03E5,5.87E6,0,DETECTED,363.1656,363.16339,363.16824,0.8078,0.7927,7.1449,5.87E6,5.14E5,1.03E5,5.87E6,0.3225,143.3274,286.8004,
81,0.8078,0.7722,10.2876,366.21283,366.21152,366.21524,1.202E6,6.996E5,1.005E5,1.202E6,6,DETECTED,366.21283,366.21152,366.21524,0.8078,0.7722,10.2876,1.202E6,6.996E5,1.005E5,1.202E6,0.578,31.1726,136.7841,6
82,0.8078,0.7722,8.6395,377.10617,377.10208,377.10849,2.133E6,2.236E5,1.005E5,2.133E6,1,DETECTED,377.10617,377.10208,377.10849,0.8078,0.7722,8.6395,2.133E6,2.236E5,1.005E5,2.133E6,0.0196,9.3835,24.2046,1
83,0.8078,0.7722,10.6808,377.1427,377.13821,377.14526,1.586E6,4.112E5,1.017E5,1.586E6,2,DETECTED,377.1427,377.13821,377.14526,0.8078,0.7722,10.6808,1.586E6,4.112E5,1.017E5,1.586E6,0.3973,321.9311,59.4776,2
84,0.8078,0.7722,9.6933,390.13909,390.13696,390.14062,1.572E6,5.352E5,1.005E5,1.572E6,1,DETECTED,390.13909,390.13696,390.14062,0.8078,0.7722,9.6933,1.572E6,5.352E5,1.005E5,1.572E6,0.0308,51.1337,149.7064,1
85,0.8078,0.7722,10.148,393.13686,393.13303,393.14026,3.392E6,2.597E5,1E5,3.392E6,0,DETECTED,393.13686,393.13303,393.14026,0.8078,0.7722,10.148,3.392E6,2.597E5,1E5,3.392E6,0.2364,94.9475,2.4111,
86,0.8078,0.7722,11.2451,396.18793,396.18646,396.18994,7.19E5,3.126E5,1.003E5,7.19E5,0,DETECTED,396.18793,396.18646,396.18994,0.8078,0.7722,11.2451,7.19E5,3.126E5,1.003E5,7.19E5,0.6391,147.0873,233.0281,
87,0.8078,0.7927,2.3591,402.239,402.23828,402.23938,7.944E5,1.652E5,1.045E5,7.944E5,3,DETECTED,402.239,402.23828,402.23938,0.8078,0.7927,2.3591,7.944E5,1.652E5,1.045E5,7.944E5,1.3104,51.9883,73.9194,3
88,0.8078,0.7927,9.4595,404.155,404.15268,404.1571,1.315E6,1.036E6,1.001E5,1.315E6,1,DETECTED,404.155,404.15268,404.1571,0.8078,0.7927,9.4595,1.315E6,1.036E6,1.001E5,1.315E6,0.03,286.9908,519.8179,1
89,0.8078,0.7722,8.6972,407.11684,407.11282,407.11856,1.826E6,1.593E5,1.017E5,1.826E6,0,DETECTED,407.11684,407.11282,407.11856,0.8078,0.7722,8.6972,1.826E6,1.593E5,1.017E5,1.826E6,0.0207,111.0542,3.203,
90,0.8078,0.7722,9.4595,407.15273,407.1517,407.15579,1.169E6,1.674E5,1.021E5,1.169E6,0,DETECTED,407.15273,407.1517,407.15579,0.8078,0.7722,9.4595,1.169E6,1.674E5,1.021E5,1.169E6,0.0214,121.716,41.9024,
91,0.8078,0.7927,12.0253,418.233,418.23001,418.23718,7.681E5,2.559E5,1.001E5,7.681E5,3,DETECTED,418.233,418.23001,418.23718,0.8078,0.7927,12.0253,7.681E5,2.559E5,1.001E5,7.681E5,0.9106,372.8035,683.0878,3
92,0.8078,0.7522,9.0052,420.1489,420.14746,420.15091,1.809E6,1.921E5,1.001E5,1.809E6,0,DETECTED,420.1489,420.14746,420.15091,0.8078,0.7522,9.0052,1.809E6,1.921E5,1.001E5,1.809E6,0.243,63.3896,3.0751,
93,0.8078,0.7722,9.567,421.13166,421.12866,421.13425,8.649E5,1.907E5,1.012E5,8.649E5,0,DETECTED,421.13166,421.12866,421.13425,0.8078,0.7722,9.567,8.649E5,1.907E5,1.012E5,8.649E5,0.0228,123.5193,234.7393,
