formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C11H15NO3,[M + H]+,C11H16NO3+,Alkaloids,0,832,Small peptides,0,273,Pyridine alkaloids,0,105,Organic acids and derivatives,0,879,Carboxylic acids and derivatives,0,909,"Amino acids, peptides, and analogues",0,573,Amino acids and derivatives,0,574,Amino acids and derivatives,0,574,"Organic compounds; Amino acids, peptides, and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",210,112,67,1,110,685521993956750824,685521478430607096,208,
1,C9H16FNO3,[M + H]+,C9H17FNO3+,Amino acids and Peptides,0,684,Small peptides,0,708,Aminoacids,0,774,Organic acids and derivatives,0,820,Carboxylic acids and derivatives,0,835,"Amino acids, peptides, and analogues",0,759,Amino acids and derivatives,0,760,Amino acids and derivatives,0,760,"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Monocarboxylic acids and derivatives; Organofluorides; Carbonyl compounds; Amines; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",206,118,67,1,116,685521994426512940,685521478472550141,210,
1,C15H27NO10,[M + H]+,C15H28NO10+,Carbohydrates,0,999,Aminosugars and aminoglycosides,0,999,Aminosugars,0,999,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,957,Aminosaccharides,0,870,Acylaminosugars,0,746,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Acylaminosugars; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Hemiacetals; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Amino sugars; Carboxylic acids; Hexoses; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; N-acyl-alpha-hexosamines; Aminosaccharides; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,382,171,68,1,130,685521995307317029,685521478548047623,212,
1,C9H19NO4,[M + H]+,C9H20NO4+,Fatty acids,0,973,Fatty esters,0,977,Fatty acyl carnitines,0,810,Lipids and lipid-like molecules,0,929,Fatty Acyls,0,924,Fatty acid esters,0,841,,,Fatty acid esters,0,841,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,206,139,68,1,134,685522003096139898,685521478510298882,211,
1,C15H27NO10,[M + Na]+,C15H27NNaO10+,Carbohydrates,0,926,Aminosugars and aminoglycosides,0,655,Aminosugars,0,473,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,956,Glycosyl compounds,0,575,O-glycosyl compounds,0,576,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,404,154,69,1,143,685522004497037693,685521478589990668,213,
1,C21H31N3O10,[M + H]+,C21H32N3O10+,Amino acids and Peptides,0,728,Ornithine alkaloids,0,275,Polyamines,0,046,Organic acids and derivatives,0,996,Carboxylic acids and derivatives,0,992,"Amino acids, peptides, and analogues",0,625,Amino acids and derivatives,0,620,Amino acids and derivatives,0,620,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",486,208,69,1,144,685522009228212795,685521478627739409,214,
1,C11H17NO4,[M + H]+,C11H18NO4+,Alkaloids,0,930,Ornithine alkaloids,0,515,Pyrrolidine alkaloids,0,446,Organic acids and derivatives,0,999,Carboxylic acids and derivatives,0,999,"Amino acids, peptides, and analogues",0,980,Amino acids and derivatives,0,980,Kainoids,0,889,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Kainoids; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Dialkylamines; Pyrrolidine carboxylic acids; Amines; Secondary amines; Methyl esters; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",228,123,69,1,150,685522009949633166,685521478711625499,216,
1,C13H23NO7,[M + H]+,C13H24NO7+,Fatty acids,0,583,Fatty amides,0,209,Cyanogenic glycosides,0,216,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,614,Monosaccharides,0,578,Monosaccharides,0,578,Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,306,155,69,1,152,685522014039079750,685521478669682454,215,
1,C13H24N2O7,[M + H]+,C13H25N2O7+,Amino acids and Peptides,0,320,Aminosugars and aminoglycosides,0,061,Aminosugars,0,050,Organic acids and derivatives,1,000,Carboxylic acids and derivatives,0,999,"Amino acids, peptides, and analogues",0,966,Amino acids and derivatives,0,964,Alpha amino acid esters,0,854,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",321,166,70,1,162,685522016962510215,685521478745179936,217,
1,C14H26O10,[M + Na]+,C14H26NaO10+,Fatty acids,0,539,Fatty acyl glycosides,0,891,Fatty acyl glycosides of mono- and disaccharides,0,297,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,954,Monosaccharides,0,871,Hexoses,0,533,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,377,143,70,1,165,685522033009926536,685521478787122981,218,
1,C10H17NO5,[M + H]+,C10H18NO5+,Fatty acids,0,309,Fatty amides,0,335,N-acyl amines,0,235,Organic acids and derivatives,0,999,Carboxylic acids and derivatives,0,998,"Amino acids, peptides, and analogues",0,759,Amino acids and derivatives,0,757,Amino acids and derivatives,0,757,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",232,118,70,1,171,685522031822938440,685521478829066026,219,
1,C9H16O3S,[M + H]+,C9H17O3S+,Fatty acids,0,975,Fatty Acids and Conjugates,0,418,Thia fatty acids,0,411,Lipids and lipid-like molecules,0,678,Fatty Acyls,0,662,,,,,Fatty Acyls,0,662,Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acid esters; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,205,090,71,1,183,685522033001537917,685521478908757812,221,
1,C11H20O9,[M + Na]+,C11H20NaO9+,Carbohydrates,0,248,Monoterpenoids,0,434,Iridoids monoterpenoids,0,203,Organic oxygen compounds,1,000,Organooxygen compounds,1,000,Carbohydrates and carbohydrate conjugates,0,962,Glycosyl compounds,0,779,O-glycosyl compounds,0,830,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,319,101,71,1,183,685522034914140882,685521478866814767,220,
1,C11H15NO5,[M + H]+,C11H16NO5+,Amino acids and Peptides,0,883,Small peptides,0,390,Pyridine alkaloids,0,261,Organic acids and derivatives,0,973,Carboxylic acids and derivatives,0,955,"Amino acids, peptides, and analogues",0,552,Amino acids and derivatives,0,553,Amino acids and derivatives,0,553,"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",242,100,72,1,203,685522065536757653,685521479034586947,225,
1,C14H22N2O7,[M + H]+,C14H23N2O7+,Alkaloids,0,815,Ornithine alkaloids,0,209,Phenylethylamines,0,076,Organic acids and derivatives,0,963,Carboxylic acids and derivatives,0,965,"Amino acids, peptides, and analogues",0,617,Amino acids and derivatives,0,618,Amino acids and derivatives,0,618,"Organic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Anilides; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Acetanilides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; N-arylamides; Methyl esters; Acetamides; Organic oxides; Methoxyanilines; Methoxybenzenes; Hydrocarbon derivatives; N-acetylarylamines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",331,150,72,1,204,685522067721990382,685521478946506553,223,
1,C10H13NO2,[M + H]+,C10H14NO2+,Alkaloids,0,904,Nicotinic acid alkaloids,0,887,Pyridine alkaloids,0,886,Organic nitrogen compounds,1,000,Organonitrogen compounds,0,999,,,,,Organonitrogen compounds,0,999,Organic compounds; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,180,102,72,1,205,685522063540268388,685521478988449598,224,
1,C12H12OSi,[M + H]+,C12H13OSi+,Shikimates and Phenylpropanoids,0,576,Flavonoids,0,240,Chalcones,0,207,Benzenoids,0,979,Benzene and substituted derivatives,0,589,,,,,Benzene and substituted derivatives,0,589,Organic compounds; Organohalogen compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,201,074,72,1,206,685522062755933465,685521479076529992,226,
1,C15H22N2O7,[M + H]+,C15H23N2O7+,Amino acids and Peptides,0,566,Tyrosine alkaloids,0,100,Phenylethylamines,0,093,Organic acids and derivatives,0,969,Carboxylic acids and derivatives,0,956,"Amino acids, peptides, and analogues",0,640,Amino acids and derivatives,0,641,Alpha amino acids and derivatives,0,537,"Organic compounds; Amino acids, peptides, and analogues; Nitrobenzenes; Alpha amino acids and derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Organic nitro compounds; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Methyl esters; Organic 1,3-dipolar compounds; Organic oxides; Methoxyanilines; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",343,150,72,1,207,685522074948777129,685521479122667341,227,
1,C9H15ClN2O4S,[M + H]+,C9H16ClN2O4S+,Alkaloids,0,413,Histidine alkaloids,0,036,Halogenated fatty acids,0,063,Lipids and lipid-like molecules,0,576,Fatty Acyls,0,594,Fatty acid esters,0,528,,,Fatty acid esters,0,528,Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Alkyl chlorides; Carboxylic acid derivatives; Sulfonyls; Carboxylic acid esters; Organochlorides; Carbonyl compounds; Alkyl halides; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,283,052,73,1,217,685522072503497786,685521479168804690,228,
1,C11H17NO6,[M + H]+,C11H18NO6+,Alkaloids,0,757,Mycosporine derivatives,0,637,Mycosporine and Mycosporine-like amino acids,0,643,Organic acids and derivatives,0,915,Carboxylic acids and derivatives,0,886,Carboxylic acid derivatives,0,781,Carboxylic acid esters,0,664,Methyl esters,0,880,Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,260,113,74,1,230,685522075330458851,685521479214942039,229,
