id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,datafile:DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML:feature_state,datafile:DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML:mz,datafile:DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML:mz_range:min,datafile:DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML:mz_range:max,datafile:DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML:rt,datafile:DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML:rt_range:min,datafile:DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML:rt_range:max,datafile:DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML:height,datafile:DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML:area,datafile:DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML:intensity_range:min,datafile:DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML:intensity_range:max,datafile:DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML:fwhm,datafile:DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML:tailing_factor,datafile:DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML:asymmetry_factor,datafile:DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML:fragment_scans
21,0.7998,0.777,8.9578,244.10566,244.10434,244.10614,2.713E6,2.049E5,1.004E5,2.713E6,0,DETECTED,244.10566,244.10434,244.10614,0.7998,0.777,8.9578,2.713E6,2.049E5,1.004E5,2.713E6,0.2533,146.1588,10.7813,
22,0.7998,0.7539,1.0327,247.07936,247.07896,247.07957,1.096E6,7.623E4,1.104E5,1.096E6,0,DETECTED,247.07936,247.07896,247.07957,0.7998,0.7539,1.0327,1.096E6,7.623E4,1.104E5,1.096E6,0.109,3.034,3.1333,
23,0.7998,0.7539,1.4603,248.11318,248.11287,248.11349,8.227E5,1.085E5,1.002E5,8.227E5,0,DETECTED,248.11318,248.11287,248.11349,0.7998,0.7539,1.4603,8.227E5,1.085E5,1.002E5,8.227E5,0.2477,7.6867,25.3881,
24,0.7998,0.734,1.2143,250.16539,250.16475,250.16562,1.257E7,6.035E5,1.003E5,1.257E7,2,DETECTED,250.16539,250.16475,250.16562,0.7998,0.734,1.2143,1.257E7,6.035E5,1.003E5,1.257E7,0.2263,3.8936,2.5439,2
25,0.7998,0.777,1.1723,258.0956,258.09494,258.09598,4.997E6,3.43E5,1.024E5,4.997E6,0,DETECTED,258.0956,258.09494,258.09598,0.7998,0.777,1.1723,4.997E6,3.43E5,1.024E5,4.997E6,0.2357,3.155,11.3348,
26,0.7998,0.7539,4.2059,259.12945,259.12827,259.1297,8.649E7,5.629E6,1.007E5,8.649E7,4,DETECTED,259.12945,259.12827,259.1297,0.7998,0.7539,4.2059,8.649E7,5.629E6,1.007E5,8.649E7,0.2394,2.8207,11.966,4
27,0.7998,0.777,9.1538,260.12823,260.12585,260.12952,5.125E5,8.14E5,1.002E5,5.125E5,0,DETECTED,260.12823,260.12585,260.12952,0.7998,0.777,9.1538,5.125E5,8.14E5,1.002E5,5.125E5,4.7282,183.2695,35.8733,
28,0.7998,0.777,1.2143,260.13281,260.13245,260.13312,1.029E7,6.41E5,1.513E5,1.029E7,0,DETECTED,260.13281,260.13245,260.13312,0.7998,0.777,1.2143,1.029E7,6.41E5,1.513E5,1.029E7,0.251,2.6807,10.7921,
29,0.7998,0.777,6.0682,262.12871,262.12683,262.12918,7.936E5,1.93E5,1.003E5,7.936E5,1,DETECTED,262.12871,262.12683,262.12918,0.7998,0.777,6.0682,7.936E5,1.93E5,1.003E5,7.936E5,0.3749,115.7627,65.8234,1
30,0.7998,0.7042,5.0697,266.16023,266.15781,266.16055,1.009E7,5.842E5,1.021E5,1.009E7,3,DETECTED,266.16023,266.15781,266.16055,0.7998,0.7042,5.0697,1.009E7,5.842E5,1.021E5,1.009E7,0.2827,2.0981,0.6949,3
31,0.7998,0.7539,1.2605,275.12428,275.12369,275.12454,1.953E7,1.124E6,1.219E5,1.953E7,3,DETECTED,275.12428,275.12369,275.12454,0.7998,0.7539,1.2605,1.953E7,1.124E6,1.219E5,1.953E7,0.2217,6.4319,1.7575,3
32,0.7998,0.777,8.0416,276.1274,276.12534,276.13055,2.27E6,1.906E5,1.143E5,2.27E6,1,DETECTED,276.1274,276.12534,276.13055,0.7998,0.777,8.0416,2.27E6,1.906E5,1.143E5,2.27E6,0.2337,5.8817,90.3365,1
33,0.7998,0.7539,8.5753,280.13911,280.13724,280.1413,2.157E6,2.925E5,1.003E5,2.157E6,1,DETECTED,280.13911,280.13724,280.1413,0.7998,0.7539,8.5753,2.157E6,2.925E5,1.003E5,2.157E6,0.2382,91.6607,3.4117,1
34,0.7998,0.777,3.7067,289.09008,289.08978,289.09036,5.303E5,8.016E4,1.093E5,5.303E5,1,DETECTED,289.09008,289.08978,289.09036,0.7998,0.777,3.7067,5.303E5,8.016E4,1.093E5,5.303E5,0.0566,64.0961,127.1922,1
35,0.7998,0.777,10.8038,289.1402,289.1391,289.14297,1.234E6,1.583E5,1.086E5,1.234E6,2,DETECTED,289.1402,289.1391,289.14297,0.7998,0.777,10.8038,1.234E6,1.583E5,1.086E5,1.234E6,8.8905,12.1006,19.271,2
36,0.7998,0.7539,7.1796,292.13865,292.13702,292.14017,1.659E6,4.966E5,1.003E5,1.659E6,1,DETECTED,292.13865,292.13702,292.14017,0.7998,0.7539,7.1796,1.659E6,4.966E5,1.003E5,1.659E6,0.2464,79.5115,203.6303,1
37,0.7998,0.777,9.3723,294.13354,294.13193,294.13443,2.061E6,2.739E6,1.035E5,2.061E6,3,DETECTED,294.13354,294.13193,294.13443,0.7998,0.777,9.3723,2.061E6,2.739E6,1.035E5,2.061E6,0.2546,173.371,333.5687,3
38,0.7998,0.7539,7.4745,294.15415,294.15228,294.1561,1.37E6,5.42E5,1.002E5,1.37E6,0,DETECTED,294.15415,294.15228,294.1561,0.7998,0.7539,7.4745,1.37E6,5.42E5,1.002E5,1.37E6,0.2396,39.745,203.451,
39,0.7998,0.734,9.0052,296.13523,296.13239,296.13687,2.461E6,5.086E5,1.008E5,2.461E6,4,DETECTED,296.13523,296.13239,296.13687,0.7998,0.734,9.0052,2.461E6,5.086E5,1.008E5,2.461E6,0.5043,84.3567,14.8943,4
40,0.7998,0.7042,5.031,301.13969,301.13824,301.14047,5.83E5,2.078E5,1.052E5,5.83E5,0,DETECTED,301.13969,301.13824,301.14047,0.7998,0.7042,5.031,5.83E5,2.078E5,1.052E5,5.83E5,0.3206,22.6221,41.7061,
41,0.7998,0.777,12.2483,303.15713,303.15421,303.15884,1.879E6,5.053E5,1.028E5,1.879E6,3,DETECTED,303.15713,303.15421,303.15884,0.7998,0.777,12.2483,1.879E6,5.053E5,1.028E5,1.879E6,9.813,70.482,30.6701,3
42,0.7998,0.7539,1.0458,305.08502,305.08453,305.08527,2.082E6,1.613E5,1.594E5,2.082E6,2,DETECTED,305.08502,305.08453,305.08527,0.7998,0.7539,1.0458,2.082E6,1.613E5,1.594E5,2.082E6,0.0422,4.013,2.6397,2
43,0.7998,0.777,7.6913,306.15431,306.15247,306.15567,8.802E5,4.807E5,1.004E5,8.802E5,0,DETECTED,306.15431,306.15247,306.15567,0.7998,0.777,7.6913,8.802E5,4.807E5,1.004E5,8.802E5,0.2621,151.272,48.8946,
44,0.7998,0.7539,10.7867,307.15199,307.14932,307.15341,1.996E6,3.38E5,1.065E5,1.996E6,7,DETECTED,307.15199,307.14932,307.15341,0.7998,0.7539,10.7867,1.996E6,3.38E5,1.065E5,1.996E6,8.3502,1.5924,11.4022,7
45,0.7998,0.7539,8.5287,308.16992,308.16855,308.17261,8.732E5,2.777E5,1.001E5,8.732E5,0,DETECTED,308.16992,308.16855,308.17261,0.7998,0.7539,8.5287,8.732E5,2.777E5,1.001E5,8.732E5,0.2385,84.596,218.6689,
46,0.7998,0.7539,10.0732,310.14995,310.1474,310.15234,4.757E6,1.072E6,1.002E5,4.757E6,5,DETECTED,310.14995,310.1474,310.15234,0.7998,0.7539,10.0732,4.757E6,1.072E6,1.002E5,4.757E6,5.0253,55.7295,199.2458,5
47,0.7998,0.7539,1.326,319.10077,319.10013,319.10211,2.468E6,2.816E5,1.171E5,2.468E6,2,DETECTED,319.10077,319.10013,319.10211,0.7998,0.7539,1.326,2.468E6,2.816E5,1.171E5,2.468E6,0.0312,4.1678,5.5057,2
48,0.7998,0.777,12.065,321.16885,321.16492,321.16953,1.704E6,2.038E6,1.004E5,1.704E6,9,DETECTED,321.16885,321.16492,321.16953,0.7998,0.777,12.065,1.704E6,2.038E6,1.004E5,1.704E6,7.2178,27.976,3.1679,9
49,0.7998,0.777,7.8167,322.14917,322.14755,322.15311,6.998E5,5.284E5,1.004E5,6.998E5,0,DETECTED,322.14917,322.14755,322.15311,0.7998,0.777,7.8167,6.998E5,5.284E5,1.004E5,6.998E5,0.2574,154.0163,137.8105,
50,0.7998,0.7539,7.8971,324.16564,324.16312,324.16925,5.648E6,1.226E6,1.007E5,5.648E6,6,DETECTED,324.16564,324.16312,324.16925,0.7998,0.7539,7.8971,5.648E6,1.226E6,1.007E5,5.648E6,5.4674,111.6133,14.4824,6
51,0.7998,0.7195,12.043,331.15346,331.14801,331.15399,1.481E6,2.267E6,1.089E5,1.481E6,12,DETECTED,331.15346,331.14801,331.15399,0.7998,0.7195,12.043,1.481E6,2.267E6,1.089E5,1.481E6,9.0588,27.5486,54.9503,12
52,0.7998,0.777,4.7967,333.1168,333.11554,333.11859,1.033E6,2.43E5,1E5,1.033E6,1,DETECTED,333.1168,333.11554,333.11859,0.7998,0.777,4.7967,1.033E6,2.43E5,1E5,1.033E6,0.3142,20.3282,55.333,1
53,0.7998,0.777,1.7176,333.16583,333.16504,333.16623,8.098E5,1.49E5,1.023E5,8.098E5,0,DETECTED,333.16583,333.16504,333.16623,0.7998,0.777,1.7176,8.098E5,1.49E5,1.023E5,8.098E5,0.4665,20.579,38.9092,
54,0.7998,0.7539,8.8567,338.18133,338.17914,338.18353,3.298E6,8.325E5,1.012E5,3.298E6,6,DETECTED,338.18133,338.17914,338.18353,0.7998,0.7539,8.8567,3.298E6,8.325E5,1.012E5,3.298E6,0.4918,37.2766,62.6803,6
55,0.7998,0.7539,10.1501,340.16105,340.15778,340.16455,2.017E6,4.776E5,1E5,2.017E6,0,DETECTED,340.16105,340.15778,340.16455,0.7998,0.7539,10.1501,2.017E6,4.776E5,1E5,2.017E6,0.2417,151.9706,205.6742,
56,0.7998,0.777,9.0052,345.1452,345.14468,345.14813,9.744E5,5.337E5,1.006E5,9.744E5,0,DETECTED,345.1452,345.14468,345.14813,0.7998,0.777,9.0052,9.744E5,5.337E5,1.006E5,9.744E5,0.3503,180.0199,149.0054,
57,0.7998,0.777,11.7808,347.14763,347.14481,347.14923,5.514E7,7.906E6,1.009E5,5.514E7,20,DETECTED,347.14763,347.14481,347.14923,0.7998,0.777,11.7808,5.514E7,7.906E6,1.009E5,5.514E7,0.2524,2.7295,2.5032,20
58,0.7998,0.777,10.563,348.15021,348.14728,348.15274,8.681E6,7.322E5,1.056E5,8.681E6,0,DETECTED,348.15021,348.14728,348.15274,0.7998,0.777,10.563,8.681E6,7.322E5,1.056E5,8.681E6,0.2517,2.6306,10.7892,
59,0.7998,0.7539,10.7521,348.17803,348.17542,348.17978,1.833E6,2.933E5,1.009E5,1.833E6,0,DETECTED,348.17803,348.17542,348.17978,0.7998,0.7539,10.7521,1.833E6,2.933E5,1.009E5,1.833E6,0.2482,5.4784,7.4824,
60,0.7998,0.7539,8.5433,349.11139,349.10797,349.11209,5.476E6,2.982E5,1.115E5,5.476E6,0,DETECTED,349.11139,349.10797,349.11209,0.7998,0.7539,8.5433,5.476E6,2.982E5,1.115E5,5.476E6,0.25,3.3189,0.7417,
61,0.7998,0.777,7.8349,350.14424,350.14236,350.14865,5.405E5,3.793E5,1.002E5,5.405E5,1,DETECTED,350.14424,350.14236,350.14865,0.7998,0.777,7.8349,5.405E5,3.793E5,1.002E5,5.405E5,0.4341,154.4153,270.3013,1
62,0.7998,0.777,6.4959,352.19705,352.19571,352.19763,2.327E6,8.585E5,1.007E5,2.327E6,14,DETECTED,352.19705,352.19571,352.19763,0.7998,0.777,6.4959,2.327E6,8.585E5,1.007E5,2.327E6,0.2661,38.3387,83.4873,14
63,0.7998,0.7539,11.6004,354.17697,354.17416,354.17953,1.27E6,3.323E5,1.003E5,1.27E6,0,DETECTED,354.17697,354.17416,354.17953,0.7998,0.7539,11.6004,1.27E6,3.323E5,1.003E5,1.27E6,0.2482,59.7765,144.2586,
64,0.7998,0.777,10.6816,361.13967,361.1377,361.14288,7.977E5,1.319E6,1.001E5,7.977E5,0,DETECTED,361.13967,361.1377,361.14288,0.7998,0.777,10.6816,7.977E5,1.319E6,1.001E5,7.977E5,4.3765,216.6945,332.9785,
65,0.7998,0.7539,8.9034,363.1271,363.12405,363.1297,4.118E6,3.402E5,1.036E5,4.118E6,0,DETECTED,363.1271,363.12405,363.1297,0.7998,0.7539,8.9034,4.118E6,3.402E5,1.036E5,4.118E6,0.027,9.7458,4.6504,
66,0.7998,0.777,6.5619,366.21281,366.21115,366.21341,8.819E5,5.488E5,1.005E5,8.819E5,7,DETECTED,366.21281,366.21115,366.21341,0.7998,0.777,6.5619,8.819E5,5.488E5,1.005E5,8.819E5,0.5736,126.5643,134.0494,7
67,0.7998,0.777,1.1508,377.10666,377.10626,377.10733,1.722E6,1.08E5,1.615E5,1.722E6,0,DETECTED,377.10666,377.10626,377.10733,0.7998,0.777,1.1508,1.722E6,1.08E5,1.615E5,1.722E6,0.0379,8.0258,14.3512,
68,0.7998,0.777,6.187,377.14311,377.14154,377.14551,8.96E5,1.793E5,1.049E5,8.96E5,0,DETECTED,377.14311,377.14154,377.14551,0.7998,0.777,6.187,8.96E5,1.793E5,1.049E5,8.96E5,4.786,118.3611,23.7878,
69,0.7998,0.734,7.8696,379.12211,379.11835,379.12369,8.142E6,4.744E5,1.003E5,8.142E6,2,DETECTED,379.12211,379.11835,379.12369,0.7998,0.734,7.8696,8.142E6,4.744E5,1.003E5,8.142E6,0.0332,1.8099,5.5016,2
70,0.7998,0.777,11.5513,382.20822,382.20746,382.21011,1.127E6,1.264E5,1.005E5,1.127E6,0,DETECTED,382.20822,382.20746,382.21011,0.7998,0.777,11.5513,1.127E6,1.264E5,1.005E5,1.127E6,0.2481,103.7499,16.3165,
71,0.7998,0.777,7.9151,391.12245,391.12097,391.12399,6.395E5,1.309E5,1.011E5,6.395E5,0,DETECTED,391.12245,391.12097,391.12399,0.7998,0.777,7.9151,6.395E5,1.309E5,1.011E5,6.395E5,0.859,156.1699,20.8706,
72,0.7998,0.777,2.3646,402.23904,402.23837,402.24011,5.039E5,1.367E5,1.076E5,5.039E5,3,DETECTED,402.23904,402.23837,402.24011,0.7998,0.777,2.3646,5.039E5,1.367E5,1.076E5,5.039E5,1.5209,34.7338,68.4675,3
73,0.7998,0.777,8.9891,404.15508,404.15286,404.15662,8.778E5,8.499E5,1.011E5,8.778E5,1,DETECTED,404.15508,404.15286,404.15662,0.7998,0.777,8.9891,8.778E5,8.499E5,1.011E5,8.778E5,5.4609,179.6664,315.0617,1
74,0.7998,0.777,11.7058,421.18504,421.18103,421.1864,1.925E6,5.579E6,1.018E5,1.925E6,13,DETECTED,421.18504,421.18103,421.1864,0.7998,0.777,11.7058,1.925E6,5.579E6,1.018E5,1.925E6,6.3475,108.7929,236.5179,13
75,0.7998,0.777,11.2526,422.21654,422.21399,422.2189,6.563E5,1.509E6,1.009E5,6.563E5,0,DETECTED,422.21654,422.21399,422.2189,0.7998,0.777,11.2526,6.563E5,1.509E6,1.009E5,6.563E5,5.5474,229.1869,305.8633,
76,0.7998,0.777,11.4383,493.20563,493.20242,493.20822,1.598E6,3.846E6,1.011E5,1.598E6,9,DETECTED,493.20563,493.20242,493.20822,0.7998,0.777,11.4383,1.598E6,3.846E6,1.011E5,1.598E6,8.749,231.3897,241.7214,9
77,0.7998,0.777,11.3309,523.21599,523.21216,523.21942,1.144E6,2.488E6,1.01E5,1.144E6,0,DETECTED,523.21599,523.21216,523.21942,0.7998,0.777,11.3309,1.144E6,2.488E6,1.01E5,1.144E6,8.6259,124.145,243.8463,
78,0.7998,0.777,10.3218,544.22484,544.22162,544.22681,6.512E5,5.641E4,1.015E5,6.512E5,0,DETECTED,544.22484,544.22162,544.22681,0.7998,0.777,10.3218,6.512E5,5.641E4,1.015E5,6.512E5,0.275,208.8226,342.1171,
79,0.7998,0.777,1.3938,574.2243,574.22302,574.22687,1.839E6,1.739E5,1.136E5,1.839E6,2,DETECTED,574.2243,574.22302,574.22687,0.7998,0.777,1.3938,1.839E6,1.739E5,1.136E5,1.839E6,0.2906,13.3335,17.1693,2
80,0.7998,0.777,2.4107,588.23991,588.23877,588.24084,1.475E6,4.202E5,1.01E5,1.475E6,5,DETECTED,588.23991,588.23877,588.24084,0.7998,0.777,2.4107,1.475E6,4.202E5,1.01E5,1.475E6,1.1911,19.5594,41.1748,5
81,0.7998,0.777,2.226,589.24315,589.24219,589.24451,5.429E5,1.02E5,1.015E5,5.429E5,0,DETECTED,589.24315,589.24219,589.24451,0.7998,0.777,2.226,5.429E5,1.02E5,1.015E5,5.429E5,1.3362,31.7016,34.212,
82,1.0143,0.777,1.5534,188.09195,188.09164,188.0921,6.626E5,1.036E5,1.072E5,6.626E5,0,DETECTED,188.09195,188.09164,188.0921,1.0143,0.777,1.5534,6.626E5,1.036E5,1.072E5,6.626E5,0.5606,1.6359,0.7523,
83,1.0143,0.7539,1.4833,204.08697,204.08658,204.08728,1.067E6,1.383E5,1.03E5,1.067E6,0,DETECTED,204.08697,204.08658,204.08728,1.0143,0.7539,1.4833,1.067E6,1.383E5,1.03E5,1.067E6,0.256,1.4531,1.9748,
84,1.0143,0.0074,16.9904,224.12818,224.12785,224.12868,7.33E5,2.757E6,1E5,7.33E5,32,DETECTED,224.12818,224.12785,224.12868,1.0143,0.0074,16.9904,7.33E5,2.757E6,1E5,7.33E5,4.2939,8.4332,29.5795,32
85,1.0143,0.777,1.2374,246.09769,246.09702,246.09793,4.298E6,2.24E5,1.045E5,4.298E6,1,DETECTED,246.09769,246.09702,246.09793,1.0143,0.777,1.2374,4.298E6,2.24E5,1.045E5,4.298E6,0.2218,0.89,0.1581,1
86,1.0143,0.777,7.8026,259.14426,259.14368,259.14584,5.908E5,4.696E5,1.006E5,5.908E5,0,DETECTED,259.14426,259.14368,259.14584,1.0143,0.777,7.8026,5.908E5,4.696E5,1.006E5,5.908E5,6.8823,14.8023,21.8136,
87,1.0143,0.681,1.3708,317.13431,317.13184,317.13507,9.337E5,8.938E4,1.056E5,9.337E5,0,DETECTED,317.13431,317.13184,317.13507,1.0143,0.681,1.3708,9.337E5,8.938E4,1.056E5,9.337E5,0.3277,1.0348,1.2127,
88,1.0143,0.777,11.7245,329.13697,329.13351,329.13818,2.266E6,7.02E5,1.001E5,2.266E6,3,DETECTED,329.13697,329.13351,329.13818,1.0143,0.777,11.7245,2.266E6,7.02E5,1.001E5,2.266E6,7.8019,1.3993,23.6896,3
89,1.0143,0.777,9.4344,368.15608,368.15326,368.15875,1.186E6,2.705E5,1.004E5,1.186E6,0,DETECTED,368.15608,368.15326,368.15875,1.0143,0.777,9.4344,1.186E6,2.705E5,1.004E5,1.186E6,0.224,10.6271,43.2093,
90,1.0327,0.777,5.3925,285.14492,285.14359,285.14536,7.078E6,8.789E5,1.001E5,7.078E6,4,DETECTED,285.14492,285.14359,285.14536,1.0327,0.777,5.3925,7.078E6,8.789E5,1.001E5,7.078E6,0.2644,1.4294,0.3552,4
91,1.0327,0.7998,1.7865,362.1922,362.19162,362.1926,9.691E5,1.416E5,1.045E5,9.691E5,0,DETECTED,362.1922,362.19162,362.1926,1.0327,0.7998,1.7865,9.691E5,1.416E5,1.045E5,9.691E5,0.3231,2.1183,4.8096,
92,1.0861,0.7195,12.0104,361.16123,361.15891,361.16428,1.627E8,1.539E7,1.001E5,1.627E8,25,DETECTED,361.16123,361.15891,361.16428,1.0861,0.7195,12.0104,1.627E8,1.539E7,1.001E5,1.627E8,0.0489,1.0335,0.2361,25
93,1.0861,0.777,10.2648,362.16421,362.16019,362.16739,2.762E7,2.469E6,1.187E5,2.762E7,0,DETECTED,362.16421,362.16019,362.16739,1.0861,0.777,10.2648,2.762E7,2.469E6,1.187E5,2.762E7,0.0496,0.9775,0.235,
