id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML:feature_state,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML:mz,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML:mz_range:min,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML:mz_range:max,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML:rt,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML:rt_range:min,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML:rt_range:max,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML:height,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML:area,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML:intensity_range:min,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML:intensity_range:max,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML:fwhm,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML:tailing_factor,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML:asymmetry_factor,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML:fragment_scans
16,0.8078,0.7896,1.4216,246.09762,246.09705,246.09789,4.208E6,1.367E5,1.012E5,4.208E6,0,DETECTED,246.09762,246.09705,246.09789,0.8078,0.7896,1.4216,4.208E6,1.367E5,1.012E5,4.208E6,0.289,1.7235,1.2676,
17,0.8078,0.7428,1.3325,250.16525,250.16455,250.16553,1.217E7,4.565E5,1.028E5,1.217E7,3,DETECTED,250.16525,250.16455,250.16553,0.8078,0.7428,1.3325,1.217E7,4.565E5,1.028E5,1.217E7,0.0199,2.0962,12.5801,3
18,0.8078,0.7661,1.2471,258.09532,258.09488,258.0957,4.418E6,3.313E5,1.028E5,4.418E6,0,DETECTED,258.09532,258.09488,258.0957,0.8078,0.7661,1.2471,4.418E6,3.313E5,1.028E5,4.418E6,0.0263,9.7242,6.8762,
19,0.8078,0.7896,4.205,259.12929,259.12827,259.12958,8.492E7,3.815E6,1.002E5,8.492E7,6,DETECTED,259.12929,259.12827,259.12958,0.8078,0.7896,4.205,8.492E7,3.815E6,1.002E5,8.492E7,0.0291,7.0977,7.8558,6
20,0.8078,0.7896,8.2921,259.14425,259.14206,259.14462,5.882E5,4.042E5,1.002E5,5.882E5,0,DETECTED,259.14425,259.14206,259.14462,0.8078,0.7896,8.2921,5.882E5,4.042E5,1.002E5,5.882E5,4.7301,205.8427,237.4857,
21,0.8078,0.7896,1.1573,260.13271,260.13235,260.13351,9.887E6,3.918E5,1.205E5,9.887E6,0,DETECTED,260.13271,260.13235,260.13351,0.8078,0.7896,1.1573,9.887E6,3.918E5,1.205E5,9.887E6,0.0293,4.112,10.6518,
22,0.8078,0.7661,7.8057,262.12857,262.12671,262.12912,8.473E5,1.951E5,1.011E5,8.473E5,0,DETECTED,262.12857,262.12671,262.12912,0.8078,0.7661,7.8057,8.473E5,1.951E5,1.011E5,8.473E5,0.2382,84.4206,49.4425,
23,0.8078,0.7029,4.8561,266.15999,266.15793,266.16049,6.045E6,2.579E5,1.014E5,6.045E6,2,DETECTED,266.15999,266.15793,266.16049,0.8078,0.7029,4.8561,6.045E6,2.579E5,1.014E5,6.045E6,1.4612,0.743,3.8305,2
24,0.8078,0.7896,9.2218,274.12848,274.12686,274.129,5.298E5,2.83E5,1.009E5,5.298E5,2,DETECTED,274.12848,274.12686,274.129,0.8078,0.7896,9.2218,5.298E5,2.83E5,1.009E5,5.298E5,0.2451,231.3496,289.6826,2
25,0.8078,0.7661,1.4675,275.12407,275.12323,275.12442,1.754E7,8.083E5,1.316E5,1.754E7,3,DETECTED,275.12407,275.12323,275.12442,0.8078,0.7661,1.4675,1.754E7,8.083E5,1.316E5,1.754E7,0.0204,3.8087,4.3708,3
26,0.8078,0.7896,3.1028,276.12716,276.12537,276.12836,1.735E6,1.448E5,1.598E5,1.735E6,1,DETECTED,276.12716,276.12537,276.12836,0.8078,0.7896,3.1028,1.735E6,1.448E5,1.598E5,1.735E6,0.0303,55.6012,124.6748,1
27,0.8078,0.7661,10.0883,280.13894,280.1369,280.14169,1.526E6,2.896E5,1E5,1.526E6,1,DETECTED,280.13894,280.1369,280.14169,0.8078,0.7661,10.0883,1.526E6,2.896E5,1E5,1.526E6,0.2494,51.3775,9.4175,1
28,0.8078,0.7896,10.7776,285.14482,285.14352,285.14758,6.471E6,5.819E5,1.01E5,6.471E6,2,DETECTED,285.14482,285.14352,285.14758,0.8078,0.7896,10.7776,6.471E6,5.819E5,1.01E5,6.471E6,0.2394,9.6414,1.6085,2
29,0.8078,0.7896,1.4899,289.08983,289.08905,289.09024,5.546E5,1.325E5,1.109E5,5.546E5,1,DETECTED,289.08983,289.08905,289.09024,0.8078,0.7896,1.4899,5.546E5,1.325E5,1.109E5,5.546E5,0.096,19.2148,37.4297,1
30,0.8078,0.7661,1.4675,289.13962,289.13901,289.13998,1.394E6,1.398E5,1.016E5,1.394E6,0,DETECTED,289.13962,289.13901,289.13998,0.8078,0.7661,1.4675,1.394E6,1.398E5,1.016E5,1.394E6,0.2547,5.9438,2.3059,
31,0.8078,0.7661,7.1851,292.13848,292.13663,292.13989,1.49E6,4.602E5,1.002E5,1.49E6,0,DETECTED,292.13848,292.13663,292.13989,0.8078,0.7661,7.1851,1.49E6,4.602E5,1.002E5,1.49E6,0.2409,53.7587,310.4523,
32,0.8078,0.7661,7.3069,294.15409,294.15219,294.15707,1.385E6,5.297E5,1.01E5,1.385E6,0,DETECTED,294.15409,294.15219,294.15707,0.8078,0.7661,7.3069,1.385E6,5.297E5,1.01E5,1.385E6,0.2533,34.0412,111.7759,
33,0.8078,0.7428,8.948,296.13519,296.13269,296.13748,2.187E6,4.533E5,1.02E5,2.187E6,3,DETECTED,296.13519,296.13269,296.13748,0.8078,0.7428,8.948,2.187E6,4.533E5,1.02E5,2.187E6,0.5483,59.2058,14.1626,3
34,0.8078,0.7029,4.7904,301.13953,301.13889,301.14029,6.192E5,1.977E5,1.019E5,6.192E5,0,DETECTED,301.13953,301.13889,301.14029,0.8078,0.7029,4.7904,6.192E5,1.977E5,1.019E5,6.192E5,0.8915,19.4788,1.0527,
35,0.8078,0.7896,10.7987,303.15533,303.15439,303.15845,1.781E6,2.44E5,1.013E5,1.781E6,1,DETECTED,303.15533,303.15439,303.15845,0.8078,0.7896,10.7987,1.781E6,2.44E5,1.013E5,1.781E6,9.9961,89.8923,27.9789,1
36,0.8078,0.7428,1.0493,305.08478,305.08453,305.08514,1.784E6,1.475E5,1.148E5,1.784E6,2,DETECTED,305.08478,305.08453,305.08514,0.8078,0.7428,1.0493,1.784E6,1.475E5,1.148E5,1.784E6,0.0454,1.8828,3.5004,2
37,0.8078,0.7896,7.1715,306.15431,306.15268,306.15524,8.929E5,4.802E5,1.005E5,8.929E5,0,DETECTED,306.15431,306.15268,306.15524,0.8078,0.7896,7.1715,8.929E5,4.802E5,1.005E5,8.929E5,0.2469,175.0965,290.2929,
38,0.8078,0.7661,9.6929,307.15115,307.1489,307.15311,1.728E6,1.768E5,1.05E5,1.728E6,4,DETECTED,307.15115,307.1489,307.15311,0.8078,0.7661,9.6929,1.728E6,1.768E5,1.05E5,1.728E6,8.894,4.9192,5.7778,4
39,0.8078,0.723,10.6169,310.14994,310.14713,310.15308,3.924E6,1.03E6,1.002E5,3.924E6,4,DETECTED,310.14994,310.14713,310.15308,0.8078,0.723,10.6169,3.924E6,1.03E6,1.002E5,3.924E6,5.0733,64.9526,46.1256,4
40,0.8078,0.7896,5.4683,315.15499,315.15359,315.1557,5.859E5,2.39E5,1.005E5,5.859E5,1,DETECTED,315.15499,315.15359,315.1557,0.8078,0.7896,5.4683,5.859E5,2.39E5,1.005E5,5.859E5,0.5669,128.3662,154.8982,1
41,0.8078,0.7661,11.0533,321.16762,321.16461,321.16913,2.003E6,6.43E5,1.007E5,2.003E6,8,DETECTED,321.16762,321.16461,321.16913,0.8078,0.7661,11.0533,2.003E6,6.43E5,1.007E5,2.003E6,8.916,26.0056,37.0069,8
42,0.8078,0.7661,8.8963,322.1491,322.14746,322.1525,8.327E5,5.074E5,1.01E5,8.327E5,0,DETECTED,322.1491,322.14746,322.1525,0.8078,0.7661,8.8963,8.327E5,5.074E5,1.01E5,8.327E5,4.3975,97.4988,161.1188,
43,0.8078,0.7428,9.1075,324.16564,324.16287,324.16849,5.711E6,1.019E6,1.003E5,5.711E6,5,DETECTED,324.16564,324.16287,324.16849,0.8078,0.7428,9.1075,5.711E6,1.019E6,1.003E5,5.711E6,5.4559,8.7928,22.4361,5
44,0.8078,0.7029,12.1425,331.15154,331.14734,331.15378,1.577E6,4.033E5,1.061E5,1.577E6,11,DETECTED,331.15154,331.14734,331.15378,0.8078,0.7029,12.1425,1.577E6,4.033E5,1.061E5,1.577E6,8.78,21.1622,3.0399,11
45,0.8078,0.7661,4.7904,333.11642,333.11575,333.11832,1.371E6,3.954E5,1.052E5,1.371E6,3,DETECTED,333.11642,333.11575,333.11832,0.8078,0.7661,4.7904,1.371E6,3.954E5,1.052E5,1.371E6,0.3191,36.516,64.712,3
46,0.8078,0.7896,1.6508,333.16573,333.16489,333.1662,1.03E6,1.49E5,1.009E5,1.03E6,0,DETECTED,333.16573,333.16489,333.1662,0.8078,0.7896,1.6508,1.03E6,1.49E5,1.009E5,1.03E6,0.2478,22.6865,2.6053,
47,0.8078,0.7661,11.6746,338.18122,338.17834,338.18338,3.647E6,8.104E5,1E5,3.647E6,8,DETECTED,338.18122,338.17834,338.18338,0.8078,0.7661,11.6746,3.647E6,8.104E5,1E5,3.647E6,0.5122,39.8739,34.9224,8
48,0.8078,0.7661,10.8175,340.16066,340.1579,340.16412,1.939E6,4.135E5,1.003E5,1.939E6,0,DETECTED,340.16066,340.1579,340.16412,0.8078,0.7661,10.8175,1.939E6,4.135E5,1.003E5,1.939E6,5.2556,78.7886,1.4384,
49,0.8078,0.7661,1.5817,347.09602,347.09515,347.09705,6.533E5,1.23E5,1.027E5,6.533E5,0,DETECTED,347.09602,347.09515,347.09705,0.8078,0.7661,1.5817,6.533E5,1.23E5,1.027E5,6.533E5,0.541,9.7805,17.8085,
50,0.8078,0.7896,11.6746,347.14608,347.14459,347.1489,5.95E7,3.173E6,1.032E5,5.95E7,19,DETECTED,347.14608,347.14459,347.1489,0.8078,0.7896,11.6746,5.95E7,3.173E6,1.032E5,5.95E7,0.0281,7.0959,4.1273,19
51,0.8078,0.7896,10.4864,348.14912,348.14566,348.15234,9.333E6,3.845E5,1.093E5,9.333E6,0,DETECTED,348.14912,348.14566,348.15234,0.8078,0.7896,10.4864,9.333E6,3.845E5,1.093E5,9.333E6,0.028,7.0824,4.1819,
52,0.8078,0.7661,9.6767,348.17798,348.17535,348.17972,1.718E6,2.181E5,1.007E5,1.718E6,1,DETECTED,348.17798,348.17535,348.17972,0.8078,0.7661,9.6767,1.718E6,2.181E5,1.007E5,1.718E6,0.247,106.6149,1.6327,1
53,0.8078,0.7428,8.7997,349.1111,349.10776,349.11237,3.866E6,3.06E5,1.028E5,3.866E6,0,DETECTED,349.1111,349.10776,349.11237,0.8078,0.7428,8.7997,3.866E6,3.06E5,1.028E5,3.866E6,0.0357,4.3624,5.8158,
54,0.8078,0.7661,6.4978,352.19698,352.1954,352.19797,2.502E6,8.905E5,1.002E5,2.502E6,13,DETECTED,352.19698,352.1954,352.19797,0.8078,0.7661,6.4978,2.502E6,8.905E5,1.002E5,2.502E6,0.2362,1.6295,39.8456,13
55,0.8078,0.7896,12.0473,361.16158,361.16037,361.16467,1.384E8,1.573E7,1.013E5,1.384E8,28,DETECTED,361.16158,361.16037,361.16467,0.8078,0.7896,12.0473,1.384E8,1.573E7,1.013E5,1.384E8,0.325,2.8373,13.6486,28
56,0.8078,0.7661,8.3516,363.12672,363.12335,363.12845,3.827E6,5.268E5,1.018E5,3.827E6,0,DETECTED,363.12672,363.12335,363.12845,0.8078,0.7661,8.3516,3.827E6,5.268E5,1.018E5,3.827E6,0.2699,186.1126,23.4679,
57,0.8078,0.7896,5.1684,363.16559,363.16312,363.16623,3.849E6,3.37E5,1.173E5,3.849E6,0,DETECTED,363.16559,363.16312,363.16623,0.8078,0.7896,5.1684,3.849E6,3.37E5,1.173E5,3.849E6,0.3219,3.584,238.6426,
58,0.8078,0.7896,6.5636,366.21275,366.21075,366.21338,1.226E6,5.899E5,1.001E5,1.226E6,6,DETECTED,366.21275,366.21075,366.21338,0.8078,0.7896,6.5636,1.226E6,5.899E5,1.001E5,1.226E6,1.3939,55.6451,166.4958,6
59,0.8078,0.7428,7.3069,376.1234,376.12158,376.12564,5.481E5,9.951E4,1.002E5,5.481E5,0,DETECTED,376.1234,376.12158,376.12564,0.8078,0.7428,7.3069,5.481E5,9.951E4,1.002E5,5.481E5,0.0498,50.4787,71.8133,
60,0.8078,0.7896,7.274,377.10622,377.10226,377.10818,1.564E6,1.923E5,1.167E5,1.564E6,1,DETECTED,377.10622,377.10226,377.10818,0.8078,0.7896,7.274,1.564E6,1.923E5,1.167E5,1.564E6,0.2457,13.5383,24.0383,1
61,0.8078,0.7896,9.3465,377.14266,377.13876,377.14548,9.582E5,2.98E5,1.067E5,9.582E5,2,DETECTED,377.14266,377.13876,377.14548,0.8078,0.7896,9.3465,9.582E5,2.98E5,1.067E5,9.582E5,0.4361,234.77,384.6543,2
62,0.8078,0.7428,8.7673,379.12167,379.11795,379.12384,5.879E6,4.249E5,1.074E5,5.879E6,2,DETECTED,379.12167,379.11795,379.12384,0.8078,0.7428,8.7673,5.879E6,4.249E5,1.074E5,5.879E6,0.0414,2.3393,2.359,2
63,0.8078,0.7896,9.4509,382.17165,382.16895,382.1734,1.367E6,3.845E5,1.003E5,1.367E6,2,DETECTED,382.17165,382.16895,382.1734,0.8078,0.7896,9.4509,1.367E6,3.845E5,1.003E5,1.367E6,0.4124,162.8335,344.0278,2
64,0.8078,0.7661,8.4417,390.1392,390.1373,390.14093,1.327E6,4.901E5,1.007E5,1.327E6,0,DETECTED,390.1392,390.1373,390.14093,0.8078,0.7661,8.4417,1.327E6,4.901E5,1.007E5,1.327E6,0.0263,42.4863,116.175,
65,0.8078,0.7896,1.719,391.12235,391.12103,391.12411,8.071E5,2.465E5,1.153E5,8.071E5,1,DETECTED,391.12235,391.12103,391.12411,0.8078,0.7896,1.719,8.071E5,2.465E5,1.153E5,8.071E5,0.405,25.5001,39.2509,1
66,0.8078,0.7661,8.948,393.13786,393.13486,393.14041,2.108E6,1.611E5,1.01E5,2.108E6,1,DETECTED,393.13786,393.13486,393.14041,0.8078,0.7661,8.948,2.108E6,1.611E5,1.01E5,2.108E6,0.0234,86.1865,20.1673,1
67,0.8078,0.7896,11.5361,402.2388,402.23798,402.23932,7.294E5,1.328E5,1.245E5,7.294E5,3,DETECTED,402.2388,402.23798,402.23932,0.8078,0.7896,11.5361,7.294E5,1.328E5,1.245E5,7.294E5,1.3445,294.8457,587.1301,3
68,0.8078,0.7661,8.032,407.11723,407.1145,407.11914,1.72E6,1.325E5,1.065E5,1.72E6,0,DETECTED,407.11723,407.1145,407.11914,0.8078,0.7661,8.032,1.72E6,1.325E5,1.065E5,1.72E6,0.0224,167.9891,4.6967,
69,0.8078,0.7661,8.5974,407.15289,407.15024,407.15402,9.052E5,1.192E5,1.041E5,9.052E5,0,DETECTED,407.15289,407.15024,407.15402,0.8078,0.7661,8.5974,9.052E5,1.192E5,1.041E5,9.052E5,0.2383,93.915,342.0602,
70,0.8078,0.7896,12.1425,418.23341,418.2301,418.23645,7.871E5,1.677E5,1.015E5,7.871E5,2,DETECTED,418.23341,418.2301,418.23645,0.8078,0.7896,12.1425,7.871E5,1.677E5,1.015E5,7.871E5,0.93,311.4822,553.1863,2
71,0.8078,0.7896,9.1075,421.13213,421.12924,421.13391,7.069E5,1.269E5,1.004E5,7.069E5,0,DETECTED,421.13213,421.12924,421.13391,0.8078,0.7896,9.1075,7.069E5,1.269E5,1.004E5,7.069E5,0.2426,228.2146,333.6187,
72,0.8078,0.7661,11.1239,422.21664,422.21249,422.21841,5.871E5,1.391E6,1.022E5,5.871E5,0,DETECTED,422.21664,422.21249,422.21841,0.8078,0.7661,11.1239,5.871E5,1.391E6,1.022E5,5.871E5,4.9146,124.2135,510.2463,
73,0.8078,0.7896,5.9762,448.14389,448.14325,448.14481,5.712E5,1.042E5,1.002E5,5.712E5,0,DETECTED,448.14389,448.14325,448.14481,0.8078,0.7896,5.9762,5.712E5,1.042E5,1.002E5,5.712E5,0.3089,142.3026,239.8837,
74,0.8078,0.7896,10.6169,450.21222,450.20877,450.21481,5.523E5,1.255E6,1.023E5,5.523E5,0,DETECTED,450.21222,450.20877,450.21481,0.8078,0.7896,10.6169,5.523E5,1.255E6,1.023E5,5.523E5,5.5001,269.627,13.8907,
75,0.8078,0.7896,11.4377,483.22209,483.2186,483.22424,6.45E5,1.301E6,1.002E5,6.45E5,0,DETECTED,483.22209,483.2186,483.22424,0.8078,0.7896,11.4377,6.45E5,1.301E6,1.002E5,6.45E5,9.2345,292.1469,563.5737,
76,0.8078,0.7896,11.5984,493.20578,493.20251,493.20801,1.943E6,3.718E6,1.038E5,1.943E6,10,DETECTED,493.20578,493.20251,493.20801,0.8078,0.7896,11.5984,1.943E6,3.718E6,1.038E5,1.943E6,7.0986,289.5706,568.1068,10
77,0.8078,0.7896,11.0023,494.23885,494.23578,494.24106,6.087E5,1.043E6,1.004E5,6.087E5,0,DETECTED,494.23885,494.23578,494.24106,0.8078,0.7896,11.0023,6.087E5,1.043E6,1.004E5,6.087E5,6.5174,280.2003,288.8791,
78,0.8078,0.7896,11.7051,507.22158,507.2182,507.22397,1.329E6,2.934E6,1.011E5,1.329E6,4,DETECTED,507.22158,507.2182,507.22397,0.8078,0.7896,11.7051,1.329E6,2.934E6,1.011E5,1.329E6,9.2173,298.9071,587.4717,4
79,0.8078,0.7896,11.3041,523.21622,523.21271,523.22003,1.23E6,2.443E6,1.025E5,1.23E6,0,DETECTED,523.21622,523.21271,523.22003,0.8078,0.7896,11.3041,1.23E6,2.443E6,1.025E5,1.23E6,8.6235,3.6756,565.8672,
80,0.8078,0.7896,11.1239,524.24928,524.24597,524.25128,5.491E5,9.683E5,1.066E5,5.491E5,0,DETECTED,524.24928,524.24597,524.25128,0.8078,0.7896,11.1239,5.491E5,9.683E5,1.066E5,5.491E5,8.4688,283.5378,271.7205,
81,0.8078,0.7428,8.7673,541.17347,541.16931,541.17523,1.907E6,1.125E5,1.006E5,1.907E6,0,DETECTED,541.17347,541.16931,541.17523,0.8078,0.7428,8.7673,1.907E6,1.125E5,1.006E5,1.907E6,0.0247,80.6784,133.2009,
82,0.8078,0.7896,2.2482,588.23966,588.23822,588.24048,1.798E6,2.628E5,1.01E5,1.798E6,5,DETECTED,588.23966,588.23822,588.24048,0.8078,0.7896,2.2482,1.798E6,2.628E5,1.01E5,1.798E6,1.4518,39.4514,57.1851,5
83,1.0346,0.7896,7.5876,272.11182,272.11026,272.11349,7.713E5,3.408E5,1.015E5,7.713E5,3,DETECTED,272.11182,272.11026,272.11349,1.0346,0.7896,7.5876,7.713E5,3.408E5,1.015E5,7.713E5,0.3367,13.8757,32.6326,3
84,1.0493,0.7896,1.2242,245.0635,245.06314,245.06375,6.932E5,1.025E5,1.183E5,6.932E5,0,DETECTED,245.0635,245.06314,245.06375,1.0493,0.7896,1.2242,6.932E5,1.025E5,1.183E5,6.932E5,0.2941,0.8365,0.6736,
85,1.0493,0.8535,1.8111,362.1922,362.19168,362.19247,6.875E5,1.347E5,1.074E5,6.875E5,0,DETECTED,362.1922,362.19168,362.19247,1.0493,0.8535,1.8111,6.875E5,1.347E5,1.074E5,6.875E5,0.5724,2.4448,5.0148,
86,1.0709,0.8078,1.7881,201.07343,201.0732,201.07378,1.319E6,1.623E5,1.033E5,1.319E6,2,DETECTED,201.07343,201.0732,201.07378,1.0709,0.8078,1.7881,1.319E6,1.623E5,1.033E5,1.319E6,0.146,0.7002,3.6801,2
87,1.0709,0.7896,1.8557,231.08418,231.08385,231.08453,2.489E6,4.072E5,1.044E5,2.489E6,5,DETECTED,231.08418,231.08385,231.08453,1.0709,0.7896,1.8557,2.489E6,4.072E5,1.044E5,2.489E6,0.0447,1.6283,12.4437,5
88,1.0709,0.7896,10.7987,361.13983,361.13779,361.1431,8.53E5,1.29E6,1.003E5,8.53E5,0,DETECTED,361.13983,361.13779,361.1431,1.0709,0.7896,10.7987,8.53E5,1.29E6,1.003E5,8.53E5,4.3989,17.7933,27.8141,
89,1.0901,0.7896,1.2242,228.08439,228.08406,228.08473,6.185E5,1.12E5,1.047E5,6.185E5,2,DETECTED,228.08439,228.08406,228.08473,1.0901,0.7896,1.2242,6.185E5,1.12E5,1.047E5,6.185E5,0.3308,0.7231,2.8414,2
90,1.0901,0.7896,6.4615,242.10023,242.09975,242.10213,1.706E6,3.756E5,1.005E5,1.706E6,4,DETECTED,242.10023,242.09975,242.10213,1.0901,0.7896,6.4615,1.706E6,3.756E5,1.005E5,1.706E6,0.397,1.4156,1.7551,4
91,1.0901,0.7661,4.271,245.09991,245.0995,245.10185,1.209E6,2.526E5,1.027E5,1.209E6,1,DETECTED,245.09991,245.0995,245.10185,1.0901,0.7661,4.271,1.209E6,2.526E5,1.027E5,1.209E6,0.068,1.3115,1.4262,1
92,1.0901,0.7896,10.2614,362.16375,362.16013,362.16727,2.326E7,2.329E6,1.021E5,2.326E7,0,DETECTED,362.16375,362.16013,362.16727,1.0901,0.7896,10.2614,2.326E7,2.329E6,1.021E5,2.326E7,0.3049,0.7221,1.4959,
93,1.138,0.7896,8.8963,404.15494,404.15298,404.15649,1.722E6,9.376E5,1.004E5,1.722E6,2,DETECTED,404.15494,404.15298,404.15649,1.138,0.7896,8.8963,1.722E6,9.376E5,1.004E5,1.722E6,0.0815,17.6216,25.6607,2
