id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:feature_state,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:mz,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:mz_range:min,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:mz_range:max,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:rt,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:rt_range:min,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:rt_range:max,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:height,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:area,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:intensity_range:min,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:intensity_range:max,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:fwhm,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:tailing_factor,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:asymmetry_factor,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:fragment_scans
445,6.3767,6.34,8.5442,200.94823,200.94807,200.94846,1.718E6,9.437E4,1.053E5,1.718E6,0,DETECTED,200.94823,200.94807,200.94846,6.3767,6.34,8.5442,1.718E6,9.437E4,1.053E5,1.718E6,0.0446,2.4123,57.9878,
446,6.3767,6.1541,10.6781,273.16745,273.16675,273.17004,5.189E6,7.1E5,1.015E5,5.189E6,2,DETECTED,273.16745,273.16675,273.17004,6.3767,6.1541,10.6781,5.189E6,7.1E5,1.015E5,5.189E6,0.0891,1.3923,1.0113,2
447,6.3767,6.2013,8.9233,298.23794,298.23724,298.2381,2.02E6,1.392E5,1.067E5,2.02E6,1,DETECTED,298.23794,298.23724,298.2381,6.3767,6.2013,8.9233,2.02E6,1.392E5,1.067E5,2.02E6,0.0499,1.1082,0.7124,1
448,6.3767,4.2392,11.196,378.22757,378.22559,378.23022,5.941E5,1.119E6,1.009E5,5.941E5,0,DETECTED,378.22757,378.22559,378.23022,6.3767,4.2392,11.196,5.941E5,1.119E6,1.009E5,5.941E5,1.1667,1.6273,2.0169,
449,6.3767,2.7487,8.8104,397.11288,397.11136,397.11557,5.582E5,1.281E6,1.003E5,5.582E5,0,DETECTED,397.11288,397.11136,397.11557,6.3767,2.7487,8.8104,5.582E5,1.281E6,1.003E5,5.582E5,2.7854,0.8354,0.5853,
450,6.3973,4.0588,12.6728,379.188,379.18417,379.1908,8.869E5,1.941E6,1.013E5,8.869E5,0,DETECTED,379.188,379.18417,379.1908,6.3973,4.0588,12.6728,8.869E5,1.941E6,1.013E5,8.869E5,0.9105,1.8418,1.1786,
451,6.3973,3.6024,8.668,410.14343,410.1413,410.14685,8.514E5,1.815E6,1.006E5,8.514E5,2,DETECTED,410.14343,410.1413,410.14685,6.3973,3.6024,8.668,8.514E5,1.815E6,1.006E5,8.514E5,2.1915,0.9062,0.6456,2
452,6.3973,3.922,8.8261,427.12338,427.12082,427.12601,5.147E5,1.057E6,1.019E5,5.147E5,0,DETECTED,427.12338,427.12082,427.12601,6.3973,3.922,8.8261,5.147E5,1.057E6,1.019E5,5.147E5,1.8682,0.9906,0.9608,
453,6.3973,4.4214,11.6889,465.18957,465.18646,465.19275,5.149E5,8.025E5,1.001E5,5.149E5,0,DETECTED,465.18957,465.18646,465.19275,6.3973,4.4214,11.6889,5.149E5,8.025E5,1.001E5,5.149E5,1.228,1.839,2.2546,
454,6.3973,6.3767,6.4823,652.41126,652.41095,652.41217,2.185E6,1.111E5,3.777E5,2.185E6,1,DETECTED,652.41126,652.41095,652.41217,6.3973,6.3767,6.4823,2.185E6,1.111E5,3.777E5,2.185E6,0.0543,2.5678,3.5559,1
455,6.4124,3.0039,7.505,162.05497,162.05476,162.05533,9.215E5,1.829E5,1.016E5,9.215E5,3,DETECTED,162.05497,162.05476,162.05533,6.4124,3.0039,7.505,9.215E5,1.829E5,1.016E5,9.215E5,3.4876,0.6603,4.3727,3
456,6.4124,0.7852,9.0389,280.15455,280.15363,280.155,9.088E5,2.078E6,1.007E5,9.088E5,7,DETECTED,280.15455,280.15363,280.155,6.4124,0.7852,9.0389,9.088E5,2.078E6,1.007E5,9.088E5,0.624,0.7334,0.4174,7
457,6.4124,0.7852,10.2069,394.18546,394.18231,394.18762,8.044E5,2.296E6,1.004E5,8.044E5,0,DETECTED,394.18546,394.18231,394.18762,6.4124,0.7852,10.2069,8.044E5,2.296E6,1.004E5,8.044E5,1.8424,0.8372,0.937,
458,6.4294,1.256,11.7825,323.16041,323.159,323.1633,4.026E6,2.854E6,1.001E5,4.026E6,5,DETECTED,323.16041,323.159,323.1633,6.4294,1.256,11.7825,4.026E6,2.854E6,1.001E5,4.026E6,0.3833,0.7061,0.2896,5
459,6.4294,3.8544,8.4825,392.13289,392.13113,392.13474,5.736E5,1.086E6,1.001E5,5.736E5,0,DETECTED,392.13289,392.13113,392.13474,6.4294,3.8544,8.4825,5.736E5,1.086E6,1.001E5,5.736E5,0.9419,0.8986,0.7888,
460,6.4294,4.2189,9.6221,422.14399,422.14056,422.14682,6.969E5,1.242E6,1.008E5,6.969E5,0,DETECTED,422.14399,422.14056,422.14682,6.4294,4.2189,9.6221,6.969E5,1.242E6,1.008E5,6.969E5,1.2647,1.2222,0.7121,
461,6.4453,0.7611,10.2281,378.19075,378.18713,378.19244,8.363E5,2.298E6,1.004E5,8.363E5,0,DETECTED,378.19075,378.18713,378.19244,6.4453,0.7611,10.2281,8.363E5,2.298E6,1.004E5,8.363E5,1.9672,0.8327,1.0505,
462,6.4453,3.8314,9.1903,421.11211,421.10941,421.11456,6.02E5,1.333E6,1E5,6.02E5,0,DETECTED,421.11211,421.10941,421.11456,6.4453,3.8314,9.1903,6.02E5,1.333E6,1E5,6.02E5,2.0644,1.0251,0.9197,
463,6.4453,6.4124,9.0213,485.37007,485.36777,485.37051,1.817E6,1.039E5,1.019E5,1.817E6,1,DETECTED,485.37007,485.36777,485.37051,6.4453,6.4124,9.0213,1.817E6,1.039E5,1.019E5,1.817E6,0.0453,39.4895,73.0868,1
464,6.4453,4.3074,9.1903,500.17702,500.17352,500.18146,7.253E5,1.305E6,1.002E5,7.253E5,0,DETECTED,500.17702,500.17352,500.18146,6.4453,4.3074,9.1903,7.253E5,1.305E6,1.002E5,7.253E5,1.8348,1.142,1.0594,
465,6.4625,4.5137,10.7865,320.22226,320.22137,320.22525,1.065E6,8.084E5,1.001E5,1.065E6,2,DETECTED,320.22226,320.22137,320.22525,6.4625,4.5137,10.7865,1.065E6,8.084E5,1.001E5,1.065E6,0.1537,0.9816,1.1478,2
466,6.4625,4.2621,12.7676,351.19189,351.18918,351.19513,7.393E5,8.525E5,1.002E5,7.393E5,0,DETECTED,351.19189,351.18918,351.19513,6.4625,4.2621,12.7676,7.393E5,8.525E5,1.002E5,7.393E5,1.0599,1.9327,0.5068,
467,6.4625,4.0588,8.7464,468.14956,468.14661,468.15424,5.892E5,1.045E6,1.085E5,5.892E5,0,DETECTED,468.14956,468.14661,468.15424,6.4625,4.0588,8.7464,5.892E5,1.045E6,1.085E5,5.892E5,1.2021,0.9751,0.8255,
468,6.4823,4.1257,12.3799,177.09104,177.09079,177.09137,1.362E6,2.438E6,1.003E5,1.362E6,1,DETECTED,177.09104,177.09079,177.09137,6.4823,4.1257,12.3799,1.362E6,2.438E6,1.003E5,1.362E6,1.4039,1.6958,2.8859,1
469,6.4823,0.7852,9.6574,380.16991,380.16769,380.17169,1.256E6,2.572E6,1.001E5,1.256E6,0,DETECTED,380.16991,380.16769,380.17169,6.4823,0.7852,9.6574,1.256E6,2.572E6,1.001E5,1.256E6,1.7277,0.7959,0.9208,
470,6.4823,4.3985,10.8279,382.22254,382.22101,382.22388,9.743E5,1.216E6,1.005E5,9.743E5,0,DETECTED,382.22254,382.22101,382.22388,6.4823,4.3985,10.8279,9.743E5,1.216E6,1.005E5,9.743E5,0.1617,1.5427,1.0072,
471,6.5001,3.989,10.6265,279.17053,279.16992,279.17294,1.255E6,6.841E5,1.007E5,1.255E6,2,DETECTED,279.17053,279.16992,279.17294,6.5001,3.989,10.6265,1.255E6,6.841E5,1.007E5,1.255E6,0.4288,0.5661,0.1886,2
472,6.5001,3.9675,12.3008,306.20657,306.20566,306.20959,8.447E5,9.421E5,1.03E5,8.447E5,1,DETECTED,306.20657,306.20566,306.20959,6.5001,3.9675,12.3008,8.447E5,9.421E5,1.03E5,8.447E5,0.4905,1.6452,0.5817,1
473,6.5001,0.8029,9.552,321.18107,321.17932,321.18436,9.814E5,8.127E5,1E5,9.814E5,1,DETECTED,321.18107,321.17932,321.18436,6.5001,0.8029,9.552,9.814E5,8.127E5,1E5,9.814E5,0.1229,0.7678,0.6741,1
474,6.5001,2.9348,9.8121,362.19645,362.19601,362.19904,7.506E5,1.168E6,1.058E5,7.506E5,1,DETECTED,362.19645,362.19601,362.19904,6.5001,2.9348,9.8121,7.506E5,1.168E6,1.058E5,7.506E5,1.6649,0.9645,0.5199,1
475,6.5001,2.7025,9.6026,381.11773,381.1167,381.11987,9.29E5,2.536E6,1.002E5,9.29E5,0,DETECTED,381.11773,381.1167,381.11987,6.5001,2.7025,9.6026,9.29E5,2.536E6,1.002E5,9.29E5,2.0779,0.9085,0.7924,
476,6.5211,6.4823,6.6206,182.1904,182.19028,182.19051,7.207E5,4.733E4,1.504E5,7.207E5,1,DETECTED,182.1904,182.19028,182.19051,6.5211,6.4823,6.6206,7.207E5,4.733E4,1.504E5,7.207E5,0.0624,1.7821,2.5643,1
477,6.5211,0.8029,9.6721,352.17542,352.17316,352.17783,7.797E5,2.645E6,1.003E5,7.797E5,0,DETECTED,352.17542,352.17316,352.17783,6.5211,0.8029,9.6721,7.797E5,2.645E6,1.003E5,7.797E5,2.6931,0.7755,0.5569,
478,6.5211,1.8936,9.089,380.1333,380.13153,380.13477,7.821E5,1.778E6,1.004E5,7.821E5,0,DETECTED,380.1333,380.13153,380.13477,6.5211,1.8936,9.089,7.821E5,1.778E6,1.004E5,7.821E5,2.2424,0.7775,0.5551,
479,6.5211,3.8761,9.4782,442.17065,442.16876,442.17273,1.07E6,2.356E6,1.001E5,1.07E6,9,DETECTED,442.17065,442.16876,442.17273,6.5211,3.8761,9.4782,1.07E6,2.356E6,1.001E5,1.07E6,2.4663,1.1911,0.991,9
480,6.5211,6.4823,6.5854,696.43687,696.43634,696.43713,1.299E6,5.191E4,2.148E5,1.299E6,0,DETECTED,696.43687,696.43634,696.43713,6.5211,6.4823,6.5854,1.299E6,5.191E4,2.148E5,1.299E6,0.0286,1.3285,2.3665,
481,6.5375,1.0095,8.7159,224.09186,224.09134,224.09235,1.066E6,3.809E5,1.004E5,1.066E6,1,DETECTED,224.09186,224.09134,224.09235,6.5375,1.0095,8.7159,1.066E6,3.809E5,1.004E5,1.066E6,1.1986,0.6039,0.7074,1
482,6.5375,0.7852,9.0213,256.11799,256.11694,256.11853,1.095E6,5.412E5,1.01E5,1.095E6,1,DETECTED,256.11799,256.11694,256.11853,6.5375,0.7852,9.0213,1.095E6,5.412E5,1.01E5,1.095E6,0.1185,0.5481,0.5292,1
483,6.5375,0.7852,8.9075,275.13901,275.13715,275.13992,1.175E6,1.639E6,1.002E5,1.175E6,3,DETECTED,275.13901,275.13715,275.13992,6.5375,0.7852,8.9075,1.175E6,1.639E6,1.002E5,1.175E6,0.842,0.7524,0.5393,3
484,6.5375,6.5001,6.6512,283.71761,283.71732,283.71768,3.292E6,1.391E5,1.004E5,3.292E6,1,DETECTED,283.71761,283.71732,283.71768,6.5375,6.5001,6.6512,3.292E6,1.391E5,1.004E5,3.292E6,0.0291,1.5555,1.6705,1
485,6.5375,0.7852,11.0349,331.12914,331.12796,331.13242,1.085E6,9.33E5,1.001E5,1.085E6,0,DETECTED,331.12914,331.12796,331.13242,6.5375,0.7852,11.0349,1.085E6,9.33E5,1.001E5,1.085E6,0.3813,0.7276,0.8239,
486,6.5375,3.3933,9.7432,363.10746,363.10623,363.10913,7.17E5,1.898E6,1.008E5,7.17E5,0,DETECTED,363.10746,363.10623,363.10913,6.5375,3.3933,9.7432,7.17E5,1.898E6,1.008E5,7.17E5,2.9162,1.0098,1.1771,
487,6.5375,1.0095,9.8121,364.17515,364.17224,364.17618,7.961E5,2.539E6,1.019E5,7.961E5,0,DETECTED,364.17515,364.17224,364.17618,6.5375,1.0095,9.8121,7.961E5,2.539E6,1.019E5,7.961E5,2.8832,0.7962,0.5776,
488,6.5375,5.2566,12.8908,365.20803,365.20569,365.21075,9.773E5,3.43E5,1.001E5,9.773E5,0,DETECTED,365.20803,365.20569,365.21075,6.5375,5.2566,12.8908,9.773E5,3.43E5,1.001E5,9.773E5,0.0676,2.98,9.4574,
489,6.5375,3.719,9.2914,394.14879,394.14697,394.15085,9.744E5,2.017E6,1.003E5,9.744E5,1,DETECTED,394.14879,394.14697,394.15085,6.5375,3.719,9.2914,9.744E5,2.017E6,1.003E5,9.744E5,1.5213,0.9886,0.7799,1
490,6.5375,3.3482,8.7464,428.15511,428.15283,428.15683,8.465E5,1.87E6,1.003E5,8.465E5,4,DETECTED,428.15511,428.15283,428.15683,6.5375,3.3482,8.7464,8.465E5,1.87E6,1.003E5,8.465E5,2.3249,0.8463,0.6922,4
491,6.5375,6.4823,12.4021,566.42781,566.42609,566.42847,2.395E7,1.067E6,1.023E5,2.395E7,1,DETECTED,566.42781,566.42609,566.42847,6.5375,6.4823,12.4021,2.395E7,1.067E6,1.023E5,2.395E7,0.0292,1.6671,1.9316,1
492,6.5375,6.5001,6.7875,567.43108,567.42926,567.43182,8.065E6,3.537E5,1.056E5,8.065E6,0,DETECTED,567.43108,567.42926,567.43182,6.5375,6.5001,6.7875,8.065E6,3.537E5,1.056E5,8.065E6,0.0294,1.6106,1.6989,
493,6.5375,6.5001,6.6016,568.43404,568.43311,568.43451,1.465E6,5.694E4,2.464E5,1.465E6,0,DETECTED,568.43404,568.43311,568.43451,6.5375,6.5001,6.6016,1.465E6,5.694E4,2.464E5,1.465E6,0.0318,1.3585,1.5308,
494,6.5375,6.5001,6.7875,588.40959,588.40826,588.41058,5.773E6,2.641E5,1.124E5,5.773E6,1,DETECTED,588.40959,588.40826,588.41058,6.5375,6.5001,6.7875,5.773E6,2.641E5,1.124E5,5.773E6,0.0312,3.2232,1.708,1
495,6.5375,6.5001,6.6512,589.41267,589.41229,589.41321,2.084E6,8.738E4,1.001E5,2.084E6,0,DETECTED,589.41267,589.41229,589.41321,6.5375,6.5001,6.6512,2.084E6,8.738E4,1.001E5,2.084E6,0.0303,1.8252,1.6492,
496,6.5564,4.7122,11.0625,151.07541,151.07504,151.07578,5.35E5,8.475E5,1.006E5,5.35E5,0,DETECTED,151.07541,151.07504,151.07578,6.5564,4.7122,11.0625,5.35E5,8.475E5,1.006E5,5.35E5,1.3816,1.7217,3.1843,
497,6.5564,5.704,11.7085,167.10667,167.1064,167.1071,1.051E6,7.105E5,1.002E5,1.051E6,0,DETECTED,167.10667,167.1064,167.1071,6.5564,5.704,11.7085,1.051E6,7.105E5,1.002E5,1.051E6,3.4513,3.4472,12.0002,
498,6.5564,4.6441,9.2745,360.217,360.21579,360.21936,1.107E6,1.035E6,1.051E5,1.107E6,0,DETECTED,360.217,360.21579,360.21936,6.5564,4.6441,9.2745,1.107E6,1.035E6,1.051E5,1.107E6,0.922,1.1625,1.5202,
499,6.5564,0.8029,9.4596,418.17109,418.16916,418.17368,5.001E5,1.035E6,1.002E5,5.001E5,0,DETECTED,418.17109,418.16916,418.17368,6.5564,0.8029,9.4596,5.001E5,1.035E6,1.002E5,5.001E5,0.3972,0.7523,0.5046,
500,6.5564,4.3531,11.7313,435.17854,435.17566,435.18356,6.635E5,1.086E6,1.008E5,6.635E5,0,DETECTED,435.17854,435.17566,435.18356,6.5564,4.3531,11.7313,6.635E5,1.086E6,1.008E5,6.635E5,0.5532,1.6744,1.1494,
501,6.5697,4.3531,10.6781,263.09159,263.09094,263.09229,5.146E5,1.511E6,1.019E5,5.146E5,0,DETECTED,263.09159,263.09094,263.09229,6.5697,4.3531,10.6781,5.146E5,1.511E6,1.019E5,5.146E5,3.5701,1.4267,2.4702,
502,6.5697,1.1703,10.767,305.14975,305.14841,305.1524,1.653E6,2.209E6,1.001E5,1.653E6,5,DETECTED,305.14975,305.14841,305.1524,6.5697,1.1703,10.767,1.653E6,2.209E6,1.001E5,1.653E6,0.304,0.675,0.3119,5
503,6.5697,5.3611,10.7491,356.19153,356.18939,356.19278,1.395E6,7.767E4,1.124E5,1.395E6,0,DETECTED,356.19153,356.18939,356.19278,6.5697,5.3611,10.7491,1.395E6,7.767E4,1.124E5,1.395E6,0.0369,2.2317,3.7636,
504,6.5854,3.8761,9.6026,304.19093,304.19031,304.19165,7.309E5,9.438E5,1.013E5,7.309E5,0,DETECTED,304.19093,304.19031,304.19165,6.5854,3.8761,9.6026,7.309E5,9.438E5,1.013E5,7.309E5,0.2744,1.0568,1.1264,
505,6.5854,1.343,14.8478,348.18061,348.17972,348.18146,1.22E6,1.79E6,1.004E5,1.22E6,0,DETECTED,348.18061,348.17972,348.18146,6.5854,1.343,14.8478,1.22E6,1.79E6,1.004E5,1.22E6,0.5263,0.8159,1.1871,
506,6.5854,1.8706,9.5834,384.16505,384.16299,384.16653,9.793E5,2.574E6,1.004E5,9.793E5,3,DETECTED,384.16505,384.16299,384.16653,6.5854,1.8706,9.5834,9.793E5,2.574E6,1.004E5,9.793E5,2.7539,0.8179,0.8928,3
507,6.6016,0.7852,7.0001,212.09181,212.09129,212.09206,9.676E5,8.74E4,1.032E5,9.676E5,0,DETECTED,212.09181,212.09129,212.09206,6.6016,0.7852,7.0001,9.676E5,8.74E4,1.032E5,9.676E5,0.0448,0.5342,0.4449,
508,6.6016,3.6254,10.6589,353.12321,353.12225,353.12534,1.171E6,3.11E6,1.004E5,1.171E6,0,DETECTED,353.12321,353.12225,353.12534,6.6016,3.6254,10.6589,1.171E6,3.11E6,1.004E5,1.171E6,2.5559,0.8871,1.0945,
509,6.6016,3.6484,9.9293,383.13349,383.13248,383.13467,1.169E6,3.193E6,1.025E5,1.169E6,0,DETECTED,383.13349,383.13248,383.13467,6.6016,3.6484,9.9293,1.169E6,3.193E6,1.025E5,1.169E6,2.7827,1.0488,1.1439,
510,6.6016,4.0359,9.5834,430.17193,430.16937,430.17401,8.394E5,1.937E6,1.006E5,8.394E5,0,DETECTED,430.17193,430.16937,430.17401,6.6016,4.0359,9.5834,8.394E5,1.937E6,1.006E5,8.394E5,2.4718,1.0811,1.1338,
511,6.6016,4.919,9.0536,466.17095,466.16776,466.17365,7.776E5,1.348E6,1.063E5,7.776E5,0,DETECTED,466.17095,466.16776,466.17365,6.6016,4.919,9.0536,7.776E5,1.348E6,1.063E5,7.776E5,1.5415,1.2286,1.4218,
512,6.6206,4.4695,11.3805,366.2278,366.22668,366.22879,5.509E5,8.796E5,1.005E5,5.509E5,0,DETECTED,366.2278,366.22668,366.22879,6.6206,4.4695,11.3805,5.509E5,8.796E5,1.005E5,5.509E5,1.3767,1.6064,1.0124,
513,6.6206,4.735,7.9926,370.16505,370.16132,370.16858,4.589E6,2.477E5,1.033E5,4.589E6,1,DETECTED,370.16505,370.16132,370.16858,6.6206,4.735,7.9926,4.589E6,2.477E5,1.033E5,4.589E6,0.0401,0.5303,0.0472,1
514,6.6206,0.664,10.7865,371.17031,371.16656,371.17242,1.095E6,1.333E6,1.035E5,1.095E6,0,DETECTED,371.17031,371.16656,371.17242,6.6206,0.664,10.7865,1.095E6,1.333E6,1.035E5,1.095E6,1.3788,2.7769,0.5971,
515,6.6206,5.704,11.924,518.27911,518.27557,518.28204,1.475E6,1.988E5,1.006E5,1.475E6,1,DETECTED,518.27911,518.27557,518.28204,6.6206,5.704,11.924,1.475E6,1.988E5,1.006E5,1.475E6,0.0347,1.1865,5.5758,1
516,6.6359,4.1027,11.1473,264.19595,264.19543,264.19641,1.29E6,6.169E5,1.004E5,1.29E6,1,DETECTED,264.19595,264.19543,264.19641,6.6359,4.1027,11.1473,1.29E6,6.169E5,1.004E5,1.29E6,0.8234,0.645,2.076,1
517,6.6359,5.398,14.8746,404.24309,404.24155,404.24417,1.434E6,8.318E5,1.004E5,1.434E6,1,DETECTED,404.24309,404.24155,404.24417,6.6359,5.398,14.8746,1.434E6,8.318E5,1.004E5,1.434E6,1.7173,1.4285,2.0688,1
518,6.6359,4.0817,8.7614,446.16617,446.16425,446.16922,5.676E5,9.681E5,1.002E5,5.676E5,0,DETECTED,446.16617,446.16425,446.16922,6.6359,4.0817,8.7614,5.676E5,9.681E5,1.002E5,5.676E5,2.2404,0.9161,0.6858,
519,6.6512,1.7319,9.0536,382.14903,382.14691,382.15103,1.06E6,2.472E6,1.002E5,1.06E6,4,DETECTED,382.14903,382.14691,382.15103,6.6512,1.7319,9.0536,1.06E6,2.472E6,1.002E5,1.06E6,2.3668,0.9351,0.4623,4
520,6.6512,0.7852,11.1021,404.20614,404.2034,404.20819,6.287E5,1.108E6,1.003E5,6.287E5,0,DETECTED,404.20614,404.2034,404.20819,6.6512,0.7852,11.1021,6.287E5,1.108E6,1.003E5,6.287E5,1.2067,0.8794,0.5457,
521,6.6686,5.0437,8.9747,346.23772,346.23468,346.2392,6.646E5,5.769E5,1.006E5,6.646E5,0,DETECTED,346.23772,346.23468,346.2392,6.6686,5.0437,8.9747,6.646E5,5.769E5,1.006E5,6.646E5,0.6472,1.2096,1.5119,
522,6.6686,4.5137,8.9407,348.21716,348.21613,348.21814,5.426E6,2.059E6,1.006E5,5.426E6,8,DETECTED,348.21716,348.21613,348.21814,6.6686,4.5137,8.9407,5.426E6,2.059E6,1.006E5,5.426E6,0.8577,0.7078,0.3243,8
523,6.6686,5.3397,12.792,349.22101,349.21735,349.22333,9.12E5,2.438E5,1.004E5,9.12E5,0,DETECTED,349.22101,349.21735,349.22333,6.6686,5.3397,12.792,9.12E5,2.438E5,1.004E5,9.12E5,0.8397,2.804,4.3734,
524,6.6686,1.0598,10.055,350.15958,350.15759,350.16089,7.83E5,2.578E6,1.005E5,7.83E5,0,DETECTED,350.15958,350.15759,350.16089,6.6686,1.0598,10.055,7.83E5,2.578E6,1.005E5,7.83E5,3.0808,0.8019,0.3396,
525,6.6686,4.0588,9.8333,405.11758,405.11472,405.12054,8.225E5,1.861E6,1.005E5,8.225E5,0,DETECTED,405.11758,405.11472,405.12054,6.6686,4.0588,9.8333,8.225E5,1.861E6,1.005E5,8.225E5,1.6383,1.1063,1.3098,
526,6.6686,0.7852,11.4208,420.23778,420.23425,420.24179,9.497E5,8.867E5,1.004E5,9.497E5,0,DETECTED,420.23778,420.23425,420.24179,6.6686,0.7852,11.4208,9.497E5,8.867E5,1.004E5,9.497E5,0.6427,0.9039,1.5285,
527,6.6686,4.4695,9.089,452.15483,452.15176,452.15802,7.002E5,1.253E6,1.018E5,7.002E5,0,DETECTED,452.15483,452.15176,452.15802,6.6686,4.4695,9.089,7.002E5,1.253E6,1.018E5,7.002E5,2.1018,1.0503,1.1115,
528,6.6686,4.9839,9.2219,524.17721,524.17291,524.18018,5.294E5,8.716E5,1.005E5,5.294E5,0,DETECTED,524.17721,524.17291,524.18018,6.6686,4.9839,9.2219,5.294E5,8.716E5,1.005E5,5.294E5,1.1697,1.2578,1.7554,
529,6.6865,6.2563,7.612,274.21659,274.21606,274.21725,5.797E5,1.552E5,1.001E5,5.797E5,0,DETECTED,274.21659,274.21606,274.21725,6.6865,6.2563,7.612,5.797E5,1.552E5,1.001E5,5.797E5,0.5333,1.5758,1.3166,
530,6.6865,0.7852,8.8566,340.13906,340.13708,340.14124,1.053E6,2.546E6,1E5,1.053E6,3,DETECTED,340.13906,340.13708,340.14124,6.6865,0.7852,8.8566,1.053E6,2.546E6,1E5,1.053E6,2.1959,0.6866,0.4128,3
531,6.6865,0.7852,12.2431,365.1355,365.13318,365.13876,9.48E5,2.683E6,1.006E5,9.48E5,8,DETECTED,365.1355,365.13318,365.13876,6.6865,0.7852,12.2431,9.48E5,2.683E6,1.006E5,9.48E5,2.2446,0.9708,0.3413,8
532,6.6865,3.8761,9.4108,375.1556,375.15366,375.15829,5.337E5,1.126E6,1.006E5,5.337E5,0,DETECTED,375.1556,375.15366,375.15829,6.6865,3.8761,9.4108,5.337E5,1.126E6,1.006E5,5.337E5,2.1584,0.9847,0.5802,
533,6.7043,0.8029,10.9212,319.16551,319.16461,319.16611,1.061E6,1.36E6,1.005E5,1.061E6,0,DETECTED,319.16551,319.16461,319.16611,6.7043,0.8029,10.9212,1.061E6,1.36E6,1.005E5,1.061E6,1.7974,0.5963,0.6893,
534,6.7043,3.6254,8.3419,408.12799,408.12497,408.13165,5.329E5,9.947E5,1.007E5,5.329E5,0,DETECTED,408.12799,408.12497,408.13165,6.7043,3.6254,8.3419,5.329E5,9.947E5,1.007E5,5.329E5,0.4977,0.766,0.475,
535,6.7043,4.2392,9.6397,435.12777,435.12469,435.13046,9.833E5,2.232E6,1.006E5,9.833E5,0,DETECTED,435.12777,435.12469,435.13046,6.7043,4.2392,9.6397,9.833E5,2.232E6,1.006E5,9.833E5,2.2506,1.0954,1.2667,
536,6.7043,4.5734,9.396,463.12224,463.11945,463.12439,6.048E5,9.781E5,1.003E5,6.048E5,0,DETECTED,463.12224,463.11945,463.12439,6.7043,4.5734,9.396,6.048E5,9.781E5,1.003E5,6.048E5,1.8078,1.1316,1.372,
537,6.7215,5.2566,7.7048,266.21157,266.21094,266.21225,6.789E5,2.028E5,1E5,6.789E5,0,DETECTED,266.21157,266.21094,266.21225,6.7215,5.2566,7.7048,6.789E5,2.028E5,1E5,6.789E5,0.048,0.8356,0.4666,
538,6.7215,5.1311,8.7305,332.22217,332.22046,332.22308,6.909E5,8.726E5,1.021E5,6.909E5,0,DETECTED,332.22217,332.22046,332.22308,6.7215,5.1311,8.7305,6.909E5,8.726E5,1.021E5,6.909E5,0.9746,1.1316,1.259,
539,6.7215,6.1357,11.3444,344.24348,344.24228,344.24609,5.045E6,4.794E5,1.002E5,5.045E6,2,DETECTED,344.24348,344.24228,344.24609,6.7215,6.1357,11.3444,5.045E6,4.794E5,1.002E5,5.045E6,0.4568,0.8299,0.2559,2
540,6.7215,4.7808,9.6574,354.22771,354.22501,354.22861,9.964E5,7.299E5,1.003E5,9.964E5,1,DETECTED,354.22771,354.22501,354.22861,6.7215,4.7808,9.6574,9.964E5,7.299E5,1.003E5,9.964E5,0.5416,1.2564,0.4131,1
541,6.7215,1.4557,9.4782,362.15941,362.15701,362.16019,6.178E5,1.509E6,1.004E5,6.178E5,0,DETECTED,362.15941,362.15701,362.16019,6.7215,1.4557,9.4782,6.178E5,1.509E6,1.004E5,6.178E5,2.8553,0.7617,0.7973,
542,6.7215,4.529,9.6026,472.18198,472.17987,472.18417,8.433E5,1.898E6,1.002E5,8.433E5,0,DETECTED,472.18198,472.17987,472.18417,6.7215,4.529,9.6026,8.433E5,1.898E6,1.002E5,8.433E5,1.5646,1.157,0.9264,
543,6.7373,1.4787,9.089,370.14955,370.14761,370.1506,8.86E5,2.266E6,1.009E5,8.86E5,6,DETECTED,370.14955,370.14761,370.1506,6.7373,1.4787,9.089,8.86E5,2.266E6,1.009E5,8.86E5,2.524,0.7236,0.4515,6
