id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:feature_state,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:mz,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:mz_range:min,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:mz_range:max,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:rt,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:rt_range:min,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:rt_range:max,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:height,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:area,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:intensity_range:min,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:intensity_range:max,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:fwhm,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:tailing_factor,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:asymmetry_factor,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML:fragment_scans
11,0.8029,0.7852,7.505,166.08634,166.08595,166.08682,7.921E5,2.345E5,1.007E5,7.921E5,1,DETECTED,166.08634,166.08595,166.08682,0.8029,0.7852,7.505,7.921E5,2.345E5,1.007E5,7.921E5,5.5219,190.1655,117.7765,1
12,0.8029,0.7852,6.3973,202.18034,202.18015,202.1806,5.875E6,3.286E5,1.173E5,5.875E6,2,DETECTED,202.18034,202.18015,202.1806,0.8029,0.7852,6.3973,5.875E6,3.286E5,1.173E5,5.875E6,0.2346,8.397,3.4355,2
13,0.8029,0.7369,1.279,206.13894,206.1387,206.1393,8.808E5,1.243E5,1.07E5,8.808E5,1,DETECTED,206.13894,206.1387,206.1393,0.8029,0.7369,1.279,8.808E5,1.243E5,1.07E5,8.808E5,0.045,4.1084,2.0018,1
14,0.8029,0.7852,8.3883,218.10258,218.10167,218.104,6.027E5,1.283E5,1.013E5,6.027E5,0,DETECTED,218.10258,218.10167,218.104,0.8029,0.7852,8.3883,6.027E5,1.283E5,1.013E5,6.027E5,0.335,215.1628,62.4585,
15,0.8029,0.7852,1.1934,228.08446,228.08359,228.08479,5.637E5,6.939E4,1.271E5,5.637E5,1,DETECTED,228.08446,228.08359,228.08479,0.8029,0.7852,1.1934,5.637E5,6.939E4,1.271E5,5.637E5,0.0453,11.5516,22.1033,1
16,0.8029,0.7852,1.8706,231.08425,231.08391,231.08453,2.181E6,2.998E5,1.018E5,2.181E6,4,DETECTED,231.08425,231.08391,231.08453,0.8029,0.7852,1.8706,2.181E6,2.998E5,1.018E5,2.181E6,0.0435,29.9265,57.3032,4
17,0.8029,0.7852,9.3234,244.10557,244.10402,244.10603,2.861E6,2.014E5,1.012E5,2.861E6,0,DETECTED,244.10557,244.10402,244.10603,0.8029,0.7852,9.3234,2.861E6,2.014E5,1.012E5,2.861E6,0.0331,181.9227,1.4531,
18,0.8029,0.7852,1.2329,246.09752,246.09718,246.09789,3.761E6,2.298E5,1.013E5,3.761E6,1,DETECTED,246.09752,246.09718,246.09789,0.8029,0.7852,1.2329,3.761E6,2.298E5,1.013E5,3.761E6,0.2435,10.1955,14.6818,1
19,0.8029,0.7369,1.1703,250.16524,250.16483,250.16568,1.303E7,5.586E5,1.262E5,1.303E7,2,DETECTED,250.16524,250.16483,250.16568,0.8029,0.7369,1.1703,1.303E7,5.586E5,1.262E5,1.303E7,0.222,3.9929,10.6373,2
20,0.8029,0.7611,1.1934,258.09536,258.09509,258.09598,5.732E6,3.732E5,1.043E5,5.732E6,0,DETECTED,258.09536,258.09509,258.09598,0.8029,0.7611,1.1934,5.732E6,3.732E5,1.043E5,5.732E6,0.2441,3.8724,15.6914,
21,0.8029,0.7852,4.1945,259.12926,259.12869,259.12961,8.445E7,4.994E6,1.082E5,8.445E7,4,DETECTED,259.12926,259.12869,259.12961,0.8029,0.7852,4.1945,8.445E7,4.994E6,1.082E5,8.445E7,0.0303,8.2647,1197.2631,4
22,0.8029,0.7852,7.9629,259.14434,259.14368,259.14542,7.223E5,4.311E5,1E5,7.223E5,0,DETECTED,259.14434,259.14368,259.14542,0.8029,0.7852,7.9629,7.223E5,4.311E5,1E5,7.223E5,6.9187,203.1234,232.6068,
23,0.8029,0.7852,1.2118,260.13262,260.13211,260.13309,9.785E6,5.61E5,1.055E5,9.785E6,0,DETECTED,260.13262,260.13211,260.13309,0.8029,0.7852,1.2118,9.785E6,5.61E5,1.055E5,9.785E6,0.0307,8.155,7.9017,
24,0.8029,0.7611,6.1357,262.1287,262.12714,262.12906,8.644E5,1.993E5,1.03E5,8.644E5,1,DETECTED,262.1287,262.12714,262.12906,0.8029,0.7611,6.1357,8.644E5,1.993E5,1.03E5,8.644E5,0.2433,64.311,39.56,1
25,0.8029,0.7852,6.4124,264.14325,264.14172,264.14487,6.218E5,1.892E5,1.012E5,6.218E5,0,DETECTED,264.14325,264.14172,264.14487,0.8029,0.7852,6.4124,6.218E5,1.892E5,1.012E5,6.218E5,0.2238,159.2444,35.1811,
26,0.8029,0.7039,5.4396,266.15993,266.1575,266.16052,6.033E6,3.442E5,1.005E5,6.033E6,2,DETECTED,266.15993,266.1575,266.16052,0.8029,0.7039,5.4396,6.033E6,3.442E5,1.005E5,6.033E6,0.298,115.1174,4.2749,2
27,0.8029,0.7611,1.256,275.12407,275.12347,275.12445,1.922E7,9.382E5,1.095E5,1.922E7,3,DETECTED,275.12407,275.12347,275.12445,0.8029,0.7611,1.256,1.922E7,9.382E5,1.095E5,1.922E7,0.2158,7.8455,1.6368,3
28,0.8029,0.7852,3.1187,276.12709,276.12506,276.12863,2.302E6,1.659E5,1.148E5,2.302E6,0,DETECTED,276.12709,276.12506,276.12863,0.8029,0.7852,3.1187,2.302E6,1.659E5,1.148E5,2.302E6,0.2245,65.3798,117.6449,
29,0.8029,0.7214,10.6589,280.13899,280.13687,280.14182,2.211E6,3.116E5,1.01E5,2.211E6,0,DETECTED,280.13899,280.13687,280.14182,0.8029,0.7214,10.6589,2.211E6,3.116E5,1.01E5,2.211E6,0.2198,43.9724,46.6466,
30,0.8029,0.7611,1.9843,289.13961,289.13898,289.14008,1.478E6,1.637E5,1.112E5,1.478E6,0,DETECTED,289.13961,289.13898,289.14008,0.8029,0.7611,1.9843,1.478E6,1.637E5,1.112E5,1.478E6,0.2164,14.2682,10.7586,
31,0.8029,0.7611,7.1479,292.13862,292.13672,292.1402,1.416E6,4.583E5,1E5,1.416E6,1,DETECTED,292.13862,292.13672,292.1402,0.8029,0.7611,7.1479,1.416E6,4.583E5,1E5,1.416E6,0.2443,21.1978,253.9492,1
32,0.8029,0.7852,9.3778,294.13366,294.13177,294.13467,1.542E6,2.639E6,1.008E5,1.542E6,3,DETECTED,294.13366,294.13177,294.13467,0.8029,0.7852,9.3778,1.542E6,2.639E6,1.008E5,1.542E6,5.2812,228.7725,173.9387,3
33,0.8029,0.7611,7.2736,294.1541,294.15237,294.15619,1.008E6,5.298E5,1.003E5,1.008E6,0,DETECTED,294.1541,294.15237,294.15619,0.8029,0.7611,7.2736,1.008E6,5.298E5,1.003E5,1.008E6,0.5345,58.4499,92.4744,
34,0.8029,0.7214,8.8261,296.13503,296.13211,296.13699,2.419E6,4.947E5,1.002E5,2.419E6,5,DETECTED,296.13503,296.13211,296.13699,0.8029,0.7214,8.8261,2.419E6,4.947E5,1.002E5,2.419E6,0.5406,41.433,1.0151,5
35,0.8029,0.7852,10.8088,303.15533,303.15396,303.15829,1.684E6,2.798E5,1.004E5,1.684E6,2,DETECTED,303.15533,303.15396,303.15829,0.8029,0.7852,10.8088,1.684E6,2.798E5,1.004E5,1.684E6,0.223,25.3699,28.3623,2
36,0.8029,0.7369,1.0402,305.08483,305.08453,305.0853,2.018E6,1.58E5,1.65E5,2.018E6,1,DETECTED,305.08483,305.08453,305.0853,0.8029,0.7369,1.0402,2.018E6,1.58E5,1.65E5,2.018E6,0.0393,3.0271,3.0483,1
37,0.8029,0.7852,7.1225,306.15436,306.15237,306.15558,7.699E5,4.851E5,1.005E5,7.699E5,0,DETECTED,306.15436,306.15237,306.15558,0.8029,0.7852,7.1225,7.699E5,4.851E5,1.005E5,7.699E5,0.2535,179.3394,49.6951,
38,0.8029,0.7611,9.6893,307.15119,307.14868,307.15311,2.047E6,2.028E5,1.016E5,2.047E6,6,DETECTED,307.15119,307.14868,307.15311,0.8029,0.7611,9.6893,2.047E6,2.028E5,1.016E5,2.047E6,8.8804,4.891,12.0162,6
39,0.8029,0.7611,6.7875,308.13343,308.13208,308.13684,7.612E5,2.125E5,1.001E5,7.612E5,0,DETECTED,308.13343,308.13208,308.13684,0.8029,0.7611,6.7875,7.612E5,2.125E5,1.001E5,7.612E5,0.0221,72.1108,286.7632,
40,0.8029,0.7611,10.8279,308.16988,308.1684,308.17252,8.41E5,2.714E5,1.019E5,8.41E5,0,DETECTED,308.16988,308.1684,308.17252,0.8029,0.7611,10.8279,8.41E5,2.714E5,1.019E5,8.41E5,0.2197,120.4558,91.8323,
41,0.8029,0.7214,8.7464,310.14991,310.14694,310.15289,4.613E6,1.015E6,1.001E5,4.613E6,5,DETECTED,310.14991,310.14694,310.15289,0.8029,0.7214,8.7464,4.613E6,1.015E6,1.001E5,4.613E6,0.2204,64.6067,7.9784,5
42,0.8029,0.7611,1.343,319.10059,319.09985,319.10159,2.335E6,2.706E5,1.049E5,2.335E6,4,DETECTED,319.10059,319.09985,319.10159,0.8029,0.7611,1.343,2.335E6,2.706E5,1.049E5,2.335E6,0.3831,6.5252,23.8853,4
43,0.8029,0.7852,11.6726,321.1676,321.16467,321.1691,1.597E6,6.76E5,1.015E5,1.597E6,12,DETECTED,321.1676,321.16467,321.1691,0.8029,0.7852,11.6726,1.597E6,6.76E5,1.015E5,1.597E6,9.6321,23.3123,2.5464,12
44,0.8029,0.7852,7.2736,322.14911,322.14719,322.15018,5.895E5,5.124E5,1E5,5.895E5,0,DETECTED,322.14911,322.14719,322.15018,0.8029,0.7852,7.2736,5.895E5,5.124E5,1E5,5.895E5,0.276,183.6156,337.4374,
45,0.8029,0.7611,10.7491,324.16566,324.16269,324.16837,5.368E6,1.121E6,1.002E5,5.368E6,7,DETECTED,324.16566,324.16269,324.16837,0.8029,0.7611,10.7491,5.368E6,1.121E6,1.002E5,5.368E6,0.2384,148.6375,21.1433,7
46,0.8029,0.7611,4.7808,333.11649,333.1156,333.11807,1.195E6,2.469E5,1.047E5,1.195E6,1,DETECTED,333.11649,333.1156,333.11807,0.8029,0.7611,4.7808,1.195E6,2.469E5,1.047E5,1.195E6,0.0359,36.6205,165.8535,1
47,0.8029,0.7852,1.6401,333.16574,333.16504,333.16608,7.78E5,1.689E5,1.014E5,7.78E5,0,DETECTED,333.16574,333.16504,333.16608,0.8029,0.7852,1.6401,7.78E5,1.689E5,1.014E5,7.78E5,0.0315,24.1941,48.6654,
48,0.8029,0.7611,9.5834,338.18122,338.17923,338.18384,2.813E6,8.351E5,1.011E5,2.813E6,7,DETECTED,338.18122,338.17923,338.18384,0.8029,0.7611,9.5834,2.813E6,8.351E5,1.011E5,2.813E6,0.4715,63.9154,1.0625,7
49,0.8029,0.7611,10.6265,340.16074,340.15759,340.16412,2.083E6,4.397E5,1.01E5,2.083E6,0,DETECTED,340.16074,340.15759,340.16412,0.8029,0.7611,10.6265,2.083E6,4.397E5,1.01E5,2.083E6,0.2316,95.549,294.6505,
50,0.8029,0.7852,9.0087,345.14496,345.14407,345.14746,5.254E5,7.814E5,1.001E5,5.254E5,0,DETECTED,345.14496,345.14407,345.14746,0.8029,0.7852,9.0087,5.254E5,7.814E5,1.001E5,5.254E5,5.1921,232.7183,421.228,
51,0.8029,0.7852,9.7251,346.16418,346.16022,346.16486,5.324E5,4.776E5,1.005E5,5.324E5,0,DETECTED,346.16418,346.16022,346.16486,0.8029,0.7852,9.7251,5.324E5,4.776E5,1.005E5,5.324E5,6.165,252.9913,433.937,
52,0.8029,0.7611,1.3688,347.09639,347.09552,347.09702,8.517E5,6.307E4,1.044E5,8.517E5,0,DETECTED,347.09639,347.09552,347.09702,0.8029,0.7611,1.3688,8.517E5,6.307E4,1.044E5,8.517E5,0.0307,7.2715,2.8731,
53,0.8029,0.7852,11.6422,347.14562,347.14471,347.14877,5.901E7,3.731E6,1.064E5,5.901E7,6,DETECTED,347.14562,347.14471,347.14877,0.8029,0.7852,11.6422,5.901E7,3.731E6,1.064E5,5.901E7,0.2415,1.2374,4.6042,6
54,0.8029,0.7852,10.3984,348.14887,348.14569,348.15228,8.325E6,5.291E5,1.106E5,8.325E6,0,DETECTED,348.14887,348.14569,348.15228,0.8029,0.7852,10.3984,8.325E6,5.291E5,1.106E5,8.325E6,0.2437,1.2411,12.7783,
55,0.8029,0.7369,8.4515,349.11109,349.10791,349.11261,5.843E6,3.261E5,1.023E5,5.843E6,0,DETECTED,349.11109,349.10791,349.11261,0.8029,0.7369,8.4515,5.843E6,3.261E5,1.023E5,5.843E6,0.0254,3.6747,2.6167,
56,0.8029,0.7611,12.5211,352.19696,352.19537,352.20041,1.913E6,9.303E5,1.003E5,1.913E6,14,DETECTED,352.19696,352.19537,352.20041,0.8029,0.7611,12.5211,1.913E6,9.303E5,1.003E5,1.913E6,0.2649,45.6052,126.7161,14
57,0.8029,0.7611,10.7865,354.17682,354.17365,354.17996,1.418E6,3.087E5,1.011E5,1.418E6,0,DETECTED,354.17682,354.17365,354.17996,0.8029,0.7611,10.7865,1.418E6,3.087E5,1.011E5,1.418E6,0.2149,95.1257,15.6226,
58,0.8029,0.7611,8.1573,363.12687,363.12488,363.12912,3.858E6,3.301E5,1.025E5,3.858E6,0,DETECTED,363.12687,363.12488,363.12912,0.8029,0.7611,8.1573,3.858E6,3.301E5,1.025E5,3.858E6,0.0345,3.707,19.4124,
59,0.8029,0.7852,6.5697,366.21272,366.2113,366.21353,7.532E5,6.033E5,1.004E5,7.532E5,6,DETECTED,366.21272,366.2113,366.21353,0.8029,0.7852,6.5697,7.532E5,6.033E5,1.004E5,7.532E5,0.2245,163.6971,151.5081,6
60,0.8029,0.7611,9.2219,368.15582,368.15359,368.15906,1.071E6,2.353E5,1.002E5,1.071E6,0,DETECTED,368.15582,368.15359,368.15906,0.8029,0.7611,9.2219,1.071E6,2.353E5,1.002E5,1.071E6,0.2433,88.7979,274.1735,
61,0.8029,0.7611,12.2262,368.19205,368.19019,368.19568,1.146E6,1.46E5,1.003E5,1.146E6,0,DETECTED,368.19205,368.19019,368.19568,0.8029,0.7611,12.2262,1.146E6,1.46E5,1.003E5,1.146E6,0.2186,93.4378,238.9274,
62,0.8029,0.7852,1.1703,377.10639,377.1062,377.10745,1.814E6,1.242E5,1.153E5,1.814E6,1,DETECTED,377.10639,377.1062,377.10745,0.8029,0.7852,1.1703,1.814E6,1.242E5,1.153E5,1.814E6,0.0417,10.4784,18.3438,1
63,0.8029,0.7369,8.8261,379.12169,379.1178,379.12344,8.768E6,4.499E5,1.047E5,8.768E6,2,DETECTED,379.12169,379.1178,379.12344,0.8029,0.7369,8.8261,8.768E6,4.499E5,1.047E5,8.768E6,0.0255,1.7775,5.7626,2
64,0.8029,0.7611,10.7491,382.20779,382.20728,382.20956,1.192E6,1.23E5,1.032E5,1.192E6,0,DETECTED,382.20779,382.20728,382.20956,0.8029,0.7611,10.7491,1.192E6,1.23E5,1.032E5,1.192E6,0.2184,53.9439,451.8889,
65,0.8029,0.7611,8.467,390.13922,390.13763,390.1405,1.564E6,4.539E5,1.003E5,1.564E6,1,DETECTED,390.13922,390.13763,390.1405,0.8029,0.7611,8.467,1.564E6,4.539E5,1.003E5,1.564E6,0.0259,4.332,301.2166,1
66,0.8029,0.7611,8.5617,393.13746,393.13354,393.14017,2.767E6,1.326E5,1.01E5,2.767E6,0,DETECTED,393.13746,393.13354,393.14017,0.8029,0.7611,8.5617,2.767E6,1.326E5,1.01E5,2.767E6,0.0215,8.136,2.2291,
67,0.8029,0.7852,1.4117,405.18667,405.1857,405.18704,7.764E5,6.668E4,1.154E5,7.764E5,0,DETECTED,405.18667,405.1857,405.18704,0.8029,0.7852,1.4117,7.764E5,6.668E4,1.154E5,7.764E5,0.2504,17.7305,32.8345,
68,0.8029,0.7852,11.6889,421.18512,421.18112,421.18588,1.886E6,4.728E6,1.021E5,1.886E6,14,DETECTED,421.18512,421.18112,421.18588,0.8029,0.7852,11.6889,1.886E6,4.728E6,1.021E5,1.886E6,6.444,130.5051,294.8463,14
69,0.8029,0.7852,10.9212,422.21663,422.2131,422.21875,5.905E5,1.44E6,1.013E5,5.905E5,0,DETECTED,422.21663,422.2131,422.21875,0.8029,0.7852,10.9212,5.905E5,1.44E6,1.013E5,5.905E5,4.7479,286.8399,218.1592,
70,0.8029,0.7852,10.7865,450.21201,450.2085,450.21445,5.366E5,1.186E6,1.037E5,5.366E5,0,DETECTED,450.21201,450.2085,450.21445,0.8029,0.7852,10.7865,5.366E5,1.186E6,1.037E5,5.366E5,7.6664,283.0284,263.0484,
71,0.8029,0.7852,11.558,493.20577,493.20212,493.20813,1.388E6,3.71E6,1.003E5,1.388E6,8,DETECTED,493.20577,493.20212,493.20813,0.8029,0.7852,11.558,1.388E6,3.71E6,1.003E5,1.388E6,9.1803,1.2559,32.0563,8
72,0.8029,0.7852,10.7491,494.23835,494.2348,494.23978,5.025E5,8.593E5,1.017E5,5.025E5,0,DETECTED,494.23835,494.2348,494.23978,0.8029,0.7852,10.7491,5.025E5,8.593E5,1.017E5,5.025E5,8.8869,281.9705,562.941,
73,0.8029,0.7852,11.2866,523.21621,523.21277,523.2193,1.473E6,2.377E6,1.05E5,1.473E6,1,DETECTED,523.21621,523.21277,523.2193,0.8029,0.7852,11.2866,1.473E6,2.377E6,1.05E5,1.473E6,7.8381,295.0264,302.868,1
74,0.8029,0.7852,10.8475,528.22953,528.22662,528.23285,7.657E5,1.417E5,1.009E5,7.657E5,0,DETECTED,528.22953,528.22662,528.23285,0.8029,0.7852,10.8475,7.657E5,1.417E5,1.009E5,7.657E5,0.2245,284.7536,21.7325,
75,0.8029,0.7852,5.4176,542.24455,542.24274,542.24609,5.103E5,2.859E5,1.008E5,5.103E5,0,DETECTED,542.24455,542.24274,542.24609,0.8029,0.7852,5.4176,5.103E5,2.859E5,1.008E5,5.103E5,4.1533,131.0919,249.0773,
76,0.8029,0.7852,1.343,574.22389,574.22327,574.22614,1.669E6,1.388E5,1.194E5,1.669E6,2,DETECTED,574.22389,574.22327,574.22614,0.8029,0.7852,1.343,1.669E6,1.388E5,1.194E5,1.669E6,0.2923,15.4755,21.6602,2
77,0.8029,0.7852,9.7956,588.23994,588.23901,588.24713,7.852E5,2.691E5,1.012E5,7.852E5,5,DETECTED,588.23994,588.23901,588.24713,0.8029,0.7852,9.7956,7.852E5,2.691E5,1.012E5,7.852E5,1.1375,254.9863,50.9901,5
78,0.8167,0.7852,8.2372,180.10199,180.10156,180.10243,1.569E6,7.107E5,1.001E5,1.569E6,6,DETECTED,180.10199,180.10156,180.10243,0.8167,0.7852,8.2372,1.569E6,7.107E5,1.001E5,1.569E6,0.3189,22.9592,124.9206,6
79,0.8167,0.7852,1.4557,289.08994,289.08954,289.09018,5.224E5,7.547E4,1.1E5,5.224E5,1,DETECTED,289.08994,289.08954,289.09018,0.8167,0.7852,1.4557,5.224E5,7.547E4,1.1E5,5.224E5,0.3044,10.6286,20.2572,1
80,0.8167,0.6828,1.7088,331.15002,331.1478,331.1506,1.2E6,2.563E5,1.009E5,1.2E6,2,DETECTED,331.15002,331.1478,331.1506,0.8167,0.6828,1.7088,1.2E6,2.563E5,1.009E5,1.2E6,0.4561,3.7116,6.7852,2
81,0.8167,0.7852,7.7048,377.14293,377.14166,377.146,9.366E5,1.883E5,1E5,9.366E5,0,DETECTED,377.14293,377.14166,377.146,0.8167,0.7852,7.7048,9.366E5,1.883E5,1E5,9.366E5,0.0471,109.6911,21.3652,
82,0.8167,0.7852,9.0536,404.15518,404.1528,404.15656,1.032E6,8.002E5,1.001E5,1.032E6,1,DETECTED,404.15518,404.1528,404.15656,0.8167,0.7852,9.0536,1.032E6,8.002E5,1.001E5,1.032E6,0.0286,118.0282,212.5865,1
83,1.0095,0.7611,1.4557,204.08689,204.08669,204.08728,9.452E5,1.416E5,1.001E5,9.452E5,0,DETECTED,204.08689,204.08669,204.08728,1.0095,0.7611,1.4557,9.452E5,1.416E5,1.001E5,9.452E5,0.2275,1.398,2.1485,
84,1.0297,0.7611,11.5416,329.13535,329.13275,329.13794,1.945E6,3.063E5,1.001E5,1.945E6,1,DETECTED,329.13535,329.13275,329.13794,1.0297,0.7611,11.5416,1.945E6,3.063E5,1.001E5,1.945E6,0.2299,8.4022,0.5679,1
85,1.0297,0.7611,10.131,362.19484,362.1918,362.19598,1.086E6,7.605E5,1.009E5,1.086E6,1,DETECTED,362.19484,362.1918,362.19598,1.0297,0.7611,10.131,1.086E6,7.605E5,1.009E5,1.086E6,5.6694,16.4454,31.954,1
86,1.0402,0.7852,6.2013,285.14477,285.14343,285.14734,6.802E6,7.894E5,1.003E5,6.802E6,4,DETECTED,285.14477,285.14343,285.14734,1.0402,0.7852,6.2013,6.802E6,7.894E5,1.003E5,6.802E6,0.2391,1.2067,0.2073,4
87,1.0827,0.7852,10.055,361.13983,361.13773,361.14273,7.49E5,1.26E6,1.001E5,7.49E5,0,DETECTED,361.13983,361.13773,361.14273,1.0827,0.7852,10.055,7.49E5,1.26E6,1.001E5,7.49E5,4.674,15.5804,0.2008,
88,1.0827,0.7852,12.0545,361.16099,361.16037,361.16428,1.508E8,1.358E7,1.003E5,1.508E8,17,DETECTED,361.16099,361.16037,361.16428,1.0827,0.7852,12.0545,1.508E8,1.358E7,1.003E5,1.508E8,0.2927,2.7154,0.3276,17
89,1.0827,0.7852,10.8475,362.16408,362.16025,362.16739,2.526E7,2.245E6,1.228E5,2.526E7,0,DETECTED,362.16408,362.16025,362.16739,1.0827,0.7852,10.8475,2.526E7,2.245E6,1.228E5,2.526E7,0.2925,0.9191,0.3242,
90,1.0827,0.7852,6.0309,363.1657,363.16327,363.1666,4.284E6,3.603E5,1.001E5,4.284E6,0,DETECTED,363.1657,363.16327,363.1666,1.0827,0.7852,6.0309,4.284E6,3.603E5,1.001E5,4.284E6,0.2915,9.1916,0.2548,
91,1.1281,0.7852,9.4959,382.17156,382.16974,382.17346,1.408E6,4.216E5,1.001E5,1.408E6,3,DETECTED,382.17156,382.16974,382.17346,1.1281,0.7852,9.4959,1.408E6,4.216E5,1.001E5,1.408E6,0.107,9.5509,1.4128,3
92,1.2118,0.7852,11.9755,343.15101,343.14828,343.15375,4.346E6,1.319E6,1.019E5,4.346E6,7,DETECTED,343.15101,343.14828,343.15375,1.2118,0.7852,11.9755,4.346E6,1.319E6,1.019E5,4.346E6,0.4839,21.9832,63.0646,7
93,1.2118,0.7852,10.7491,344.15435,344.15036,344.1572,6.047E5,1.359E5,1.01E5,6.047E5,0,DETECTED,344.15435,344.15036,344.1572,1.2118,0.7852,10.7491,6.047E5,1.359E5,1.01E5,6.047E5,0.2972,11.6783,12.8062,
