id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML:feature_state,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML:mz,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML:mz_range:min,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML:mz_range:max,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML:rt,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML:rt_range:min,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML:rt_range:max,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML:height,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML:area,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML:intensity_range:min,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML:intensity_range:max,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML:fwhm,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML:tailing_factor,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML:asymmetry_factor,datafile:DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML:fragment_scans
55,0.8108,0.7613,1.5597,275.12388,275.1232,275.12421,2.249E7,1.557E6,1.315E5,2.249E7,3,DETECTED,275.12388,275.1232,275.12421,0.8108,0.7613,1.5597,2.249E7,1.557E6,1.315E5,2.249E7,0.228,3.0825,4.5448,3
56,0.8108,0.7816,3.0786,276.12718,276.12485,276.12805,2.492E6,1.897E5,1.221E5,2.492E6,0,DETECTED,276.12718,276.12485,276.12805,0.8108,0.7816,3.0786,2.492E6,1.897E5,1.221E5,2.492E6,0.0272,2.9362,4.1565,
57,0.8108,0.7816,7.8609,276.14369,276.14215,276.14471,6.739E5,3.391E5,1.002E5,6.739E5,0,DETECTED,276.14369,276.14215,276.14471,0.8108,0.7816,7.8609,6.739E5,3.391E5,1.002E5,6.739E5,0.6081,121.0991,61.9253,
58,0.8108,0.7613,1.9493,289.13948,289.13895,289.13983,1.793E6,1.993E5,1.025E5,1.793E6,0,DETECTED,289.13948,289.13895,289.13983,0.8108,0.7613,1.9493,1.793E6,1.993E5,1.025E5,1.793E6,0.0275,19.3619,12.6885,
59,0.8108,0.7613,7.2091,292.13859,292.13684,292.14035,1.824E6,6.806E5,1.006E5,1.824E6,1,DETECTED,292.13859,292.13684,292.14035,0.8108,0.7613,7.2091,1.824E6,6.806E5,1.006E5,1.824E6,0.0244,14.8402,2.9116,1
60,0.8108,0.7209,10.8256,294.15414,294.15195,294.15714,1.5E6,6.973E5,1.018E5,1.5E6,0,DETECTED,294.15414,294.15195,294.15714,0.8108,0.7209,10.8256,1.5E6,6.973E5,1.018E5,1.5E6,0.0227,56.038,59.4846,
61,0.8108,0.7987,2.1995,294.62395,294.62335,294.62518,6.237E5,1.06E5,1.019E5,6.237E5,0,DETECTED,294.62395,294.62335,294.62518,0.8108,0.7987,2.1995,6.237E5,1.06E5,1.019E5,6.237E5,1.2779,57.8499,85.7199,
62,0.8108,0.7209,10.3685,296.13485,296.13177,296.13745,2.452E6,5.843E5,1.003E5,2.452E6,5,DETECTED,296.13485,296.13177,296.13745,0.8108,0.7209,10.3685,2.452E6,5.843E5,1.003E5,2.452E6,0.5406,52.5128,1.9404,5
63,0.8108,0.7816,4.5918,303.15519,303.15375,303.15564,2.202E6,3.335E5,1.002E5,2.202E6,2,DETECTED,303.15519,303.15375,303.15564,0.8108,0.7816,4.5918,2.202E6,3.335E5,1.002E5,2.202E6,0.0191,25.0492,2.9096,2
64,0.8108,0.6596,13.7601,303.33845,303.33585,303.34174,1.282E6,1.175E6,1.005E5,1.282E6,0,DETECTED,303.33845,303.33585,303.34174,0.8108,0.6596,13.7601,1.282E6,1.175E6,1.005E5,1.282E6,7.6693,43.2097,905.9919,
65,0.8108,0.7425,1.0581,305.0845,305.08435,305.08517,2.33E6,1.998E5,1.393E5,2.33E6,2,DETECTED,305.0845,305.08435,305.08517,0.8108,0.7425,1.0581,2.33E6,1.998E5,1.393E5,2.33E6,0.0424,2.807,2.9625,2
66,0.8108,0.7816,7.5943,306.15437,306.15231,306.15558,1.136E6,7.059E5,1.005E5,1.136E6,0,DETECTED,306.15437,306.15231,306.15558,0.8108,0.7816,7.5943,1.136E6,7.059E5,1.005E5,1.136E6,4.5204,100.9829,215.9568,
67,0.8108,0.7613,6.8556,308.16967,308.1683,308.17093,7.736E5,3.918E5,1.001E5,7.736E5,0,DETECTED,308.16967,308.1683,308.17093,0.8108,0.7613,6.8556,7.736E5,3.918E5,1.001E5,7.736E5,4.8045,61.5586,166.0901,
68,0.8108,0.7816,12.6461,317.17142,317.16956,317.17413,1.16E6,2.238E5,1.005E5,1.16E6,0,DETECTED,317.17142,317.16956,317.17413,0.8108,0.7816,12.6461,1.16E6,2.238E5,1.005E5,1.16E6,5.3348,10.1048,34.1524,
69,0.8108,0.7613,6.96,319.10036,319.09961,319.10239,3.285E6,5.478E5,1.047E5,3.285E6,4,DETECTED,319.10036,319.09961,319.10239,0.8108,0.7613,6.96,3.285E6,5.478E5,1.047E5,3.285E6,0.0283,3.337,18.9232,4
70,0.8108,0.7816,8.4871,322.14914,322.14694,322.1525,8.692E5,7.451E5,1.002E5,8.692E5,0,DETECTED,322.14914,322.14694,322.1525,0.8108,0.7816,8.4871,8.692E5,7.451E5,1.002E5,8.692E5,3.9063,131.8113,69.6658,
71,0.8108,0.7052,12.5644,331.15057,331.14749,331.15326,2.446E6,4.632E5,1.007E5,2.446E6,2,DETECTED,331.15057,331.14749,331.15326,0.8108,0.7052,12.5644,2.446E6,4.632E5,1.007E5,2.446E6,0.3611,5.3653,46.2797,2
72,0.8108,0.7613,8.357,333.11626,333.11264,333.1189,1.845E6,5.257E5,1.019E5,1.845E6,4,DETECTED,333.11626,333.11264,333.1189,0.8108,0.7613,8.357,1.845E6,5.257E5,1.019E5,1.845E6,0.2777,49.4459,27.6524,4
73,0.8108,0.7816,5.5503,333.16573,333.16473,333.16629,1.153E6,2.089E5,1.001E5,1.153E6,0,DETECTED,333.16573,333.16473,333.16629,0.8108,0.7816,5.5503,1.153E6,2.089E5,1.001E5,1.153E6,0.017,20.201,28.8341,
74,0.8108,0.7613,11.6514,338.18116,338.17761,338.18369,3.562E6,9.78E5,1.02E5,3.562E6,9,DETECTED,338.18116,338.17761,338.18369,0.8108,0.7613,11.6514,3.562E6,9.78E5,1.02E5,3.562E6,0.022,26.6826,42.3624,9
75,0.8108,0.7816,7.8293,346.11175,346.11108,346.11401,5.747E5,5.696E4,1.007E5,5.747E5,0,DETECTED,346.11175,346.11108,346.11401,0.8108,0.7816,7.8293,5.747E5,5.696E4,1.007E5,5.747E5,0.2208,120.5589,239.4437,
76,0.8108,0.7816,11.6788,347.14529,347.14471,347.14847,6.18E7,4.25E6,1.031E5,6.18E7,8,DETECTED,347.14529,347.14471,347.14847,0.8108,0.7816,11.6788,6.18E7,4.25E6,1.031E5,6.18E7,0.0175,3.22,7.9826,8
77,0.8108,0.7425,9.3303,349.11065,349.10739,349.11279,4.695E6,4.11E5,1.005E5,4.695E6,0,DETECTED,349.11065,349.10739,349.11279,0.8108,0.7425,9.3303,4.695E6,4.11E5,1.005E5,4.695E6,0.0393,2.6747,2.6697,
78,0.8108,0.7816,8.23,350.14416,350.14221,350.14691,6.111E5,4.67E5,1.002E5,6.111E5,0,DETECTED,350.14416,350.14221,350.14691,0.8108,0.7816,8.23,6.111E5,4.67E5,1.002E5,6.111E5,0.3186,127.4144,29.9717,
79,0.8108,0.7816,6.5418,352.19698,352.19534,352.1994,2.885E6,1.07E6,1.002E5,2.885E6,14,DETECTED,352.19698,352.19534,352.1994,0.8108,0.7816,6.5418,2.885E6,1.07E6,1.002E5,2.885E6,0.0179,48.3261,75.2389,14
80,0.8108,0.7613,9.6297,363.12663,363.12292,363.12921,4.661E6,6.39E5,1.008E5,4.661E6,0,DETECTED,363.12663,363.12292,363.12921,0.8108,0.7613,9.6297,4.661E6,6.39E5,1.008E5,4.661E6,0.2533,9.879,17.819,
81,0.8108,0.7816,10.2975,366.2128,366.211,366.21515,1.311E6,7.084E5,1.008E5,1.311E6,8,DETECTED,366.2128,366.211,366.21515,0.8108,0.7816,10.2975,1.311E6,7.084E5,1.008E5,1.311E6,0.2172,77.2699,321.4669,8
82,0.8108,0.7816,7.6847,377.1061,377.10236,377.10812,1.978E6,2.251E5,1.138E5,1.978E6,1,DETECTED,377.1061,377.10236,377.10812,0.8108,0.7816,7.6847,1.978E6,2.251E5,1.138E5,1.978E6,0.4301,117.8219,17.1526,1
83,0.8108,0.7613,9.7066,390.13901,390.13699,390.14139,1.357E6,5.347E5,1.003E5,1.357E6,0,DETECTED,390.13901,390.13699,390.14139,0.8108,0.7613,9.7066,1.357E6,5.347E5,1.003E5,1.357E6,0.0477,33.489,183.0407,
84,0.8108,0.7816,10.4851,393.13718,393.13333,393.14053,2.575E6,2.229E5,1.001E5,2.575E6,0,DETECTED,393.13718,393.13333,393.14053,0.8108,0.7816,10.4851,2.575E6,2.229E5,1.001E5,2.575E6,0.0272,132.1027,182.2519,
85,0.8108,0.7987,7.5524,402.23895,402.23828,402.23929,7.694E5,1.624E5,1.039E5,7.694E5,3,DETECTED,402.23895,402.23828,402.23929,0.8108,0.7987,7.5524,7.694E5,1.624E5,1.039E5,7.694E5,1.4922,278.9303,555.3035,3
86,0.8108,0.7816,8.7988,407.11689,407.11639,407.11841,1.683E6,1.584E5,1.009E5,1.683E6,0,DETECTED,407.11689,407.11639,407.11841,0.8108,0.7816,8.7988,1.683E6,1.584E5,1.009E5,1.683E6,0.2289,109.6593,240.1931,
87,0.8108,0.7816,10.4851,407.15233,407.14954,407.15436,1.26E6,1.993E5,1.049E5,1.26E6,0,DETECTED,407.15233,407.14954,407.15436,0.8108,0.7816,10.4851,1.26E6,1.993E5,1.049E5,1.26E6,0.2539,111.666,269.9528,
88,0.8108,0.7987,12.1278,418.2325,418.22971,418.23752,7.515E5,2.869E5,1.001E5,7.515E5,3,DETECTED,418.2325,418.22971,418.23752,0.8108,0.7987,12.1278,7.515E5,2.869E5,1.001E5,7.515E5,0.0229,467.8936,670.4649,3
89,0.8108,0.7613,9.0235,420.14879,420.14737,420.15131,1.392E6,1.833E5,1.006E5,1.392E6,1,DETECTED,420.14879,420.14737,420.15131,0.8108,0.7613,9.0235,1.392E6,1.833E5,1.006E5,1.392E6,0.2382,38.6201,194.5601,1
90,0.8108,0.7816,9.6151,421.13136,421.12784,421.1351,8.167E5,2.226E5,1.012E5,8.167E5,0,DETECTED,421.13136,421.12784,421.1351,0.8108,0.7816,9.6151,8.167E5,2.226E5,1.012E5,8.167E5,0.0314,151.108,269.4546,
91,0.8108,0.7816,11.9728,421.18501,421.18027,421.18579,2.259E6,5.375E6,1.016E5,2.259E6,15,DETECTED,421.18501,421.18027,421.18579,0.8108,0.7816,11.9728,2.259E6,5.375E6,1.016E5,2.259E6,9.515,91.3962,183.1539,15
92,0.8108,0.7816,8.4574,434.16512,434.16174,434.16669,6.489E5,3.315E5,1.006E5,6.489E5,0,DETECTED,434.16512,434.16174,434.16669,0.8108,0.7816,8.4574,6.489E5,3.315E5,1.006E5,6.489E5,0.2484,131.3044,2.5315,
