id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,datafile:DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML:feature_state,datafile:DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML:mz,datafile:DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML:mz_range:min,datafile:DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML:mz_range:max,datafile:DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML:rt,datafile:DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML:rt_range:min,datafile:DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML:rt_range:max,datafile:DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML:height,datafile:DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML:area,datafile:DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML:intensity_range:min,datafile:DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML:intensity_range:max,datafile:DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML:fwhm,datafile:DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML:tailing_factor,datafile:DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML:asymmetry_factor,datafile:DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML:fragment_scans
1,0.0266,0.0131,0.0913,305.89956,305.89944,305.89972,6.766E5,2.446E4,1.917E5,6.766E5,1,DETECTED,305.89956,305.89944,305.89972,0.0266,0.0131,0.0913,6.766E5,2.446E4,1.917E5,6.766E5,0.0329,2.9074,4.8148,1
2,0.0266,0.0131,16.1693,328.91548,328.9151,328.91571,9.717E5,5.299E4,1.078E5,9.717E5,1,DETECTED,328.91548,328.9151,328.91571,0.0266,0.0131,16.1693,9.717E5,5.299E4,1.078E5,9.717E5,0.0352,601.1843,4.9994,1
3,0.7277,0.6795,15.9629,226.95116,226.95107,226.95137,3.769E6,2.348E5,2.24E5,3.769E6,0,DETECTED,226.95116,226.95107,226.95137,0.7277,0.6795,15.9629,3.769E6,2.348E5,2.24E5,3.769E6,15.8623,158.1518,314.8822,
4,0.7277,0.6795,15.9853,430.91357,430.9133,430.91397,1.028E7,6.94E5,1.933E5,1.028E7,0,DETECTED,430.91357,430.9133,430.91397,0.7277,0.6795,15.9853,1.028E7,6.94E5,1.933E5,1.028E7,15.3148,158.1497,315.0503,
5,0.7277,0.6795,15.9853,498.90074,498.90036,498.90121,7.64E6,5.028E5,1.037E5,7.64E6,0,DETECTED,498.90074,498.90036,498.90121,0.7277,0.6795,15.9853,7.64E6,5.028E5,1.037E5,7.64E6,15.2142,158.1311,315.0445,
6,0.7277,0.6795,15.9853,566.88815,566.88782,566.88867,9.401E6,5.735E5,1.105E5,9.401E6,0,DETECTED,566.88815,566.88782,566.88867,0.7277,0.6795,15.9853,9.401E6,5.735E5,1.105E5,9.401E6,15.2351,158.0974,314.8701,
7,0.7277,0.6795,15.9853,634.87536,634.875,634.87579,1.259E7,7.258E5,1.067E5,1.259E7,0,DETECTED,634.87536,634.875,634.87579,0.7277,0.6795,15.9853,1.259E7,7.258E5,1.067E5,1.259E7,15.2375,158.0656,314.7861,
8,0.7277,0.6795,15.9629,702.86255,702.8623,702.86304,1.441E7,8.037E5,3.94E5,1.441E7,1,DETECTED,702.86255,702.8623,702.86304,0.7277,0.6795,15.9629,1.441E7,8.037E5,3.94E5,1.441E7,15.2596,158.0183,313.4194,1
9,0.7277,0.6795,15.9629,770.84987,770.84949,770.85034,1.348E7,7.321E5,3.298E5,1.348E7,1,DETECTED,770.84987,770.84949,770.85034,0.7277,0.6795,15.9629,1.348E7,7.321E5,3.298E5,1.348E7,15.2549,157.9443,313.4943,1
10,0.7277,0.6795,15.9629,838.83708,838.83679,838.83789,1.215E7,6.44E5,2.408E5,1.215E7,0,DETECTED,838.83708,838.83679,838.83789,0.7277,0.6795,15.9629,1.215E7,6.44E5,2.408E5,1.215E7,15.2376,157.9283,313.5335,
11,0.7277,0.6795,15.9629,906.82438,906.8241,906.8252,9.606E6,5.234E5,2.252E5,9.606E6,0,DETECTED,906.82438,906.8241,906.8252,0.7277,0.6795,15.9629,9.606E6,5.234E5,2.252E5,9.606E6,15.2311,157.9291,313.5164,
12,0.7981,0.0073,16.9966,194.11771,194.11722,194.11797,9.228E6,3.522E6,1.003E5,9.228E6,124,DETECTED,194.11771,194.11722,194.11797,0.7981,0.0073,16.9966,9.228E6,3.522E6,1.003E5,9.228E6,22.3912,0.5234,11.8456,124
13,0.9221,0.7981,1.264,153.9978,153.9977,153.99789,5.803E5,1.29E5,1.108E5,5.803E5,4,DETECTED,153.9978,153.9977,153.99789,0.9221,0.7981,1.264,5.803E5,1.29E5,1.108E5,5.803E5,0.2463,1.8787,2.8113,4
14,1.0133,0.0073,16.9966,224.12827,224.12782,224.12852,3.147E6,3.918E6,1.001E5,3.147E6,122,DETECTED,224.12827,224.12782,224.12852,1.0133,0.0073,16.9966,3.147E6,3.918E6,1.001E5,3.147E6,6.2173,5.9963,20.1118,122
15,1.6363,0.0448,15.9149,217.1056,217.10445,217.10712,6.343E5,1.244E5,1.025E5,6.343E5,58,DETECTED,217.1056,217.10445,217.10712,1.6363,0.0448,15.9149,6.343E5,1.244E5,1.025E5,6.343E5,0.1113,4.9858,2.213,58
16,1.7104,1.561,1.8587,214.10741,214.10733,214.10748,1.261E6,1.686E5,1.008E5,1.261E6,3,DETECTED,214.10741,214.10733,214.10748,1.7104,1.561,1.8587,1.261E6,1.686E5,1.008E5,1.261E6,0.1222,0.9799,0.7459,3
17,4.5056,4.4356,13.5611,283.17521,283.17493,283.17548,1.814E6,2.054E5,1.117E5,1.814E6,2,DETECTED,283.17521,283.17493,283.17548,4.5056,4.4356,13.5611,1.814E6,2.054E5,1.117E5,1.814E6,0.0606,62.687,123.1929,2
18,5.1199,4.862,5.415,328.15448,328.15433,328.15466,1.355E7,1.022E6,1.104E5,1.355E7,6,DETECTED,328.15448,328.15433,328.15466,5.1199,4.862,5.415,1.355E7,1.022E6,1.104E5,1.355E7,0.059,0.6336,0.1027,6
19,5.1199,5.0234,5.2178,329.15773,329.15765,329.15787,2.725E6,1.893E5,1.373E5,2.725E6,0,DETECTED,329.15773,329.15765,329.15787,5.1199,5.0234,5.2178,2.725E6,1.893E5,1.373E5,2.725E6,0.06,0.8718,0.6251,
20,5.7356,5.4659,6.2982,262.1186,262.11847,262.11893,4.554E7,2.794E6,1.038E5,4.554E7,9,DETECTED,262.1186,262.11847,262.11893,5.7356,5.4659,6.2982,4.554E7,2.794E6,1.038E5,4.554E7,0.0462,1.6001,1.5031,9
21,5.7356,5.6629,6.0752,263.12192,263.1218,263.12225,6.455E6,3.689E5,1.07E5,6.455E6,0,DETECTED,263.12192,263.1218,263.12225,5.7356,5.6629,6.0752,6.455E6,3.689E5,1.07E5,6.455E6,0.0464,1.6302,1.4689,
22,6.6177,6.5446,6.9918,370.16507,370.16467,370.1655,3.482E7,2.109E6,1.097E5,3.482E7,4,DETECTED,370.16507,370.16467,370.1655,6.6177,6.5446,6.9918,3.482E7,2.109E6,1.097E5,3.482E7,0.0502,1.4209,1.413,4
23,6.6177,6.5691,6.8944,371.16826,371.16779,371.16882,7.961E6,4.813E5,1.387E5,7.961E6,0,DETECTED,371.16826,371.16779,371.16882,6.6177,6.5691,6.8944,7.961E6,4.813E5,1.387E5,7.961E6,0.0516,1.3822,1.296,
24,6.8521,0.7714,7.111,182.11758,182.11752,182.11775,2.945E6,2.454E5,1.013E5,2.945E6,4,DETECTED,182.11758,182.11752,182.11775,6.8521,0.7714,7.111,2.945E6,2.454E5,1.013E5,2.945E6,6.1908,0.5121,0.0157,4
25,6.8521,6.7812,15.894,304.15442,304.15414,304.15479,6.778E7,5.924E6,1.029E5,6.778E7,11,DETECTED,304.15442,304.15414,304.15479,6.8521,6.7812,15.894,6.778E7,5.924E6,1.029E5,6.778E7,0.131,2.2472,2.5478,11
26,6.8521,4.4356,7.2595,305.15765,305.15726,305.15814,1.287E7,1.142E6,1.112E5,1.287E7,1,DETECTED,305.15765,305.15726,305.15814,6.8521,4.4356,7.2595,1.287E7,1.142E6,1.112E5,1.287E7,0.1391,0.5324,0.0451,1
27,6.8521,6.8075,6.9918,306.16016,306.16006,306.16055,1.41E6,1.078E5,1.136E5,1.41E6,0,DETECTED,306.16016,306.16006,306.16055,6.8521,6.8075,6.9918,1.41E6,1.078E5,1.136E5,1.41E6,0.1257,1.993,2.4017,
28,7.4078,7.358,7.5295,214.11225,214.11223,214.11234,1.818E6,1.117E5,1.458E5,1.818E6,1,DETECTED,214.11225,214.11223,214.11234,7.4078,7.358,7.5295,1.818E6,1.117E5,1.458E5,1.818E6,0.054,1.6331,1.7517,1
29,8.1511,8.1017,10.6027,167.08576,167.08568,167.08582,1.501E6,1.855E5,1.062E5,1.501E6,5,DETECTED,167.08576,167.08568,167.08582,8.1511,8.1017,10.6027,1.501E6,1.855E5,1.062E5,1.501E6,0.2372,22.7468,48.4528,5
30,8.7418,6.1497,8.936,270.13854,270.13837,270.13864,7.532E6,4.004E5,1.057E5,7.532E6,3,DETECTED,270.13854,270.13837,270.13864,8.7418,6.1497,8.936,7.532E6,4.004E5,1.057E5,7.532E6,0.0361,0.517,2.5954,3
31,9.4246,9.3809,9.5569,199.08408,199.08398,199.08423,1.094E6,7.802E4,1.032E5,1.094E6,0,DETECTED,199.08408,199.08398,199.08423,9.4246,9.3809,9.5569,1.094E6,7.802E4,1.032E5,1.094E6,0.0579,1.98,4.7029,
32,9.4496,9.3809,9.9395,198.08083,198.08076,198.08113,1.5E7,1.176E6,1.246E5,1.5E7,5,DETECTED,198.08083,198.08076,198.08113,9.4496,9.3809,9.9395,1.5E7,1.176E6,1.246E5,1.5E7,0.0577,1.4349,1.7487,5
33,9.4496,9.3542,10.3552,254.14345,254.14336,254.14386,1.042E8,8.717E6,1.03E5,1.042E8,8,DETECTED,254.14345,254.14336,254.14386,9.4496,9.3542,10.3552,1.042E8,8.717E6,1.03E5,1.042E8,0.0653,1.6267,1.8072,8
34,9.4496,9.3809,9.9395,255.1469,255.14682,255.14732,1.178E7,9.806E5,1.06E5,1.178E7,0,DETECTED,255.1469,255.14682,255.14732,9.4496,9.3809,9.9395,1.178E7,9.806E5,1.06E5,1.178E7,0.0656,1.4933,1.7846,
35,9.4496,9.3809,9.8185,256.13899,256.13892,256.13931,5.021E6,3.809E5,1.025E5,5.021E6,0,DETECTED,256.13899,256.13892,256.13931,9.4496,9.3809,9.8185,5.021E6,3.809E5,1.025E5,5.021E6,0.0576,1.4657,1.7422,
36,9.8428,0.0073,15.8509,158.15402,158.15381,158.15424,1.008E7,2.956E6,1.002E5,1.008E7,93,DETECTED,158.15402,158.15381,158.15424,9.8428,0.0073,15.8509,1.008E7,2.956E6,1.002E5,1.008E7,0.0657,22.6124,3.0436,93
37,10.2814,10.2358,10.4307,309.1313,309.1312,309.13144,4.698E6,2.166E5,1.237E5,4.698E6,2,DETECTED,309.1313,309.1312,309.13144,10.2814,10.2358,10.4307,4.698E6,2.166E5,1.237E5,4.698E6,0.036,1.309,1.4168,2
38,10.6027,10.5539,12.0512,209.15391,209.15366,209.15402,9.827E5,1.62E5,1.006E5,9.827E5,8,DETECTED,209.15391,209.15366,209.15402,10.6027,10.5539,12.0512,9.827E5,1.62E5,1.006E5,9.827E5,0.0941,15.3417,7.6633,8
39,11.2249,11.1749,11.6332,165.0546,165.05455,165.05481,7.714E6,3.39E5,1.009E5,7.714E6,3,DETECTED,165.0546,165.05455,165.05481,11.2249,11.1749,11.6332,7.714E6,3.39E5,1.009E5,7.714E6,0.0296,8.041,2.7776,3
40,11.2249,11.1749,11.7322,333.18093,333.18079,333.18146,7.072E7,3.078E6,1.155E5,7.072E7,5,DETECTED,333.18093,333.18079,333.18146,11.2249,11.1749,11.7322,7.072E7,3.078E6,1.155E5,7.072E7,0.0295,3.7122,2.8023,5
41,11.2249,11.1749,11.6072,334.18424,334.18408,334.18484,1.377E7,5.94E5,1.161E5,1.377E7,0,DETECTED,334.18424,334.18408,334.18484,11.2249,11.1749,11.6072,1.377E7,5.94E5,1.161E5,1.377E7,0.0295,4.0717,2.8038,
42,11.2249,11.1749,11.5828,355.16284,355.16269,355.16339,1.1E7,4.824E5,1.013E5,1.1E7,2,DETECTED,355.16284,355.16269,355.16339,11.2249,11.1749,11.5828,1.1E7,4.824E5,1.013E5,1.1E7,0.0296,2.3073,2.86,2
43,11.3884,11.2249,15.8509,252.11504,252.11476,252.11534,3.505E6,2.803E6,1.042E5,3.505E6,0,DETECTED,252.11504,252.11476,252.11534,11.3884,11.2249,15.8509,3.505E6,2.803E6,1.042E5,3.505E6,0.0706,47.6498,18.7365,
44,11.3884,11.3413,15.8059,254.11203,254.11174,254.11227,1.184E6,8.831E5,1.025E5,1.184E6,0,DETECTED,254.11203,254.11174,254.11227,11.3884,11.3413,15.8059,1.184E6,8.831E5,1.025E5,1.184E6,0.0652,8.6314,18.5372,
45,11.3884,11.2926,15.8509,284.14128,284.14093,284.14169,2.927E6,2.237E6,1.041E5,2.927E6,0,DETECTED,284.14128,284.14093,284.14169,11.3884,11.2926,15.8509,2.927E6,2.237E6,1.041E5,2.927E6,0.0726,47.4943,105.3277,
46,11.3884,11.3413,15.8059,286.13828,286.13794,286.13855,9.733E5,6.657E5,1.006E5,9.733E5,0,DETECTED,286.13828,286.13794,286.13855,11.3884,11.3413,15.8059,9.733E5,6.657E5,1.006E5,9.733E5,0.0693,47.4223,93.4557,
47,11.5599,11.5114,11.6817,428.21936,428.21927,428.21948,1.46E6,1.026E5,1.654E5,1.46E6,1,DETECTED,428.21936,428.21927,428.21948,11.5599,11.5114,11.6817,1.46E6,1.026E5,1.654E5,1.46E6,0.0647,1.7566,2.0928,1
48,11.6572,11.5828,16.1006,270.31562,270.31519,270.31583,1.734E6,4.301E5,1.003E5,1.734E6,6,DETECTED,270.31562,270.31519,270.31583,11.6572,11.5828,16.1006,1.734E6,4.301E5,1.003E5,1.734E6,0.1091,12.0604,19.0594,6
49,11.6817,11.6332,11.832,200.20103,200.20099,200.20108,1.179E6,8.16E4,1.11E5,1.179E6,2,DETECTED,200.20103,200.20099,200.20108,11.6817,11.6332,11.832,1.179E6,8.16E4,1.11E5,1.179E6,0.0543,2.0952,2.5176,2
50,11.9774,11.832,12.3543,235.16943,235.16934,235.16951,2.147E6,1.559E5,1.048E5,2.147E6,2,DETECTED,235.16943,235.16934,235.16951,11.9774,11.832,12.3543,2.147E6,1.559E5,1.048E5,2.147E6,0.0367,1.9537,4.8338,2
51,12.0013,11.7322,12.1445,317.05384,317.05371,317.05396,1.654E6,1.27E5,1.118E5,1.654E6,0,DETECTED,317.05384,317.05371,317.05396,12.0013,11.7322,12.1445,1.654E6,1.27E5,1.118E5,1.654E6,0.2359,0.7422,0.604,
52,12.0013,11.7322,12.1445,319.05174,319.05167,319.05191,1.635E6,1.291E5,1.074E5,1.635E6,1,DETECTED,319.05174,319.05167,319.05191,12.0013,11.7322,12.1445,1.635E6,1.291E5,1.074E5,1.635E6,0.9108,0.9746,0.5992,1
53,12.1917,11.9774,12.3318,365.13628,365.13608,365.13638,2.682E6,2.278E5,1.475E5,2.682E6,3,DETECTED,365.13628,365.13608,365.13638,12.1917,11.9774,12.3318,2.682E6,2.278E5,1.475E5,2.682E6,0.0431,1.1521,0.3735,3
54,12.2173,8.9871,15.9853,219.17456,219.17416,219.17482,1.222E6,3.255E5,1E5,1.222E6,21,DETECTED,219.17456,219.17416,219.17482,12.2173,8.9871,15.9853,1.222E6,3.255E5,1E5,1.222E6,1.7899,8.3179,0.1106,21
55,12.2384,12.0746,12.5654,357.14715,357.14697,357.14731,6.13E5,1.612E5,1.07E5,6.13E5,3,DETECTED,357.14715,357.14697,357.14731,12.2384,12.0746,12.5654,6.13E5,1.612E5,1.07E5,6.13E5,0.3543,1.498,3.0389,3
56,12.3318,10.6294,16.1449,539.28858,539.2876,539.28949,8.068E5,1.279E6,1.042E5,8.068E5,24,DETECTED,539.28858,539.2876,539.28949,12.3318,10.6294,16.1449,8.068E5,1.279E6,1.042E5,8.068E5,4.774,1.62,0.5169,24
57,12.3543,10.7756,16.1449,313.27376,313.27316,313.2742,6.051E5,9.563E5,1.001E5,6.051E5,20,DETECTED,313.27376,313.27316,313.2742,12.3543,10.7756,16.1449,6.051E5,9.563E5,1.001E5,6.051E5,4.5619,1.7005,0.4968,20
58,12.3798,4.9241,12.812,190.04988,190.04965,190.05003,6.076E6,3.715E5,1.045E5,6.076E6,3,DETECTED,190.04988,190.04965,190.05003,12.3798,4.9241,12.812,6.076E6,3.715E5,1.045E5,6.076E6,0.0355,4.2812,3.6041,3
59,12.5418,12.4255,13.1956,228.23221,228.23201,228.2323,5.843E5,1.412E5,1.04E5,5.843E5,1,DETECTED,228.23221,228.23201,228.2323,12.5418,12.4255,13.1956,5.843E5,1.412E5,1.04E5,5.843E5,0.4271,3.3094,6.8325,1
60,12.5418,12.4721,13.9023,609.33949,609.3385,609.33972,1.573E6,3.237E5,1.002E5,1.573E6,4,DETECTED,609.33949,609.3385,609.33972,12.5418,12.4721,13.9023,1.573E6,3.237E5,1.002E5,1.573E6,0.2895,4.0055,6.1165,4
61,12.5418,12.2384,12.7909,644.49392,644.49341,644.49438,7.281E5,1.049E5,1.069E5,7.281E5,2,DETECTED,644.49392,644.49341,644.49438,12.5418,12.2384,12.7909,7.281E5,1.049E5,1.069E5,7.281E5,0.1327,0.9105,1.0533,2
62,12.5418,10.4804,16.1449,817.50981,817.50903,817.51117,2.478E6,5.581E6,1.024E5,2.478E6,55,DETECTED,817.50981,817.50903,817.51117,12.5418,10.4804,16.1449,2.478E6,5.581E6,1.024E5,2.478E6,3.9527,1.4386,2.2551,55
63,12.5654,12.2854,12.9659,345.08488,345.08466,345.08499,3.323E6,3.928E5,1.273E5,3.323E6,0,DETECTED,345.08488,345.08466,345.08499,12.5654,12.2854,12.9659,3.323E6,3.928E5,1.273E5,3.323E6,0.0357,0.6767,7.374,
64,12.5654,12.2854,12.9659,347.08274,347.08252,347.08286,3.259E6,3.874E5,1.102E5,3.259E6,1,DETECTED,347.08274,347.08252,347.08286,12.5654,12.2854,12.9659,3.259E6,3.874E5,1.102E5,3.259E6,0.0356,1.1992,5.5353,1
65,12.5654,10.8513,16.1232,381.32958,381.32886,381.33029,6.235E5,1.038E6,1.001E5,6.235E5,20,DETECTED,381.32958,381.32886,381.33029,12.5654,10.8513,16.1232,6.235E5,1.038E6,1.001E5,6.235E5,4.1931,1.5378,0.9927,20
66,12.5884,12.5418,13.0733,274.15893,274.15869,274.15903,1.264E6,1.312E5,1.056E5,1.264E6,1,DETECTED,274.15893,274.15869,274.15903,12.5884,12.5418,13.0733,1.264E6,1.312E5,1.056E5,1.264E6,0.0377,5.4333,6.74,1
67,12.5884,12.2384,13.2195,600.4678,600.46735,600.46857,1.863E6,3E5,1.025E5,1.863E6,2,DETECTED,600.4678,600.46735,600.46857,12.5884,12.2384,13.2195,1.863E6,3E5,1.025E5,1.863E6,0.1455,5.1298,1.1468,2
68,12.6094,12.2384,14.8836,556.44189,556.44116,556.44238,2.854E6,5.994E5,1.001E5,2.854E6,3,DETECTED,556.44189,556.44116,556.44238,12.6094,12.2384,14.8836,2.854E6,5.994E5,1.001E5,2.854E6,0.0729,1.6835,1.1823,3
69,12.6094,12.5654,12.9189,557.44521,557.44489,557.44543,8.549E5,1.095E5,1.038E5,8.549E5,0,DETECTED,557.44521,557.44489,557.44543,12.6094,12.5654,12.9189,8.549E5,1.095E5,1.038E5,8.549E5,0.1405,4.0206,23.204,
70,12.6551,12.2614,15.7372,512.41584,512.41547,512.41632,4.293E6,1.09E6,1.009E5,4.293E6,6,DETECTED,512.41584,512.41547,512.41632,12.6551,12.2614,15.7372,4.293E6,1.09E6,1.009E5,4.293E6,0.0939,4.7335,0.7753,6
71,12.6551,12.3543,13.0879,513.41917,513.41852,513.41943,1.212E6,1.743E5,1.005E5,1.212E6,0,DETECTED,513.41917,513.41852,513.41943,12.6551,12.3543,13.0879,1.212E6,1.743E5,1.005E5,1.212E6,0.0741,0.8736,1.5221,
72,12.6551,12.6094,12.8548,517.37106,517.37085,517.37122,6.822E5,6.922E4,1.379E5,6.822E5,1,DETECTED,517.37106,517.37085,517.37122,12.6551,12.6094,12.8548,6.822E5,6.922E4,1.379E5,6.822E5,0.0683,2.6844,4.3689,1
73,12.6765,12.3094,15.7372,468.38956,468.3891,468.39014,4.192E6,1.125E6,1.03E5,4.192E6,18,DETECTED,468.38956,468.3891,468.39014,12.6765,12.3094,15.7372,4.192E6,1.125E6,1.03E5,4.192E6,0.0761,3.132,9.02,18
74,12.6765,12.6094,13.0879,469.39285,469.39236,469.39316,1.206E6,1.54E5,1.027E5,1.206E6,0,DETECTED,469.39285,469.39236,469.39316,12.6765,12.6094,13.0879,1.206E6,1.54E5,1.027E5,1.206E6,0.0681,3.3703,9.0904,
75,12.6765,12.3798,15.9149,473.34479,473.34448,473.34521,1.126E6,2.032E5,1.053E5,1.126E6,2,DETECTED,473.34479,473.34448,473.34521,12.6765,12.3798,15.9149,1.126E6,2.032E5,1.053E5,1.126E6,0.117,4.8433,1.3656,2
76,12.7009,12.3318,15.5508,424.36317,424.36285,424.36362,2.981E6,7.882E5,1.005E5,2.981E6,4,DETECTED,424.36317,424.36285,424.36362,12.7009,12.3318,15.5508,2.981E6,7.882E5,1.005E5,2.981E6,0.1319,6.8702,1.4261,4
77,12.7009,12.6551,12.9408,425.36668,425.36636,425.36716,6.813E5,8.281E4,1.049E5,6.813E5,0,DETECTED,425.36668,425.36636,425.36716,12.7009,12.6551,12.9408,6.813E5,8.281E4,1.049E5,6.813E5,0.0653,3.1184,5.2401,
78,12.7224,12.3094,15.9361,429.31867,429.31836,429.31912,2.42E6,4.354E5,1.002E5,2.42E6,3,DETECTED,429.31867,429.31836,429.31912,12.7224,12.3094,15.9361,2.42E6,4.354E5,1.002E5,2.42E6,0.1257,14.2441,3.9919,3
79,12.7224,10.8513,16.1006,818.51315,818.51239,818.5163,1.126E6,2.513E6,1.047E5,1.126E6,0,DETECTED,818.51315,818.51239,818.5163,12.7224,10.8513,16.1006,1.126E6,2.513E6,1.047E5,1.126E6,3.8061,1.3537,1.8591,
80,12.8314,12.7665,12.9408,340.28456,340.28427,340.28461,7.431E5,5.503E4,1.252E5,7.431E5,1,DETECTED,340.28456,340.28427,340.28461,12.8314,12.7665,12.9408,7.431E5,5.503E4,1.252E5,7.431E5,0.4904,1.3421,17.5351,1
81,12.8314,12.7009,13.315,350.32635,350.32617,350.32654,5.566E5,1.539E5,1.046E5,5.566E5,1,DETECTED,350.32635,350.32617,350.32654,12.8314,12.7009,13.315,5.566E5,1.539E5,1.046E5,5.566E5,0.2023,2.3527,3.07,1
82,12.8314,12.6094,15.894,355.28177,355.28159,355.28198,2.544E6,6.692E5,1.002E5,2.544E6,5,DETECTED,355.28177,355.28159,355.28198,12.8314,12.6094,15.894,2.544E6,6.692E5,1.002E5,2.544E6,0.4021,2.0071,3.0308,5
83,12.8314,12.7009,13.2195,356.28515,356.28497,356.28543,5.224E5,1.098E5,1.107E5,5.224E5,0,DETECTED,356.28515,356.28497,356.28543,12.8314,12.7009,13.2195,5.224E5,1.098E5,1.107E5,5.224E5,0.1435,1.987,2.9739,
84,12.8314,12.6551,13.5386,377.32606,377.32581,377.32632,1.169E6,3.617E5,1.035E5,1.169E6,4,DETECTED,377.32606,377.32581,377.32632,12.8314,12.6551,13.5386,1.169E6,3.617E5,1.035E5,1.169E6,0.3329,2.4116,3.6748,4
85,12.8548,11.202,13.315,333.29978,333.29849,333.29999,1.386E6,2.972E5,1.105E5,1.386E6,3,DETECTED,333.29978,333.29849,333.29999,12.8548,11.202,13.315,1.386E6,2.972E5,1.105E5,1.386E6,0.1586,0.6173,1.4458,3
86,12.8548,12.3543,13.2195,363.31038,363.31018,363.31058,1.458E6,1.868E5,1.008E5,1.458E6,2,DETECTED,363.31038,363.31018,363.31058,12.8548,12.3543,13.2195,1.458E6,1.868E5,1.008E5,1.458E6,0.0383,0.697,0.3712,2
87,12.8548,12.3798,13.5144,380.337,380.33676,380.33743,1.159E6,2.447E5,1.01E5,1.159E6,2,DETECTED,380.337,380.33676,380.33743,12.8548,12.3798,13.5144,1.159E6,2.447E5,1.01E5,1.159E6,0.0458,1.6745,0.795,2
88,12.8548,12.3543,15.9361,385.29238,385.29208,385.29276,1.623E6,3.381E5,1.006E5,1.623E6,4,DETECTED,385.29238,385.29208,385.29276,12.8548,12.3543,15.9361,1.623E6,3.381E5,1.006E5,1.623E6,0.0495,0.9473,0.8708,4
89,12.8743,12.4035,13.0119,319.2843,319.28415,319.28448,1.235E6,1.367E5,1.033E5,1.235E6,2,DETECTED,319.2843,319.28415,319.28448,12.8743,12.4035,13.0119,1.235E6,1.367E5,1.033E5,1.235E6,0.4237,0.8269,2.8077,2
90,12.8743,12.3543,13.2195,341.26627,341.26605,341.26648,2.208E6,3.954E5,1.066E5,2.208E6,4,DETECTED,341.26627,341.26605,341.26648,12.8743,12.3543,13.2195,2.208E6,3.954E5,1.066E5,2.208E6,0.1517,0.8179,0.2634,4
91,12.8964,10.1373,16.1904,812.55467,812.55347,812.55585,3.874E6,9.946E6,1.042E5,3.874E6,60,DETECTED,812.55467,812.55347,812.55585,12.8964,10.1373,16.1904,3.874E6,9.946E6,1.042E5,3.874E6,1.6557,1.1679,1.6077,60
92,12.8964,10.5539,16.0769,813.55776,813.55695,813.55908,1.791E6,4.49E6,1.078E5,1.791E6,0,DETECTED,813.55776,813.55695,813.55908,12.8964,10.5539,16.0769,1.791E6,4.49E6,1.078E5,1.791E6,1.5588,1.1778,1.7042,
93,12.8964,11.126,15.8509,814.55888,814.55798,814.56024,5.913E5,1.404E6,1.03E5,5.913E5,0,DETECTED,814.55888,814.55798,814.56024,12.8964,11.126,15.8509,5.913E5,1.404E6,1.03E5,5.913E5,1.5147,1.3344,1.5715,
94,12.9659,12.4959,13.3572,658.50927,658.50879,658.50977,1.146E6,2.612E5,1.01E5,1.146E6,2,DETECTED,658.50927,658.50879,658.50977,12.9659,12.4959,13.3572,1.146E6,2.612E5,1.01E5,1.146E6,0.3541,0.9929,0.4707,2
95,12.9884,12.4959,14.8343,614.4834,614.48303,614.48401,2.895E6,5.839E5,1.007E5,2.895E6,4,DETECTED,614.4834,614.48303,614.48401,12.9884,12.4959,14.8343,2.895E6,5.839E5,1.007E5,2.895E6,0.0812,1.1002,2.8301,4
96,12.9884,12.5654,13.2195,615.48674,615.48633,615.48718,1.034E6,1.613E5,1.006E5,1.034E6,0,DETECTED,615.48674,615.48633,615.48718,12.9884,12.5654,13.2195,1.034E6,1.613E5,1.006E5,1.034E6,0.0812,0.7327,2.9597,
97,13.0119,12.4959,15.761,570.45734,570.45685,570.45782,5.136E6,1.235E6,1.023E5,5.136E6,15,DETECTED,570.45734,570.45685,570.45782,13.0119,12.4959,15.761,5.136E6,1.235E6,1.023E5,5.136E6,0.0963,1.1129,1.411,15
98,13.0119,12.5654,13.5386,571.46062,571.46027,571.46118,1.645E6,2.822E5,1.023E5,1.645E6,0,DETECTED,571.46062,571.46027,571.46118,13.0119,12.5654,13.5386,1.645E6,2.822E5,1.023E5,1.645E6,0.0939,0.9825,1.2522,
