id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML:feature_state,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML:mz,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML:mz_range:min,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML:mz_range:max,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML:rt,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML:rt_range:min,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML:rt_range:max,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML:height,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML:area,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML:intensity_range:min,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML:intensity_range:max,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML:fwhm,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML:tailing_factor,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML:asymmetry_factor,datafile:DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML:fragment_scans
563,6.7804,4.1792,10.7636,376.21166,376.20859,376.21277,1.501E6,1.447E6,1.006E5,1.501E6,2,DETECTED,376.21166,376.20859,376.21277,6.7804,4.1792,10.7636,1.501E6,1.447E6,1.006E5,1.501E6,0.7318,0.9178,0.5743,2
564,6.7804,4.8536,9.9519,447.12746,447.12524,447.12994,6.936E5,1.41E6,1.015E5,6.936E5,0,DETECTED,447.12746,447.12524,447.12994,6.7804,4.8536,9.9519,6.936E5,1.41E6,1.015E5,6.936E5,2.576,1.323,1.0962,
565,6.798,0.7769,7.8451,247.14427,247.14348,247.14481,1.738E6,9.42E5,1.007E5,1.738E6,3,DETECTED,247.14427,247.14348,247.14481,6.798,0.7769,7.8451,1.738E6,9.42E5,1.007E5,1.738E6,1.4286,0.5746,0.1608,3
566,6.798,5.0629,9.6978,278.21168,278.21112,278.21228,5.827E5,4.817E5,1.038E5,5.827E5,0,DETECTED,278.21168,278.21112,278.21228,6.798,5.0629,9.6978,5.827E5,4.817E5,1.038E5,5.827E5,1.9019,1.3357,1.6253,
567,6.798,0.7769,9.4217,390.15426,390.1517,390.15546,5.352E5,1.129E6,1.019E5,5.352E5,0,DETECTED,390.15426,390.1517,390.15546,6.798,0.7769,9.4217,5.352E5,1.129E6,1.019E5,5.352E5,1.7218,0.7179,0.9694,
568,6.798,1.382,9.5438,512.17723,512.17316,512.18182,6.549E5,1.359E6,1.015E5,6.549E5,0,DETECTED,512.17723,512.17316,512.18182,6.798,1.382,9.5438,6.549E5,1.359E6,1.015E5,6.549E5,1.2343,0.7535,0.4866,
569,6.8128,3.9551,11.2649,277.10734,277.10599,277.10876,8.164E5,2.62E6,1.006E5,8.164E5,0,DETECTED,277.10734,277.10599,277.10876,6.8128,3.9551,11.2649,8.164E5,2.62E6,1.006E5,8.164E5,3.5292,1.279,1.584,
570,6.8128,3.3798,9.4396,396.1647,396.16299,396.1665,1.122E6,2.664E6,1.008E5,1.122E6,0,DETECTED,396.1647,396.16299,396.1665,6.8128,3.3798,9.4396,1.122E6,2.664E6,1.008E5,1.122E6,2.5731,0.8723,0.8518,
571,6.8128,4.9424,10.6244,418.22168,418.21991,418.22382,6.711E5,9.263E5,1E5,6.711E5,0,DETECTED,418.22168,418.21991,418.22382,6.8128,4.9424,10.6244,6.711E5,9.263E5,1E5,6.711E5,1.3317,1.5189,1.1728,
572,6.8128,0.7769,9.1704,450.17606,450.17291,450.17862,7.866E5,1.247E6,1.009E5,7.866E5,0,DETECTED,450.17606,450.17291,450.17862,6.8128,0.7769,9.1704,7.866E5,1.247E6,1.009E5,7.866E5,1.3531,0.6953,1.5123,
573,6.8128,6.7635,6.8958,477.02342,477.02261,477.02365,2.507E6,1.277E5,1.224E5,2.507E6,1,DETECTED,477.02342,477.02261,477.02365,6.8128,6.7635,6.8958,2.507E6,1.277E5,1.224E5,2.507E6,0.0467,1.4834,1.523,1
574,6.8267,4.693,9.0734,169.08594,169.08441,169.0862,2.297E6,4.402E5,1E5,2.297E6,1,DETECTED,169.08594,169.08441,169.0862,6.8267,4.693,9.0734,2.297E6,4.402E5,1E5,2.297E6,0.8475,1.2115,0.1148,1
575,6.8267,0.7769,12.3146,381.16752,381.16415,381.17038,1.307E6,3.403E6,1.007E5,1.307E6,4,DETECTED,381.16752,381.16415,381.17038,6.8267,0.7769,12.3146,1.307E6,3.403E6,1.007E5,1.307E6,1.6101,1.0614,1.5323,4
576,6.8267,0.7769,10.1112,436.19658,436.19269,436.19968,6.431E5,1.585E6,1.004E5,6.431E5,0,DETECTED,436.19658,436.19269,436.19968,6.8267,0.7769,10.1112,6.431E5,1.585E6,1.004E5,6.431E5,1.4303,0.7714,1.1372,
577,6.8588,4.2695,7.0199,182.11767,182.1174,182.11797,1.715E6,1.829E5,1.015E5,1.715E6,1,DETECTED,182.11767,182.1174,182.11797,6.8588,4.2695,7.0199,1.715E6,1.829E5,1.015E5,1.715E6,0.0568,0.5493,0.0548,1
578,6.8588,0.7769,8.5968,198.11259,198.11223,198.11293,2.274E6,2.346E5,1E5,2.274E6,1,DETECTED,198.11259,198.11223,198.11293,6.8588,0.7769,8.5968,2.274E6,2.346E5,1E5,2.274E6,0.0351,0.7856,0.6913,1
579,6.8588,1.2049,10.0235,304.15456,304.15378,304.15646,4.749E7,4.645E6,1.016E5,4.749E7,3,DETECTED,304.15456,304.15378,304.15646,6.8588,1.2049,10.0235,4.749E7,4.645E6,1.016E5,4.749E7,0.0494,2.1074,2.288,3
580,6.8588,4.4273,7.1393,305.15789,305.1572,305.1593,8.329E6,8.099E5,1.049E5,8.329E6,2,DETECTED,305.15789,305.1572,305.1593,6.8588,4.4273,7.1393,8.329E6,8.099E5,1.049E5,8.329E6,0.0496,1.9443,0.0298,2
581,6.8588,4.4517,10.8906,366.22784,366.22684,366.22852,5.83E5,8.99E5,1.019E5,5.83E5,0,DETECTED,366.22784,366.22684,366.22852,6.8588,4.4517,10.8906,5.83E5,8.99E5,1.019E5,5.83E5,1.753,1.3374,0.3927,
582,6.8588,3.9306,10.0621,424.15908,424.15692,424.16263,9.664E5,2.124E6,1.014E5,9.664E5,1,DETECTED,424.15908,424.15692,424.16263,6.8588,3.9306,10.0621,9.664E5,2.124E6,1.014E5,9.664E5,2.1109,1.047,0.5461,1
583,6.8588,0.7769,10.0235,435.1278,435.12509,435.13043,8.943E5,2.226E6,1.01E5,8.943E5,0,DETECTED,435.1278,435.12509,435.13043,6.8588,0.7769,10.0235,8.943E5,2.226E6,1.01E5,8.943E5,2.2382,0.7602,1.1818,
584,6.8588,4.5166,9.6978,466.17122,466.1684,466.17514,7.602E5,1.41E6,1E5,7.602E5,0,DETECTED,466.17122,466.1684,466.17514,6.8588,4.5166,9.6978,7.602E5,1.41E6,1E5,7.602E5,1.3062,1.106,1.2647,
585,6.8588,4.4737,9.2176,481.13331,481.13202,481.13632,6.302E5,9.56E5,1.005E5,6.302E5,0,DETECTED,481.13331,481.13202,481.13632,6.8588,4.4737,9.2176,6.302E5,9.56E5,1.005E5,6.302E5,1.4211,0.9945,1.0884,
586,6.8783,0.7769,9.768,336.14393,336.14197,336.14603,8.215E5,2.656E6,1E5,8.215E5,0,DETECTED,336.14393,336.14197,336.14603,6.8783,0.7769,9.768,8.215E5,2.656E6,1E5,8.215E5,2.4976,0.7368,0.3901,
587,6.8783,4.9424,9.7143,495.14876,495.14713,495.15125,7.992E5,1.525E6,1.003E5,7.992E5,1,DETECTED,495.14876,495.14713,495.15125,6.8783,4.9424,9.7143,7.992E5,1.525E6,1.003E5,7.992E5,2.4709,1.2325,1.4532,1
588,6.8958,1.4031,12.9724,368.13363,368.13205,368.1366,9.323E5,2.159E6,1.006E5,9.323E5,0,DETECTED,368.13363,368.13205,368.1366,6.8958,1.4031,12.9724,9.323E5,2.159E6,1.006E5,9.323E5,1.5295,1.0531,0.3215,
589,6.8958,5.2665,11.8111,462.24934,462.24704,462.2529,1.108E6,5.326E5,1.001E5,1.108E6,1,DETECTED,462.24934,462.24704,462.2529,6.8958,5.2665,11.8111,1.108E6,5.326E5,1.001E5,1.108E6,0.0446,2.1765,12.8528,1
590,6.8958,4.5166,9.9143,465.1382,465.1358,465.14093,9.496E5,2.17E6,1E5,9.496E5,0,DETECTED,465.1382,465.1358,465.14093,6.8958,4.5166,9.9143,9.496E5,2.17E6,1E5,9.496E5,1.9899,1.1344,1.121,
591,6.9136,4.3835,7.9695,274.16492,274.16403,274.16528,7.746E5,9.724E4,1.074E5,7.746E5,0,DETECTED,274.16492,274.16403,274.16528,6.9136,4.3835,7.9695,7.746E5,9.724E4,1.074E5,7.746E5,0.1046,0.7086,0.0436,
592,6.9136,5.3082,8.1655,286.18035,286.17938,286.18152,2.796E6,5.78E5,1.009E5,2.796E6,2,DETECTED,286.18035,286.17938,286.18152,6.9136,5.3082,8.1655,2.796E6,5.78E5,1.009E5,2.796E6,0.2201,0.9472,0.4746,2
593,6.9136,4.202,11.3052,289.10729,289.10645,289.10889,7.649E5,2.58E6,1.008E5,7.649E5,0,DETECTED,289.10729,289.10645,289.10889,6.9136,4.202,11.3052,7.649E5,2.58E6,1.008E5,7.649E5,3.0599,1.3098,1.5064,
594,6.9136,0.7769,10.4778,355.13887,355.13763,355.1423,1.065E6,3.071E6,1.005E5,1.065E6,1,DETECTED,355.13887,355.13763,355.1423,6.9136,0.7769,10.4778,1.065E6,3.071E6,1.005E5,1.065E6,3.1709,1.158,1.1577,1
595,6.9136,5.1476,9.4715,485.16438,485.16153,485.16644,6.887E5,1.192E6,1.008E5,6.887E5,0,DETECTED,485.16438,485.16153,485.16644,6.9136,5.1476,9.4715,6.887E5,1.192E6,1.008E5,6.887E5,1.0967,1.2242,1.3429,
596,6.9268,4.4044,11.2861,169.06482,169.06445,169.06509,5.124E5,1.638E6,1.003E5,5.124E5,0,DETECTED,169.06482,169.06445,169.06509,6.9268,4.4044,11.2861,5.124E5,1.638E6,1.003E5,5.124E5,2.363,1.3641,1.6791,
597,6.9268,6.8588,6.9714,200.17583,200.17572,200.17592,6.3E5,3.595E4,2.164E5,6.3E5,0,DETECTED,200.17583,200.17572,200.17592,6.9268,6.8588,6.9714,6.3E5,3.595E4,2.164E5,6.3E5,0.143,0.8276,0.6553,
598,6.9268,5.2456,9.8578,344.22231,344.22031,344.22345,2.415E6,6.587E5,1.012E5,2.415E6,1,DETECTED,344.22231,344.22031,344.22345,6.9268,5.2456,9.8578,2.415E6,6.587E5,1.012E5,2.415E6,0.0553,2.0982,0.4464,1
599,6.9394,0.7769,10.5876,259.21283,259.21033,259.21317,1.568E6,8.01E4,1.268E5,1.568E6,1,DETECTED,259.21283,259.21033,259.21317,6.9394,0.7769,10.5876,1.568E6,8.01E4,1.268E5,1.568E6,0.0518,69.6802,0.0084,1
600,6.9394,6.9136,9.0539,286.04715,286.04703,286.04794,1.582E6,8.86E4,1.072E5,1.582E6,1,DETECTED,286.04715,286.04703,286.04794,6.9394,6.9136,9.0539,1.582E6,8.86E4,1.072E5,1.582E6,0.0578,41.1698,3.4408,1
601,6.9394,6.9136,7.0043,301.05081,301.05072,301.05099,1.039E6,5.03E4,3.024E5,1.039E6,0,DETECTED,301.05081,301.05072,301.05099,6.9394,6.9136,7.0043,1.039E6,5.03E4,3.024E5,1.039E6,0.0501,1.7592,2.5184,
602,6.9394,6.8958,9.0734,302.07414,302.07367,302.07471,2.415E7,1.6E6,1.054E5,2.415E7,0,DETECTED,302.07414,302.07367,302.07471,6.9394,6.8958,9.0734,2.415E7,1.6E6,1.054E5,2.415E7,0.054,2.8302,3.4108,
603,6.9394,6.8958,7.0775,303.07645,303.07617,303.07761,2.916E6,1.724E5,1.093E5,2.916E6,0,DETECTED,303.07645,303.07617,303.07761,6.9394,6.8958,7.0775,2.916E6,1.724E5,1.093E5,2.916E6,0.0539,2.878,3.2972,
604,6.9394,1.1184,10.7636,340.1757,340.17374,340.17685,2.085E7,4.466E6,1.002E5,2.085E7,6,DETECTED,340.1757,340.17374,340.17685,6.9394,1.1184,10.7636,2.085E7,4.466E6,1.002E5,2.085E7,0.5585,0.5627,0.058,6
605,6.9394,5.1047,12.6683,341.17922,341.17572,341.181,3.761E6,4.705E5,1.017E5,3.761E6,0,DETECTED,341.17922,341.17572,341.181,6.9394,5.1047,12.6683,3.761E6,4.705E5,1.017E5,3.761E6,0.5586,11.6419,0.5709,
606,6.9394,0.7769,8.7351,358.20106,358.19769,358.20245,2.562E6,8.803E5,1.001E5,2.562E6,3,DETECTED,358.20106,358.19769,358.20245,6.9394,0.7769,8.7351,2.562E6,8.803E5,1.001E5,2.562E6,1.0329,1.0359,0.0787,3
607,6.9394,4.4044,9.0224,388.24744,388.24438,388.24918,2.117E6,9.578E5,1.024E5,2.117E6,3,DETECTED,388.24744,388.24438,388.24918,6.9394,4.4044,9.0224,2.117E6,9.578E5,1.024E5,2.117E6,0.7779,1.8449,2.7894,3
608,6.9394,4.4044,9.4396,484.18133,484.17807,484.18567,1.024E6,1.931E6,1.002E5,1.024E6,0,DETECTED,484.18133,484.17807,484.18567,6.9394,4.4044,9.4396,1.024E6,1.931E6,1.002E5,1.024E6,2.4667,0.9917,0.8962,
609,6.9539,4.2249,12.726,215.10682,215.106,215.10718,7.532E5,2.858E6,1.007E5,7.532E5,0,DETECTED,215.10682,215.106,215.10718,6.9539,4.2249,12.726,7.532E5,2.858E6,1.007E5,7.532E5,3.991,1.5575,2.3822,
610,6.9539,3.9306,11.5837,235.09666,235.09515,235.09726,7.949E5,2.055E6,1.017E5,7.949E5,0,DETECTED,235.09666,235.09515,235.09726,6.9539,3.9306,11.5837,7.949E5,2.055E6,1.017E5,7.949E5,2.8771,1.2657,1.3747,
611,6.9539,5.8309,9.0734,271.0602,271.05966,271.0611,1.892E6,2.374E5,1.002E5,1.892E6,1,DETECTED,271.0602,271.05966,271.0611,6.9539,5.8309,9.0734,1.892E6,2.374E5,1.002E5,1.892E6,0.063,5.4827,0.4969,1
612,6.9539,4.0678,10.8195,275.09159,275.09079,275.09271,5.599E5,1.668E6,1.005E5,5.599E5,0,DETECTED,275.09159,275.09079,275.09271,6.9539,4.0678,10.8195,5.599E5,1.668E6,1.005E5,5.599E5,3.2238,1.1697,1.5471,
613,6.9539,5.6786,7.0775,299.05555,299.05484,299.05804,1.379E6,8.542E4,1.091E5,1.379E6,0,DETECTED,299.05555,299.05484,299.05804,6.9539,5.6786,7.0775,1.379E6,8.542E4,1.091E5,1.379E6,0.0469,0.5404,0.0891,
614,6.9539,5.5311,15.8281,301.07085,301.07028,301.07159,1.353E8,9.823E6,1.001E5,1.353E8,6,DETECTED,301.07085,301.07028,301.07159,6.9539,5.5311,15.8281,1.353E8,9.823E6,1.001E5,1.353E8,0.0549,1.793,1.8166,6
615,6.9539,1.5164,7.0199,301.09102,301.08981,301.09131,1.087E6,6.981E4,1.049E5,1.087E6,0,DETECTED,301.09102,301.08981,301.09131,6.9539,1.5164,7.0199,1.087E6,6.981E4,1.049E5,1.087E6,0.051,0.5061,0.0124,
616,6.9539,4.0219,9.768,333.09706,333.09634,333.09848,5.161E5,1.357E6,1.004E5,5.161E5,0,DETECTED,333.09706,333.09634,333.09848,6.9539,4.0219,9.768,5.161E5,1.357E6,1.004E5,5.161E5,2.2495,0.9799,0.8284,
617,6.9539,5.7188,8.9402,334.23784,334.23721,334.23853,6.6E5,4.159E5,1.005E5,6.6E5,0,DETECTED,334.23784,334.23721,334.23853,6.9539,5.7188,8.9402,6.6E5,4.159E5,1.005E5,6.6E5,0.3572,1.304,0.9121,
618,6.9539,3.265,9.8048,363.10755,363.10541,363.10916,7.863E5,1.96E6,1.001E5,7.863E5,0,DETECTED,363.10755,363.10541,363.10916,6.9539,3.265,9.8048,7.863E5,1.96E6,1.001E5,7.863E5,2.6677,0.8864,0.7634,
619,6.9539,3.7051,10.7636,367.13886,367.13718,367.14078,1.622E6,4.796E6,1.021E5,1.622E6,4,DETECTED,367.13886,367.13718,367.14078,6.9539,3.7051,10.7636,1.622E6,4.796E6,1.021E5,1.622E6,3.0478,1.0429,1.3262,4
620,6.9539,2.9478,9.561,369.11812,369.11713,369.11993,8.889E5,1.949E6,1.001E5,8.889E5,0,DETECTED,369.11812,369.11713,369.11993,6.9539,2.9478,9.561,8.889E5,1.949E6,1.001E5,8.889E5,1.5842,0.8254,0.7293,
621,6.9539,0.7769,9.561,372.16562,372.16394,372.16788,7.846E5,1.807E6,1.012E5,7.846E5,0,DETECTED,372.16562,372.16394,372.16788,6.9539,0.7769,9.561,7.846E5,1.807E6,1.012E5,7.846E5,1.6364,0.711,0.3786,
622,6.9539,4.5166,10.0929,385.1494,385.1485,385.15134,9.026E5,2.265E6,1.012E5,9.026E5,0,DETECTED,385.1494,385.1485,385.15134,6.9539,4.5166,10.0929,9.026E5,2.265E6,1.012E5,9.026E5,2.3888,1.1439,1.4351,
623,6.9539,2.9938,9.3707,388.16057,388.15826,388.16299,7.562E5,1.476E6,1.008E5,7.562E5,0,DETECTED,388.16057,388.15826,388.16299,6.9539,2.9938,9.3707,7.562E5,1.476E6,1.008E5,7.562E5,1.5411,0.8051,0.6972,
624,6.9539,3.4028,10.5469,395.13363,395.13107,395.13589,1.668E6,4.266E6,1.039E5,1.668E6,0,DETECTED,395.13363,395.13107,395.13589,6.9539,3.4028,10.5469,1.668E6,4.266E6,1.039E5,1.668E6,2.1799,0.964,1.1812,
625,6.9539,4.2249,8.7622,406.14919,406.14639,406.15076,6.243E5,1.244E6,1.014E5,6.243E5,0,DETECTED,406.14919,406.14639,406.15076,6.9539,4.2249,8.7622,6.243E5,1.244E6,1.014E5,6.243E5,1.2293,0.8313,0.5965,
626,6.9539,4.7184,9.8377,432.1871,432.1857,432.19,6.426E5,1.108E6,1.001E5,6.426E5,0,DETECTED,432.1871,432.1857,432.19,6.9539,4.7184,9.8377,6.426E5,1.108E6,1.001E5,6.426E5,0.9608,1.145,1.052,
627,6.9539,4.2249,9.6302,454.16993,454.16748,454.17444,9.917E5,2.074E6,1.001E5,9.917E5,0,DETECTED,454.16993,454.16748,454.17444,6.9539,4.2249,9.6302,9.917E5,2.074E6,1.001E5,9.917E5,2.4722,0.9903,1.0421,
628,6.9539,4.6474,10.0235,455.15411,455.14993,455.15668,1.104E6,2.477E6,1.003E5,1.104E6,0,DETECTED,455.15411,455.14993,455.15668,6.9539,4.6474,10.0235,1.104E6,2.477E6,1.003E5,1.104E6,1.578,1.141,1.4986,
629,6.9539,4.3149,10.9775,498.16104,498.15756,498.1647,5.283E5,9.973E5,1.008E5,5.283E5,0,DETECTED,498.16104,498.15756,498.1647,6.9539,4.3149,10.9775,5.283E5,9.973E5,1.008E5,5.283E5,1.9162,1.2623,0.8587,
630,6.9714,2.9231,10.3234,353.12328,353.12244,353.12564,1.185E6,3.277E6,1.004E5,1.185E6,0,DETECTED,353.12328,353.12244,353.12564,6.9714,2.9231,10.3234,1.185E6,3.277E6,1.004E5,1.185E6,2.845,0.9865,0.9379,
631,6.9884,4.1575,10.5248,389.12287,389.12061,389.12445,8.623E5,2.346E6,1.02E5,8.623E5,0,DETECTED,389.12287,389.12061,389.12445,6.9884,4.1575,10.5248,8.623E5,2.346E6,1.02E5,8.623E5,2.6452,1.1246,1.4471,
632,6.9884,4.5554,9.0384,482.1656,482.16245,482.16934,7.718E5,1.356E6,1.014E5,7.718E5,0,DETECTED,482.1656,482.16245,482.16934,6.9884,4.5554,9.0384,7.718E5,1.356E6,1.014E5,7.718E5,1.3933,0.9213,0.837,
633,7.0043,4.8536,7.6292,276.13416,276.13177,276.13538,2.819E6,1.602E5,1.025E5,2.819E6,1,DETECTED,276.13416,276.13177,276.13538,7.0043,4.8536,7.6292,2.819E6,1.602E5,1.025E5,2.819E6,0.0691,0.5101,0.1606,1
634,7.0043,4.5776,9.6302,472.182,472.17981,472.18457,9.296E5,1.901E6,1.005E5,9.296E5,0,DETECTED,472.182,472.17981,472.18457,7.0043,4.5776,9.6302,9.296E5,1.901E6,1.005E5,9.296E5,1.7545,1.0411,0.7653,
635,7.0043,1.0521,10.1112,503.15429,503.15073,503.15839,5.101E5,1.069E6,1.003E5,5.101E5,0,DETECTED,503.15429,503.15073,503.15839,7.0043,1.0521,10.1112,5.101E5,1.069E6,1.003E5,5.101E5,2.5267,0.761,0.5247,
636,7.0199,0.7769,9.3342,340.13912,340.13736,340.14056,1.011E6,2.652E6,1.007E5,1.011E6,7,DETECTED,340.13912,340.13736,340.14056,7.0199,0.7769,9.3342,1.011E6,2.652E6,1.007E5,1.011E6,1.9144,0.6606,0.3919,7
637,7.0199,4.9846,10.3961,357.15468,357.15363,357.15723,6.247E5,1.357E6,1.003E5,6.247E5,0,DETECTED,357.15468,357.15363,357.15723,7.0199,4.9846,10.3961,6.247E5,1.357E6,1.003E5,6.247E5,1.8916,1.3294,1.6904,
638,7.0199,5.5089,8.9588,372.25348,372.25034,372.25418,2.905E6,6.469E5,1.04E5,2.905E6,2,DETECTED,372.25348,372.25034,372.25418,7.0199,5.5089,8.9588,2.905E6,6.469E5,1.04E5,2.905E6,0.6924,0.6788,0.4027,2
639,7.0199,0.7155,7.0936,378.1341,378.13046,378.13751,4.964E6,2.318E5,1.046E5,4.964E6,0,DETECTED,378.1341,378.13046,378.13751,7.0199,0.7155,7.0936,4.964E6,2.318E5,1.046E5,4.964E6,0.0435,0.5046,0.0082,
640,7.0199,3.9076,10.9298,379.13873,379.13721,379.13995,2.578E6,5.354E6,1.003E5,2.578E6,5,DETECTED,379.13873,379.13721,379.13995,7.0199,3.9076,10.9298,2.578E6,5.354E6,1.003E5,2.578E6,1.5168,1.1769,1.5446,5
641,7.0199,3.8645,9.3521,421.11222,421.10971,421.11499,5.912E5,1.37E6,1.001E5,5.912E5,0,DETECTED,421.11222,421.10971,421.11499,7.0199,3.8645,9.3521,5.912E5,1.37E6,1.001E5,5.912E5,2.5906,0.8696,0.5026,
642,7.0199,4.693,12.5487,421.19959,421.19641,421.20404,5.024E5,1.133E6,1.003E5,5.024E5,0,DETECTED,421.19959,421.19641,421.20404,7.0199,4.693,12.5487,5.024E5,1.133E6,1.003E5,5.024E5,0.2146,1.688,0.5186,
643,7.0199,4.9206,9.4573,471.14905,471.1463,471.15259,5.209E5,9.726E5,1.001E5,5.209E5,0,DETECTED,471.14905,471.1463,471.15259,7.0199,4.9206,9.4573,5.209E5,9.726E5,1.001E5,5.209E5,2.1713,1.0806,0.6901,
644,7.0335,6.9884,7.1104,247.05376,247.0537,247.05386,2.545E6,1.199E5,1.251E5,2.545E6,1,DETECTED,247.05376,247.0537,247.05386,7.0335,6.9884,7.1104,2.545E6,1.199E5,1.251E5,2.545E6,0.0515,1.1637,1.5415,1
645,7.0335,4.3606,10.9984,297.13353,297.13181,297.13464,7.338E5,2.035E6,1.045E5,7.338E5,0,DETECTED,297.13353,297.13181,297.13464,7.0335,4.3606,10.9984,7.338E5,2.035E6,1.045E5,7.338E5,1.5358,1.2417,1.3797,
646,7.0335,0.7769,10.4568,347.1128,347.11194,347.11456,8.971E5,2.483E6,1.022E5,8.971E5,0,DETECTED,347.1128,347.11194,347.11456,7.0335,0.7769,10.4568,8.971E5,2.483E6,1.022E5,8.971E5,2.4623,0.7736,1.092,
647,7.0335,2.7142,9.8984,351.10771,351.10663,351.1098,7.545E5,2.086E6,1.009E5,7.545E5,0,DETECTED,351.10771,351.10663,351.1098,7.0335,2.7142,9.8984,7.545E5,2.086E6,1.009E5,7.545E5,2.1722,0.8316,0.7781,
648,7.0335,0.7769,12.7103,363.1924,363.18958,363.19547,1.044E6,1.049E6,1.001E5,1.044E6,0,DETECTED,363.1924,363.18958,363.19547,7.0335,0.7769,12.7103,1.044E6,1.049E6,1.001E5,1.044E6,1.1737,1.9849,1.6469,
649,7.0335,0.7769,9.8578,406.18615,406.18253,406.18826,5.536E5,1.537E6,1.001E5,5.536E5,0,DETECTED,406.18615,406.18253,406.18826,7.0335,0.7769,9.8578,5.536E5,1.537E6,1.001E5,5.536E5,2.925,0.7257,0.7799,
650,7.0335,1.0521,10.8539,415.13836,415.13586,415.14072,6.705E5,1.886E6,1.001E5,6.705E5,0,DETECTED,415.13836,415.13586,415.14072,7.0335,1.0521,10.8539,6.705E5,1.886E6,1.001E5,6.705E5,3.2266,0.8194,1.4687,
651,7.0335,4.4273,9.8984,453.13835,453.1348,453.14105,1.073E6,2.381E6,1.023E5,1.073E6,0,DETECTED,453.13835,453.1348,453.14105,7.0335,4.4273,9.8984,1.073E6,2.381E6,1.023E5,1.073E6,1.8537,1.0438,0.9353,
652,7.0335,5.0057,9.6978,524.17766,524.17346,524.18109,5.839E5,9.816E5,1.002E5,5.839E5,0,DETECTED,524.17766,524.17346,524.18109,7.0335,5.0057,9.6978,5.839E5,9.816E5,1.002E5,5.839E5,1.4583,1.1569,1.4492,
653,7.0473,0.7769,7.475,261.15994,261.15927,261.16055,5.783E5,3.58E5,1.005E5,5.783E5,0,DETECTED,261.15994,261.15927,261.16055,7.0473,0.7769,7.475,5.783E5,3.58E5,1.005E5,5.783E5,0.409,0.5341,0.2685,
654,7.0473,5.6592,9.0384,302.21164,302.20929,302.21231,2.242E7,2.618E6,1.002E5,2.242E7,7,DETECTED,302.21164,302.20929,302.21231,7.0473,5.6592,9.0384,2.242E7,2.618E6,1.002E5,2.242E7,0.0473,1.3304,0.2038,7
655,7.0473,6.1851,8.3162,303.21504,303.2146,303.21567,4.599E6,4.279E5,1.008E5,4.599E6,0,DETECTED,303.21504,303.2146,303.21567,7.0473,6.1851,8.3162,4.599E6,4.279E5,1.008E5,4.599E6,0.0497,0.5492,1.6959,
656,7.0473,0.7769,9.0734,342.15493,342.15326,342.15732,8.368E5,1.842E6,1.001E5,8.368E5,0,DETECTED,342.15493,342.15326,342.15732,7.0473,0.7769,9.0734,8.368E5,1.842E6,1.001E5,8.368E5,0.7594,0.6616,0.4893,
657,7.0473,3.8186,10.9775,349.12847,349.12744,349.13007,1.453E6,4.376E6,1.016E5,1.453E6,3,DETECTED,349.12847,349.12744,349.13007,7.0473,3.8186,10.9775,1.453E6,4.376E6,1.016E5,1.453E6,3.0689,1.149,1.4222,3
658,7.0473,3.1272,10.5248,365.12327,365.1225,365.12509,1.307E6,3.768E6,1.006E5,1.307E6,1,DETECTED,365.12327,365.1225,365.12509,7.0473,3.1272,10.5248,1.307E6,3.768E6,1.006E5,1.307E6,2.5419,0.9319,0.9532,1
659,7.0473,5.7945,9.9143,376.24854,376.24734,376.25192,1.041E6,8.066E5,1.002E5,1.041E6,0,DETECTED,376.24854,376.24734,376.25192,7.0473,5.7945,9.9143,1.041E6,8.066E5,1.002E5,1.041E6,1.028,1.3599,1.8096,
660,7.0473,1.8836,9.5256,384.16509,384.16327,384.16669,1.02E6,2.63E6,1.017E5,1.02E6,2,DETECTED,384.16509,384.16327,384.16669,7.0473,1.8836,9.5256,1.02E6,2.63E6,1.017E5,1.02E6,2.3012,0.8515,0.6287,2
661,7.0473,3.9551,9.6495,422.14406,422.1391,422.14679,6.857E5,1.269E6,1.006E5,6.857E5,0,DETECTED,422.14406,422.1391,422.14679,7.0473,3.9551,9.6495,6.857E5,1.269E6,1.006E5,6.857E5,1.9551,0.9208,0.38,
